Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Chad Green","TOR",7,4,,3.53349,64,0,1,13,64,259,56,27,25,9,16,,0,74,10.3926,2.28637,4.54545,1.24711,0.285714,0.0628571,0.22285712510347366,0.231707,1.13164,0.296296,0.763547,,,3.50908,0.777911,0.733755,657.1599731445312,,,,"15552"
"Evan Phillips","LAD",5,2,,3.51687,66,0,30,5,66,270,55,28,26,9,21,,4,75,10.2309,2.87744,3.55556,1.27886,0.278261,0.0782609,0.19999998807907104,0.22488,1.15453,0.284672,0.762082,,,3.94776,0.766257,1.17975,81.95999908447266,,,,"17734"
"Jeffrey Springs","TBR",3,2,,3.31104,17,6,0,1,45,181,38,18,16,6,12,,0,54,10.8361,2.50836,4.32,1.20401,0.29589,0.0684932,0.22739727050065994,0.224189,1.12598,0.292237,0.771971,,,3.45571,0.764043,0.889989,559.9400024414062,,,,"17677"
"Carlos Estévez","LAA",5,5,,4.25455,66,0,25,5,66,275,56,34,31,10,28,,1,76,10.3091,3.76364,2.73913,1.30909,0.275109,0.100437,0.17467248439788818,0.229268,1.27273,0.291045,0.714286,,,4.16413,0.762032,0.376657,201.27000427246094,,,,"14542"
"Andrew Nardi","MIA",4,6,,3.89948,64,0,2,12,64,275,57,30,28,8,26,,4,74,10.4506,3.58752,2.91304,1.09185,0.270161,0.0927419,0.17741936445236206,0.230769,1.2825,0.29932,0.732087,,,3.91362,0.753446,0.778888,463.2099914550781,,,,"25942"
"Jason Adam","TBR",5,2,,3.48066,64,0,3,12,64,259,47,27,25,7,24,,8,78,10.9392,3.31492,3.3,0.994475,0.3,0.0909091,0.20909089595079422,0.207254,1.10497,0.280992,0.717054,,,3.75228,0.742323,0.916636,312.80999755859375,,,,"11861"
"Josh Sborz","TEX",5,3,,3.99645,64,0,2,14,64,274,58,31,28,9,25,,0,75,10.5506,3.51687,3,1.27886,0.273859,0.0912863,0.182572603225708,0.232877,1.29663,0.296552,0.744337,,,3.93,0.730666,0.535333,588.1599731445312,,,,"18323"
"Aaron Ashby","MIL",6,6,,4.07701,50,10,0,1,85,380,78,42,39,11,42,,5,97,10.1925,4.38279,2.32558,1.12118,0.254453,0.109415,0.1450381577014923,0.234783,1.4043,0.299145,0.745856,,,4.24032,0.727773,0.813697,462.95001220703125,,,,"23550"
"Patrick Corbin","WSN",8,15,,5.45061,29,29,0,0,162,731,191,106,98,29,57,,5,124,6.87815,3.17952,2.16327,1.62221,0.169059,0.0781499,0.09090909361839294,0.285714,1.53569,0.31377,0.685393,,,5.21611,0.725905,0.120263,641.3900146484375,,,,"9323"
"Luis Medina","OAK",5,7,,4.51253,28,18,0,1,102,455,94,55,51,11,56,,7,100,8.85794,4.93036,1.79661,1.00279,0.219462,0.122153,0.09730847924947739,0.239808,1.47632,0.294314,0.710267,,,4.57352,0.720736,0.771311,712.0599975585938,,,,"21649"
"Jonathan Loáisiga","NYY",6,5,,3.68421,64,0,3,13,64,263,57,29,26,7,16,,4,57,8.07018,2.2807,3.53846,1.05263,0.218009,0.0616114,0.15639811009168625,0.235897,1.1501,0.27972,0.711462,,,3.91781,0.719032,0.728033,632.989990234375,,,,"19753"
"Erik Swanson","TOR",4,2,,3.6,55,0,2,11,55,227,48,24,22,7,17,,1,62,10.2,2.85,3.57895,1.2,0.274194,0.0766129,0.19758065044879913,0.22807,1.18333,0.289474,0.752508,,,3.72171,0.718285,0.782444,528.469970703125,,,,"16587"
"Héctor Neris","CHC",5,5,,3.89948,70,0,6,12,70,290,58,33,30,10,27,,5,80,10.2946,3.43154,3,1.24783,0.276151,0.0920502,0.18410040438175201,0.225352,1.21317,0.28777,0.731293,,,4.12159,0.703945,0.75888,411.489990234375,,,,"11804"
"Peter Lambert","COL",4,7,,5.383,40,16,0,1,105,472,114,68,63,17,42,,7,86,7.36621,3.58867,2.05263,1.41658,0.18267,0.088993,0.09367681294679642,0.26893,1.47954,0.303448,0.658333,,,5.04937,0.695935,0.658993,999,,,,"17969"
"Devin Williams","MIL",4,2,,3,35,0,14,5,35,142,24,13,12,4,16,,1,51,13.1053,4.10526,3.19231,1.10526,0.357759,0.112069,0.24568965286016464,0.191176,1.14035,0.280702,0.797101,,,3.41294,0.684412,0.966098,147.8800048828125,,,,"15816"
"Michael Lorenzen","TEX",6,7,,4.54768,49,13,0,1,106,445,101,58,54,16,37,,3,86,7.33496,3.15403,2.32558,1.32029,0.194175,0.0834951,0.11067960411310196,0.249467,1.30399,0.282051,0.689911,,,4.65683,0.683129,0.759565,502.6499938964844,,,,"14843"
"Jeff Hoffman","PHI",5,5,,4.12698,66,0,2,12,66,270,54,33,30,9,28,,2,76,10.3175,3.80952,2.70833,1.26984,0.280172,0.103448,0.1767241358757019,0.223301,1.23457,0.285714,0.714286,,,4.17215,0.678131,0.519956,437.6000061035156,,,,"17432"
"Chris Martin","BOS",5,3,,3.94919,66,0,3,12,66,282,73,32,29,9,12,,2,61,8.31409,1.66282,5,1.24711,0.216216,0.0432432,0.17297297716140747,0.272727,1.2933,0.323077,0.735294,,,3.83241,0.677754,0.801938,485.3699951171875,,,,"11847"
"Luis L. Ortiz","PIT",5,7,,4.55963,40,15,0,1,101,443,102,55,51,13,41,,5,85,7.57599,3.6477,2.07692,1.19252,0.190813,0.0918728,0.0989399254322052,0.255906,1.41855,0.295039,0.707965,,,4.65021,0.677751,0.900403,668.530029296875,,,,"27646"
"Randy Vásquez","SDP",5,6,,4.23823,44,11,0,1,89,387,83,45,42,12,35,,7,80,8.06094,3.57341,2.25581,1.16343,0.206823,0.0916844,0.11513859033584595,0.241627,1.32964,0.283388,0.715434,,,4.55698,0.674046,0.581979,630.2100219726562,,,,"24719"
"Keaton Winn","SFG",4,4,,4.28128,32,11,0,1,78,337,77,40,37,10,26,,6,72,8.28335,2.97828,2.78125,1.11686,0.213429,0.0767386,0.1366906389594078,0.251323,1.31334,0.299639,0.69873,,,4.23746,0.673227,0.593318,450.82000732421875,,,,"23499"
"Colin Poche","TBR",8,5,,3.52365,63,0,1,15,63,258,51,27,25,7,24,,2,68,9.69005,3.37684,2.86957,1.02773,0.262948,0.0916335,0.17131474614143372,0.221239,1.19086,0.281046,0.743671,,,3.80969,0.666549,0.713533,616.75,,,,"19403"
"Julian Merryweather","CHC",3,2,,3.96825,63,0,2,14,63,269,53,30,28,9,27,,2,83,11.9048,3.80952,3.125,1.26984,0.309917,0.0991736,0.21074380725622177,0.222222,1.26984,0.300752,0.740132,,,3.81941,0.663758,0.543089,536.3800048828125,,,,"16703"
"Josh Winckowski","BOS",5,4,,4.36364,63,5,0,10,86,372,88,45,41,10,29,,3,78,8.18182,3,2.72727,1.09091,0.209302,0.0767442,0.13255812972784042,0.258883,1.36364,0.308219,0.7022,,,4.10353,0.658476,0.68655,705.0700073242188,,,,"22387"
"Brandon Williamson","CIN",3,5,,5.05066,28,13,0,1,77,340,78,47,43,12,34,,4,69,8.13718,3.99844,2.03509,1.40296,0.203509,0.1,0.10350876301527023,0.256917,1.45752,0.297297,0.685535,,,4.96977,0.646609,0.51552,686.6500244140625,,,,"25463"
"Justin Lawrence","COL",5,5,,4.54545,66,0,17,7,66,291,60,36,33,8,30,,7,72,9.87013,4.15584,2.375,1.03896,0.248366,0.104575,0.1437908485531807,0.235955,1.37085,0.300546,0.680191,,,4.25071,0.645213,0.797063,374.4599914550781,,,,"17639"
"J.P. France","HOU",6,5,,4.166,43,11,0,1,97,425,94,49,45,13,43,,2,93,8.61931,4.02235,2.14286,1.22107,0.218579,0.102004,0.11657559126615524,0.246436,1.41261,0.293785,0.744125,,,4.49207,0.627722,0.861768,457.239990234375,,,,"21212"
"Kevin Ginkel","ARI",5,4,,3.6,64,0,9,10,64,268,54,28,26,7,26,,2,70,9.9,3.6,2.75,1.05,0.262948,0.0956175,0.16733068227767944,0.226667,1.25,0.289474,0.751534,,,3.87171,0.625032,1.04945,461.07000732421875,,,,"19876"
"Ryne Nelson","ARI",4,5,,4.3215,45,10,0,1,88,377,88,46,42,12,29,,3,70,7.13987,2.94363,2.42553,1.18998,0.185366,0.0764228,0.10894308984279633,0.255773,1.32916,0.290698,0.705596,,,4.47286,0.620482,0.685591,481.0899963378906,,,,"26253"
"Tyler Wells","BAL",4,4,,4.19525,45,10,0,1,84,340,72,42,39,13,27,,2,76,8.15303,2.8496,2.86111,1.34565,0.224891,0.0786026,0.1462882235646248,0.231504,1.16974,0.267559,0.695971,,,4.41599,0.620005,0.584216,313.30999755859375,,,,"20000"
"Kenley Jansen","BOS",6,4,,4.17219,64,0,32,2,64,267,58,32,30,10,24,,3,73,10.3311,3.37748,3.05882,1.39073,0.275132,0.0899471,0.18518517911434174,0.241176,1.28035,0.306306,0.726141,,,4.22634,0.604245,0.697355,128.25,,,,"3096"
"Kyle Finnegan","WSN",5,6,,4.13115,66,0,22,7,66,281,63,32,30,9,25,,1,64,8.70492,3.39344,2.56522,1.18033,0.226923,0.0884615,0.13846155256032944,0.245763,1.32787,0.295858,0.730659,,,4.20586,0.594602,0.70214,220.39999389648438,,,,"15009"
"Paul Sewald","ARI",4,2,,3.6,54,0,26,4,54,220,45,24,22,8,19,,2,65,10.8,3.10909,3.47368,1.30909,0.294643,0.0848214,0.2098214402794838,0.226601,1.18182,0.294574,0.762082,,,3.8914,0.592008,0.894938,92.12999725341797,,,,"13892"
"Clay Holmes","NYY",5,4,,3.83607,66,0,31,3,66,275,53,30,28,8,26,,5,72,9.88525,3.54098,2.79167,1.03279,0.26378,0.0944882,0.16929136216640472,0.217778,1.19672,0.278146,0.712025,,,3.97635,0.584846,0.793027,97.29000091552734,,,,"13649"
"Joe Jiménez","ATL",4,1,,3.61377,67,0,2,16,67,279,56,29,27,10,22,,5,87,11.7017,2.92543,4,1.37667,0.311927,0.0779816,0.23394493013620377,0.22335,1.16635,0.297521,0.763052,,,3.84777,0.582734,1.01449,668.6099853515625,,,,"15761"
"Taylor Rogers","SFG",7,6,,3.97351,63,0,3,14,63,274,57,31,28,8,24,,6,81,11.5232,3.37748,3.41176,1.19205,0.294416,0.0862944,0.20812183618545532,0.232955,1.28035,0.3125,0.725806,,,3.80692,0.582454,0.311924,655.0599975585938,,,,"13449"
"Tyler Mahle","TEX",3,2,,4.19492,20,6,0,1,49,205,44,24,23,7,17,,2,49,9.07627,3.20339,2.83333,1.29661,0.239919,0.0846774,0.1552419438958168,0.238307,1.26271,0.28754,0.71885,,,4.30589,0.564723,0.603324,670.4199829101562,,,,"16358"
"Cooper Criswell","BOS",3,4,,4.91559,24,10,0,1,72,319,82,42,39,10,17,,8,54,6.79245,2.14499,3.16667,1.25124,0.170404,0.0538117,0.116591926664114,0.279805,1.38034,0.314642,0.670017,,,4.59566,0.564565,0.511884,742.2899780273438,,,,"24975"
"Matt Brash","SEA",4,4,,3.56671,53,0,3,12,53,230,43,22,21,6,26,,3,71,12.0079,4.39894,2.72973,0.951123,0.306991,0.112462,0.19452889263629913,0.211806,1.29458,0.296089,0.760369,,,3.58529,0.55449,0.700024,441.0299987792969,,,,"25756"
"JoJo Romero","STL",5,4,,3.67973,64,0,2,15,64,275,58,28,26,9,24,,2,75,10.5792,3.37308,3.13636,1.22658,0.273809,0.0873016,0.1865079030394554,0.232456,1.27768,0.298013,0.768025,,,3.9024,0.554472,0.803358,686.6500244140625,,,,"19574"
"Griffin Jax","MIN",6,5,,4.20779,65,0,4,11,65,273,59,33,30,8,20,,3,67,9.23377,2.80519,3.29167,1.16883,0.244582,0.0743034,0.1702786311507225,0.237288,1.22078,0.291262,0.6875,,,3.98231,0.542598,0.264344,421.4200134277344,,,,"20253"
"Pierce Johnson","ATL",5,4,,4.03509,63,0,1,13,63,275,58,31,28,10,26,,0,86,12.2807,3.68421,3.33333,1.40351,0.3125,0.09375,0.2187499701976776,0.231527,1.32554,0.312,0.757042,,,3.78136,0.540318,0.419333,646.1900024414062,,,,"13435"
"Yuki Matsui","SDP",2,2,,3.95122,64,0,6,10,64,279,48,30,28,8,37,,3,86,12.0732,5.26829,2.29167,1.09756,0.307263,0.134078,0.1731843650341034,0.202614,1.34146,0.27957,0.75,,,4.05992,0.53697,0.524309,999,,,,"33826"
"Matt Strahm","PHI",6,5,,3.92338,70,0,2,12,70,284,60,33,31,10,19,,3,78,9.98679,2.4967,4,1.30779,0.273616,0.0684039,0.20521172136068344,0.229682,1.13606,0.287234,0.708215,,,3.87591,0.534726,0.45385,496.2799987792969,,,,"13799"
"Javier Assad","CHC",4,4,,4.33071,50,10,0,1,97,426,97,50,47,13,38,,6,78,7.16535,3.54331,2.02222,1.1811,0.182,0.09,0.09200000017881393,0.254464,1.39108,0.289474,0.724638,,,4.73361,0.533166,0.693517,522.760009765625,,,,"21741"
"Brooks Raley","NYM",1,3,,4.4,64,0,1,15,64,282,58,34,31,7,28,,6,71,10,4,2.5,1,0.252525,0.10101,0.1515151709318161,0.235632,1.35556,0.302521,0.685185,,,4.07726,0.525587,-0.0292339,732.6500244140625,,,,"10061"
"Jackson Rutledge","WSN",4,5,,5.25,23,15,0,1,76,343,81,48,45,11,31,,7,55,6.41667,3.66667,1.75,1.25,0.158763,0.0907217,0.06804125010967255,0.264501,1.46296,0.292035,0.656934,,,5.13467,0.523651,0.159119,750.22998046875,,,,"26215"
"Jared Shuster","CHW",3,4,,5.08997,11,11,0,0,57,250,59,35,32,8,23,,0,44,6.86375,3.7018,1.85417,1.31105,0.174168,0.0939335,0.0802348405122757,0.261905,1.44816,0.292135,0.674931,,,4.88315,0.520603,0.205927,745.1300048828125,,,,"27472"
"Emilio Pagán","CIN",4,5,,4.63588,66,0,2,12,66,274,61,36,34,12,22,,1,67,9.1119,3.0373,3,1.59858,0.24359,0.0811966,0.16239316016435623,0.242991,1.2611,0.285714,0.701754,,,4.60495,0.514189,0.325813,657.9199829101562,,,,"14771"
"Joe Ross","MIL",6,6,,4.78582,38,16,0,1,103,449,105,59,55,17,38,,8,86,7.57755,3.32349,2.28,1.46233,0.192568,0.0844595,0.10810811072587967,0.259399,1.38848,0.292929,0.699746,,,5.0128,0.513931,0.663957,684.4299926757812,,,,"12972"
"Will Smith","KCR",4,5,,4.17795,64,0,13,8,64,265,58,32,30,9,21,,2,64,9.05223,2.95938,3.05882,1.21857,0.242991,0.0794393,0.16355140507221222,0.241026,1.23791,0.294118,0.701107,,,4.1061,0.511124,0.567256,268.239990234375,,,,"8048"
"Seranthony Domínguez","PHI",7,6,,4.15385,63,0,3,13,63,267,55,32,29,8,30,,1,71,10.2115,4.32692,2.36,1.21154,0.268182,0.113636,0.15454546362161636,0.231959,1.34615,0.296875,0.730897,,,4.23581,0.510811,0.359999,598.6699829101562,,,,"19249"
"Cade Cavalli","WSN",3,3,,4.40636,20,6,0,1,45,199,41,24,22,4,22,,3,45,8.92289,4.29621,2.07692,0.881273,0.224377,0.108033,0.11634349822998047,0.237342,1.39535,0.295154,0.690661,,,4.19751,0.510125,0.442864,674.6799926757812,,,,"27473"
"Ken Waldichuk","OAK",2,3,,4.32763,21,8,0,1,57,251,53,30,28,7,26,,4,57,9.02201,4.03423,2.23636,1.02689,0.228625,0.10223,0.12639405578374863,0.240506,1.37734,0.296736,0.702811,,,4.29823,0.504334,0.398216,750.969970703125,,,,"27681"
"Trevor Williams","WSN",5,6,,5.14286,37,16,0,1,101,454,114,62,58,18,35,,5,82,7.3125,3.13393,2.33333,1.60714,0.181275,0.0776892,0.10358564555644989,0.275109,1.47321,0.305476,0.70073,,,5.13004,0.501981,0.310558,738.7100219726562,,,,"16977"
"Emmet Sheehan","LAD",4,2,,4.35341,34,6,0,1,61,257,51,32,29,8,27,,4,66,9.8618,3.99803,2.46667,1.24383,0.25814,0.104651,0.153488390147686,0.226913,1.29319,0.283465,0.70018,,,4.37054,0.501044,0.398461,359.95001220703125,,,,"29839"
"Zack Greinke",,3,4,,4.85736,11,11,0,0,60,261,68,35,33,9,15,,1,37,5.55127,2.2899,2.42424,1.31843,0.142603,0.0588235,0.08377896994352341,0.28,1.38782,0.30047,0.677966,,,4.75851,0.495563,0.394007,748.3599853515625,,,,"1943"
"Alex Lange","DET",5,6,,4.16268,65,0,21,6,65,283,51,32,30,7,36,,5,86,11.9139,5.02392,2.37143,1.00478,0.304029,0.128205,0.17582419514656067,0.2103,1.33971,0.293706,0.714286,,,3.97274,0.489374,0.5154,175.36000061035156,,,,"19883"
"José Leclerc","TEX",1,2,,4.26316,66,0,19,6,66,283,53,34,31,9,35,,5,80,10.8947,4.73684,2.3,1.26316,0.282787,0.122951,0.1598360762000084,0.219048,1.33333,0.285714,0.725309,,,4.44802,0.484343,0.400754,182.6999969482422,,,,"14524"
"Caleb Ferguson","NYY",5,4,,3.98637,62,0,1,13,62,265,54,30,27,7,22,,6,67,9.65928,3.21976,3,1.07325,0.250996,0.0836653,0.16733071208000183,0.227679,1.22658,0.285714,0.707395,,,4.03869,0.480825,0.29524,731.0599975585938,,,,"19349"
"Sam Hentges","CLE",3,2,,3.61257,55,0,1,14,55,238,51,24,22,6,22,,1,59,9.58115,3.61257,2.65217,0.942408,0.245968,0.0927419,0.15322579443454742,0.236607,1.32635,0.299363,0.754438,,,3.7437,0.479946,0.644197,999,,,,"18548"
"Tylor Megill","NYM",5,7,,4.82517,45,13,0,1,98,436,105,57,53,14,39,,4,85,7.76224,3.56643,2.17647,1.32867,0.194056,0.0891608,0.10489510744810104,0.265504,1.46076,0.305699,0.700124,,,4.75465,0.467452,0.157297,416.44000244140625,,,,"21318"
"Shawn Armstrong","TBR",2,1,,3.66667,62,0,1,12,62,263,57,28,25,7,18,,3,65,9.5,2.66667,3.5625,1,0.248908,0.069869,0.17903928458690643,0.238095,1.22222,0.29932,0.729167,,,3.64393,0.454775,0.333017,748.0999755859375,,,,"12857"
"Brusdar Graterol","LAD",4,2,,3.68852,54,0,8,10,54,223,50,24,22,6,13,,4,43,7.22951,2.21311,3.26667,1.03279,0.194444,0.0595238,0.1349206231534481,0.24569,1.18033,0.284091,0.723473,,,4.12389,0.454144,0.741403,486.6199951171875,,,,"20367"
"Alex Vesia","LAD",5,3,,3.85502,60,0,0,11,60,251,48,28,26,9,24,,3,77,11.5651,3.55848,3.25,1.33443,0.307087,0.0944882,0.21259842813014984,0.215859,1.20264,0.285714,0.745033,,,3.94697,0.444855,0.29612,737.4199829101562,,,,"25007"
"Carlos Carrasco","CLE",5,8,,5.09639,43,15,0,1,95,433,108,59,54,15,36,,5,84,7.91566,3.36145,2.35484,1.40964,0.193634,0.0822281,0.11140584200620651,0.274854,1.50602,0.316406,0.692884,,,4.79721,0.444785,0.0540895,706.27001953125,,,,"6632"
"Orion Kerkering","PHI",4,2,,3.89948,63,0,4,9,63,262,58,29,27,9,16,,2,69,9.82669,2.33969,4.2,1.24783,0.2625,0.0625,0.20000001788139343,0.237668,1.17851,0.296053,0.721831,,,3.75764,0.43664,0.400914,418.94000244140625,,,,"31776"
"Sawyer Gipson-Long","DET",4,6,,4.31448,40,6,0,1,67,286,66,35,32,9,21,,3,62,8.2838,2.76127,3,1.20805,0.214765,0.0715884,0.14317673444747925,0.250608,1.29434,0.295681,0.701906,,,4.19464,0.43354,0.419114,511.8599853515625,,,,"26048"
"Emerson Hancock","SEA",5,6,,4.43861,32,13,0,1,78,336,77,42,38,10,29,,4,60,6.89402,3.30535,2.08571,1.13326,0.177184,0.0849515,0.09223300963640213,0.252688,1.35362,0.285714,0.695187,,,4.61915,0.428232,0.535428,606.9000244140625,,,,"27470"
"Germán Márquez","COL",1,2,,4.75422,5,5,0,0,28,117,27,16,15,4,9,,1,24,7.72561,3.03742,2.54348,1.18855,0.201724,0.0793103,0.12241379916667938,0.254237,1.32795,0.295455,0.661104,,,4.33354,0.427553,0.437045,749.47998046875,,,,"15038"
"Mitch Spence","OAK",3,4,,4.17833,46,6,0,1,75,326,77,38,35,8,24,,4,58,6.96389,2.9182,2.38636,0.994842,0.177966,0.0745763,0.10338982939720154,0.25974,1.35593,0.298329,0.711656,,,4.27199,0.425174,0.465806,999,,,,"27707"
"Ben Brown","CHC",4,4,,4.23198,38,6,0,1,61,266,56,31,29,8,26,,3,62,9.02821,3.8558,2.34146,1.12853,0.231884,0.0990338,0.13285024464130402,0.238482,1.34796,0.291188,0.713013,,,4.28952,0.424816,0.405343,704.0800170898438,,,,"23590"
"Joan Adon","WSN",3,4,,4.9916,30,8,0,1,62,276,63,37,34,8,26,,4,51,7.48739,3.78151,1.98,1.13445,0.186441,0.094162,0.09227871894836426,0.257384,1.44538,0.297222,0.668874,,,4.66681,0.424631,0.192777,999,,,,"22925"
"Nick Anderson","KCR",3,5,,4.05836,60,0,1,11,60,253,60,29,27,8,16,,2,57,8.59416,2.38727,3.6,1.19363,0.226415,0.0628931,0.16352201998233795,0.256757,1.27321,0.308411,0.731707,,,3.9447,0.42266,0.364407,622.6699829101562,,,,"18337"
"Joel Payamps","MIL",5,5,,4.01538,67,0,4,14,67,286,62,32,30,9,25,,3,66,8.86154,3.32308,2.66667,1.24615,0.231047,0.0866426,0.1444043293595314,0.24,1.29231,0.288136,0.742297,,,4.33196,0.417824,0.612954,361.9800109863281,,,,"14332"
"Yimi García","TOR",5,3,,4.08377,66,0,2,15,66,280,61,32,30,9,22,,5,69,9.42408,2.98429,3.15789,1.25654,0.246914,0.0781893,0.16872426867485046,0.240909,1.25654,0.296053,0.723684,,,4.18,0.416789,0.404269,571.8499755859375,,,,"12095"
"Noah Syndergaard",,2,3,,4.94506,10,10,0,0,49,213,53,29,27,8,12,,4,35,6.42857,2.17582,2.95455,1.38462,0.164975,0.0558376,0.10913705080747604,0.271233,1.32967,0.297203,0.660749,,,4.78251,0.414575,0.281431,750.0800170898438,,,,"11762"
"Drew Rasmussen","TBR",3,2,,3.27453,31,3,0,1,44,180,38,18,16,4,12,,1,43,8.63286,2.48071,3.48,0.793826,0.235772,0.0677507,0.16802167892456055,0.22807,1.13561,0.283401,0.729847,,,3.37632,0.412736,0.506259,698.1300048828125,,,,"25385"
"Scott McGough","ARI",4,4,,4.2,63,0,2,14,63,271,60,32,29,8,25,,1,67,9.6,3.6,2.66667,1.2,0.248062,0.0930233,0.1550387516617775,0.244635,1.35,0.304348,0.730659,,,4.10504,0.411828,0.348368,728.6199951171875,,,,"12056"
"John Brebbia","CHW",4,6,,4.46953,66,0,2,12,66,283,64,36,33,10,22,,1,69,9.34537,3.0474,3.06667,1.42212,0.242105,0.0789474,0.1631578952074051,0.247126,1.30926,0.297521,0.705394,,,4.31599,0.407185,0.0282487,455.5199890136719,,,,"12777"
"Ian Hamilton","NYY",5,5,,4.14365,63,0,2,15,63,273,52,31,29,8,31,,2,77,10.9392,4.47514,2.44444,1.16022,0.280851,0.114894,0.16595742106437683,0.218447,1.32597,0.285714,0.723473,,,4.10219,0.400061,0.30473,647.760009765625,,,,"19261"
"Cole Irvin","BAL",5,6,,4.57859,43,10,0,1,89,376,94,48,45,14,19,,5,65,6.56036,1.98178,3.31034,1.43508,0.171429,0.0517857,0.11964286118745804,0.267176,1.28322,0.292383,0.694842,,,4.69012,0.39005,0.491747,494.82000732421875,,,,"19244"
"Ronel Blanco","HOU",6,6,,4.32602,56,8,0,4,94,407,87,49,45,14,43,,2,95,9.12226,4.13793,2.20455,1.31661,0.233173,0.105769,0.1274038404226303,0.240541,1.38976,0.289575,0.731922,,,4.57165,0.388718,0.552466,617.22998046875,,,,"19407"
"Yennier Cano","BAL",3,2,,3.66812,64,0,4,12,64,269,60,28,26,7,20,,3,60,8.38428,2.8821,2.90909,1.04803,0.221453,0.0761246,0.14532871544361115,0.242424,1.25182,0.291667,0.748663,,,3.9974,0.387569,0.863269,341.05999755859375,,,,"25911"
"Ricky Tiedemann","TOR",2,2,,4.08575,14,6,0,1,34,147,29,17,15,4,16,,3,39,10.4414,4.19924,2.48649,1.13493,0.268222,0.107872,0.16034986823797226,0.22408,1.31148,0.28934,0.722222,,,4.23865,0.386026,0.354126,999,,,,"sa3018096"
"Tyler Kinley","COL",3,3,,5.06702,64,0,8,9,64,275,63,39,36,10,26,,2,62,8.68633,3.6193,2.4,1.44772,0.225,0.09375,0.1312500163912773,0.256944,1.3941,0.303922,0.665138,,,4.70276,0.384012,0.223872,461.4800109863281,,,,"18297"
"Brandon Walter","BOS",1,1,,4.71845,5,5,0,0,28,122,30,16,15,4,9,,2,22,7.16505,2.79612,2.5625,1.13592,0.181818,0.0709534,0.11086475104093552,0.269417,1.38835,0.309148,0.68109,,,4.43951,0.372347,0.287901,999,,,,"26056"
"Adam Ottavino","NYM",5,4,,3.98077,63,0,2,12,63,274,56,30,28,6,30,,6,67,9.51923,4.32692,2.2,0.865385,0.243363,0.110619,0.13274335116147995,0.234694,1.36538,0.301471,0.71875,,,4.12043,0.36985,0.478267,608.3200073242188,,,,"1247"
"Brock Burke","TEX",4,4,,3.6896,60,0,0,11,60,247,54,26,25,8,17,,2,57,8.56515,2.50366,3.42105,1.18594,0.231317,0.0676157,0.16370105743408203,0.238462,1.18594,0.284946,0.745614,,,3.9871,0.369003,0.564187,749.280029296875,,,,"17968"
"Enyel De Los Santos","SDP",4,3,,3.9375,66,0,1,15,66,273,56,31,29,8,23,,3,65,8.85938,3.09375,2.86364,1.125,0.237736,0.0830189,0.15471698343753815,0.225,1.1875,0.272189,0.709877,,,4.08317,0.364171,0.449248,741.5700073242188,,,,"18403"
"Cody Bradford","TEX",4,5,,4.40784,40,5,0,1,59,254,61,31,29,9,15,,2,50,7.61354,2.32413,3.27586,1.36242,0.197917,0.0604167,0.13750000670552254,0.259508,1.29118,0.295522,0.709571,,,4.41265,0.360771,0.294117,612.3699951171875,,,,"27597"
"Ryan Brasier","LAD",2,1,,4.15385,64,0,1,16,64,260,58,32,30,9,21,,2,55,7.78846,2.94231,2.64706,1.21154,0.21327,0.0805687,0.13270142674446106,0.244792,1.23077,0.285714,0.701107,,,4.37043,0.355222,0.31075,736.0700073242188,,,,"5615"
"Ryan Walker","SFG",4,4,,4.02985,60,0,0,12,60,262,56,29,27,7,23,,4,71,10.6119,3.49254,3.03846,1.07463,0.269625,0.0887372,0.1808873564004898,0.235741,1.31343,0.306818,0.729167,,,3.79235,0.354012,0.22798,748.9600219726562,,,,"20423"
"Jay Jackson","MIN",4,4,,3.99577,60,0,0,10,60,246,55,29,27,9,18,,1,67,10.0846,2.66385,3.78571,1.33192,0.273196,0.0721649,0.2010309174656868,0.240223,1.20507,0.302521,0.720339,,,3.88929,0.351656,0.206287,999,,,,"7432"
"Steven Wilson","CHW",3,3,,4.5,63,0,6,12,63,267,53,34,32,9,30,,4,68,9.72,4.32,2.25,1.26,0.254717,0.113208,0.14150944352149963,0.227027,1.32,0.282258,0.69395,,,4.53504,0.350933,0.0603763,711.0800170898438,,,,"20353"
"Steven Okert","MIN",3,3,,3.96825,62,0,0,12,62,258,49,30,27,9,25,,5,78,11.2698,3.65079,3.08696,1.26984,0.300847,0.0974576,0.20338981598615646,0.216346,1.19929,0.286822,0.721831,,,4.06633,0.348984,0.246821,750.4400024414062,,,,"13580"
"Abner Uribe","MIL",1,1,,3.74322,63,0,6,10,63,269,44,28,26,7,40,,3,83,11.8807,5.6962,2.08571,0.976492,0.309322,0.148305,0.16101697087287903,0.19697,1.33816,0.277311,0.746951,,,4.08687,0.347846,0.682027,401.5,,,,"25327"
