Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jeffrey Springs","TBR",3,2,,3.46393,17,6,0,1,46,188,39,19,18,6,13,,1,53,10.3604,2.57129,4.02927,1.19735,0.280225,0.0695473,0.21067743003368378,0.22727,1.14943,0.290387,0.759959,,,3.60475,0.703771,0.800256,559.9400024414062,,,,"17677"
"Devin Williams","MIL",3,2,,3.06279,35,0,14,5,35,144,25,13,12,4,16,,1,49,12.6249,4.13946,3.04989,0.977132,0.340105,0.111514,0.2285909652709961,0.196432,1.17238,0.285441,0.782026,,,3.35371,0.699598,0.946634,147.8800048828125,,,,"15816"
"Randy Vásquez","SDP",5,6,,4.28926,44,11,0,1,93,402,88,48,44,12,37,,6,82,7.99261,3.55544,2.24799,1.17927,0.204697,0.0910578,0.11363943666219711,0.246109,1.34915,0.288025,0.715952,,,4.56746,0.699576,0.618124,630.2100219726562,,,,"24719"
"JoJo Romero","STL",4,4,,3.48198,64,0,2,15,64,272,57,27,25,7,24,,2,72,10.1472,3.41891,2.96796,1.05079,0.265561,0.0894761,0.17608510702848434,0.230709,1.26296,0.296627,0.7645,,,3.77163,0.696583,0.956002,686.6500244140625,,,,"19574"
"Carlos Estévez","LAA",4,4,,4.28746,66,0,25,5,66,279,58,34,31,10,28,,2,73,9.96357,3.78997,2.62893,1.31705,0.261628,0.0995189,0.16210951656103134,0.233529,1.30342,0.291501,0.722005,,,4.30314,0.681954,0.447134,201.27000427246094,,,,"14542"
"Luis Medina","OAK",5,7,,4.51951,28,18,0,1,104,464,98,56,52,12,56,,6,98,8.4984,4.82617,1.7609,1.0496,0.21212,0.120461,0.0916590541601181,0.243851,1.47646,0.294687,0.712574,,,4.67011,0.678316,0.738427,712.0599975585938,,,,"21649"
"Nick Nastrini","CHW",5,7,,4.97015,19,19,0,0,98,433,95,58,54,16,46,,6,92,8.47127,4.27748,1.98043,1.47667,0.212374,0.107236,0.10513810813426971,0.248301,1.44354,0.287803,0.700742,,,5.1029,0.671449,0.584801,999,,,,"sa3017413"
"Michael Lorenzen","TEX",6,7,,4.5984,49,13,0,1,108,463,108,60,55,16,38,,3,89,7.43787,3.14565,2.3645,1.3375,0.193154,0.0816893,0.11146480590105057,0.256412,1.34907,0.2911,0.7002,,,4.67521,0.663945,0.670758,502.6499938964844,,,,"14843"
"Scott Barlow","CLE",4,3,,3.70073,64,0,2,13,64,271,55,28,26,8,25,,3,76,10.6426,3.45839,3.07732,1.08445,0.279466,0.0908146,0.18865109980106354,0.22411,1.23616,0.292767,0.741871,,,3.74675,0.652691,0.825624,493.7799987792969,,,,"14993"
"Héctor Neris","CHC",4,4,,4.01058,70,0,6,12,70,295,61,34,31,10,28,,4,78,9.96478,3.5442,2.81157,1.23442,0.262729,0.0934456,0.16928333789110184,0.229813,1.25827,0.28893,0.730893,,,4.18147,0.65146,0.630845,411.489990234375,,,,"11804"
"Peter Lambert","COL",5,7,,5.47951,40,16,0,1,110,491,122,72,67,19,43,,6,88,7.26659,3.51729,2.06596,1.53989,0.180249,0.0872471,0.09300210326910019,0.275969,1.50328,0.308379,0.672268,,,5.20913,0.64538,0.780881,999,,,,"17969"
"Matt Brash","SEA",4,3,,3.29425,53,0,3,12,53,225,41,21,19,5,24,,3,70,11.8587,4.11629,2.88093,0.885561,0.309945,0.107585,0.20235994458198547,0.208613,1.23861,0.293205,0.765634,,,3.4176,0.642887,0.792497,441.0299987792969,,,,"25756"
"Justin Lawrence","COL",4,4,,4.5464,66,0,17,7,66,290,63,36,33,8,31,,5,69,9.40312,4.21317,2.23184,1.06448,0.237566,0.106444,0.1311221942305565,0.246122,1.41645,0.308569,0.69585,,,4.33753,0.618031,0.860118,374.4599914550781,,,,"17639"
"Jonathan Loáisiga","NYY",5,4,,3.72908,64,0,3,13,64,268,60,29,27,7,18,,3,57,7.98696,2.58486,3.08989,1.02082,0.212231,0.0686856,0.14354567974805832,0.242654,1.21951,0.288211,0.721848,,,3.97273,0.605701,0.669349,632.989990234375,,,,"19753"
"Griffin Jax","MIN",5,4,,4.0205,65,0,4,11,65,273,59,31,29,8,21,,3,67,9.30856,2.88276,3.22904,1.11392,0.245894,0.0761507,0.16974332928657532,0.238071,1.23394,0.29477,0.707867,,,3.90117,0.604272,0.527846,421.4200134277344,,,,"20253"
"Taylor Rogers","SFG",5,4,,3.75195,63,0,3,14,63,270,56,29,26,8,24,,5,76,10.9254,3.36332,3.24838,1.07603,0.28318,0.0871756,0.1960042491555214,0.230238,1.25817,0.304982,0.735412,,,3.71721,0.601498,0.501004,655.0599975585938,,,,"13449"
"Matt Strahm","PHI",5,4,,3.74062,70,0,2,12,70,286,60,31,29,10,21,,3,80,10.2354,2.63958,3.87767,1.2594,0.277914,0.0716705,0.20624370872974396,0.22657,1.14399,0.286889,0.732422,,,3.81197,0.594681,0.634482,496.2799987792969,,,,"13799"
"Josh Winckowski","BOS",5,4,,4.32796,63,5,0,10,85,368,87,44,41,10,29,,3,76,7.99969,3.0736,2.60271,1.09245,0.205229,0.0788518,0.12637678533792496,0.259867,1.3694,0.30779,0.70733,,,4.1821,0.593332,0.630399,705.0700073242188,,,,"22387"
"Pierce Johnson","ATL",4,3,,3.7907,63,0,1,13,63,271,55,29,27,9,26,,1,83,11.89,3.68538,3.22627,1.23325,0.307421,0.0952869,0.21213448792696,0.225362,1.28185,0.304763,0.757329,,,3.67352,0.582559,0.582185,646.1900024414062,,,,"13435"
"Caleb Ferguson","NYY",4,3,,3.66161,62,0,1,13,62,262,52,27,25,7,23,,5,70,10.0937,3.37103,2.99425,1.01563,0.264968,0.0884924,0.1764754354953766,0.223807,1.22058,0.287997,0.733746,,,3.83661,0.578589,0.563261,731.0599975585938,,,,"19349"
"Brusdar Graterol","LAD",3,2,,3.67494,54,0,8,10,54,226,52,24,22,6,15,,4,46,7.68214,2.42716,3.16508,0.972393,0.20426,0.0645356,0.1397245153784752,0.249001,1.22634,0.29462,0.726942,,,3.96307,0.577668,0.732096,486.6199951171875,,,,"20367"
"Luis L. Ortiz","PIT",5,7,,4.68179,40,15,0,1,102,452,106,57,53,14,43,,5,82,7.20669,3.76867,1.91226,1.1892,0.181151,0.0947314,0.08641976118087769,0.261358,1.45302,0.298285,0.704009,,,4.76022,0.575083,0.758509,668.530029296875,,,,"27646"
"Brandon Williamson","CIN",4,6,,5.10693,28,13,0,1,81,361,84,49,46,14,35,,4,71,7.91009,3.87152,2.04315,1.56006,0.198062,0.0969398,0.10112261027097702,0.260264,1.46016,0.294864,0.699836,,,5.19066,0.564952,0.52992,686.6500244140625,,,,"25463"
"Seranthony Domínguez","PHI",5,5,,4.06339,63,0,3,13,63,268,55,31,28,8,29,,2,69,9.86401,4.07857,2.4185,1.16177,0.257698,0.106553,0.15114492923021317,0.233186,1.33103,0.294847,0.732738,,,4.20651,0.563745,0.507846,598.6699829101562,,,,"19249"
"Erik Swanson","TOR",3,2,,3.71777,55,0,2,11,55,229,48,24,23,8,18,,1,61,9.96269,2.89143,3.4456,1.2315,0.265449,0.0770402,0.18840919435024261,0.228915,1.19624,0.286271,0.747645,,,3.86361,0.563689,0.748477,528.469970703125,,,,"16587"
"Chad Green","TOR",5,4,,3.68905,64,0,1,13,64,263,56,28,26,9,18,,1,72,10.0733,2.55417,3.94385,1.28506,0.272194,0.0690174,0.20317699015140533,0.230223,1.16135,0.288177,0.754557,,,3.7733,0.560052,0.600218,657.1599731445312,,,,"15552"
"Tyler Mahle","TEX",3,3,,4.20812,20,6,0,1,49,209,46,25,23,7,17,,2,50,9.18915,3.05028,3.01256,1.34386,0.241246,0.0800801,0.16116604208946228,0.240476,1.2651,0.289753,0.723805,,,4.29655,0.55728,0.491412,670.4199829101562,,,,"16358"
"Ryan Borucki","PIT",3,3,,3.95537,63,0,1,15,63,265,57,30,28,7,23,,3,60,8.5183,3.33013,2.55795,1.00062,0.224938,0.0879369,0.13700122386217117,0.240806,1.28138,0.293432,0.7196,,,4.07662,0.556435,0.616674,749.4299926757812,,,,"16350"
"Paul Sewald","ARI",3,2,,3.78177,54,0,26,4,54,224,46,24,23,8,20,,2,63,10.5273,3.28853,3.20121,1.25555,0.281515,0.0879401,0.1935747116804123,0.226994,1.21652,0.291606,0.747683,,,3.94554,0.555196,0.908364,92.12999725341797,,,,"13892"
"Javier Assad","CHC",5,5,,4.42536,50,10,0,1,96,418,96,51,47,13,37,,5,78,7.33283,3.47208,2.11194,1.2179,0.186625,0.0883663,0.09825845062732697,0.256705,1.39364,0.293186,0.718416,,,4.70369,0.554367,0.737979,522.760009765625,,,,"21741"
"Carlos Carrasco","CLE",5,7,,4.77351,43,15,0,1,100,442,108,57,53,15,35,,5,86,7.73463,3.1232,2.4765,1.36428,0.194095,0.0783744,0.11572011560201645,0.268045,1.42841,0.307538,0.702529,,,4.68701,0.541001,0.354166,706.27001953125,,,,"6632"
"J.P. France","HOU",6,5,,4.38757,43,11,0,1,97,421,95,51,47,14,40,,2,89,8.2437,3.66726,2.24792,1.30704,0.210732,0.0937455,0.1169866994023323,0.251228,1.3911,0.293754,0.728843,,,4.60499,0.539408,0.73457,457.239990234375,,,,"21212"
"Zack Greinke",,3,4,,4.73978,11,11,0,0,62,266,70,35,33,10,14,,2,41,5.9056,2.06195,2.86409,1.38519,0.152021,0.0530782,0.09894252195954323,0.278089,1.35801,0.300052,0.690488,,,4.71413,0.538541,0.515694,748.3599853515625,,,,"1943"
"Sam Hentges","CLE",3,2,,3.49587,55,0,1,14,55,234,50,23,21,5,21,,1,59,9.67048,3.45499,2.79899,0.894204,0.252409,0.0901786,0.16223018616437912,0.234558,1.28617,0.300397,0.750889,,,3.62843,0.535952,0.737838,999,,,,"18548"
"Emmet Sheehan","LAD",4,3,,4.24075,34,6,0,1,62,265,53,31,29,9,27,,3,71,10.2226,3.88173,2.63352,1.30805,0.266651,0.101253,0.1653987020254135,0.22658,1.2868,0.284689,0.720622,,,4.32463,0.531349,0.488423,359.95001220703125,,,,"29839"
"Scott McGough","ARI",4,4,,3.98717,63,0,2,14,63,269,58,30,28,8,25,,2,67,9.59437,3.59196,2.67107,1.0915,0.249317,0.0933398,0.15597699582576752,0.240631,1.32506,0.30243,0.733563,,,3.98308,0.529315,0.599241,728.6199951171875,,,,"12056"
"Trevor Williams","WSN",5,7,,5.17004,37,16,0,1,103,460,115,64,59,19,35,,5,80,6.98435,3.04935,2.29044,1.6132,0.174699,0.0762732,0.09842600673437119,0.274739,1.4541,0.301546,0.697401,,,5.1813,0.528401,0.307494,738.7100219726562,,,,"16977"
"Tyler Wells","BAL",5,5,,4.35299,45,10,0,1,86,358,79,44,42,14,26,,3,80,8.31297,2.73123,3.04367,1.48093,0.222444,0.0730839,0.14935971051454544,0.240659,1.2221,0.276329,0.711447,,,4.5525,0.526358,0.586696,313.30999755859375,,,,"20000"
"Joe Kelly","LAD",4,3,,3.82223,62,0,3,12,62,264,51,28,26,7,29,,4,79,11.424,4.1494,2.75317,1.05898,0.29858,0.108449,0.1901303455233574,0.221708,1.28634,0.302996,0.739232,,,3.83234,0.524226,0.54044,710.25,,,,"9761"
"Tylor Megill","NYM",6,7,,4.60034,45,13,0,1,100,437,103,55,51,15,37,,4,88,7.94452,3.33985,2.37871,1.32375,0.201838,0.084852,0.11698633432388306,0.259608,1.3996,0.300625,0.709481,,,4.63661,0.521178,0.349927,416.44000244140625,,,,"21318"
"Emilio Pagán","CIN",3,4,,4.5868,66,0,2,12,66,278,61,36,34,12,24,,2,69,9.44108,3.23793,2.91578,1.61429,0.248989,0.0853936,0.16359519958496094,0.24155,1.2841,0.286714,0.718626,,,4.64799,0.517972,0.371125,657.9199829101562,,,,"14771"
"Joe Jiménez","ATL",4,2,,3.79744,67,0,2,16,67,281,57,30,28,10,22,,4,84,11.2361,3.01225,3.73012,1.33384,0.298003,0.079891,0.21811207383871078,0.225333,1.18907,0.294858,0.747788,,,3.8781,0.514722,0.854652,668.6099853515625,,,,"15761"
"Yimi García","TOR",4,3,,3.88916,66,0,2,15,66,278,60,31,29,9,21,,4,69,9.41207,2.85149,3.30075,1.20477,0.24862,0.0753223,0.1732979565858841,0.236543,1.22282,0.291317,0.731165,,,4.03249,0.507685,0.489358,571.8499755859375,,,,"12095"
"Cade Cavalli","WSN",3,3,,4.40152,20,6,0,1,48,210,45,25,23,6,22,,3,47,8.74782,4.07179,2.1484,1.05219,0.22206,0.103361,0.11869937181472778,0.241654,1.38528,0.294415,0.703554,,,4.38131,0.504086,0.464282,674.6799926757812,,,,"27473"
"Ben Brown","CHC",4,4,,4.14793,38,6,0,1,65,281,59,33,30,8,28,,3,67,9.25386,3.84483,2.40684,1.1383,0.238678,0.0991667,0.1395113542675972,0.237227,1.33774,0.292169,0.722338,,,4.25178,0.503142,0.469632,704.0800170898438,,,,"23590"
"Ryne Nelson","ARI",4,5,,4.53336,45,10,0,1,88,379,90,48,44,13,28,,3,69,7.01646,2.9036,2.41647,1.30269,0.181491,0.075106,0.10638541728258133,0.260758,1.34938,0.292713,0.704207,,,4.65137,0.502737,0.566797,481.0899963378906,,,,"26253"
"Spencer Turnbull","PHI",4,5,,4.93694,44,10,0,1,81,358,83,48,45,12,31,,6,72,7.98451,3.48452,2.29143,1.32161,0.200885,0.0876679,0.11321664601564407,0.258925,1.41103,0.30032,0.678617,,,4.77576,0.500895,0.263693,647.22998046875,,,,"16207"
"Cooper Criswell","BOS",3,4,,4.91702,24,10,0,1,70,311,80,41,39,10,18,,6,51,6.55093,2.35286,2.78424,1.27115,0.165134,0.0593101,0.10582371428608894,0.279782,1.39708,0.311734,0.675582,,,4.68165,0.497518,0.4862,742.2899780273438,,,,"24975"
"Sawyer Gipson-Long","DET",4,5,,4.16976,40,6,0,1,69,293,67,34,32,9,20,,3,64,8.34604,2.63955,3.16192,1.17722,0.21765,0.0688346,0.148814857006073,0.249947,1.27452,0.296562,0.709532,,,4.10551,0.49649,0.57136,511.8599853515625,,,,"26048"
"Joel Payamps","MIL",4,4,,3.97021,67,0,4,14,67,285,62,32,30,9,23,,3,65,8.79002,3.09504,2.84003,1.21308,0.229982,0.0809786,0.14900312572717667,0.241218,1.27437,0.289768,0.737104,,,4.22184,0.484544,0.582435,361.9800109863281,,,,"14332"
"Jackson Rutledge","WSN",4,6,,5.30546,23,15,0,1,83,373,89,53,49,13,34,,6,59,6.42368,3.71537,1.72895,1.39936,0.159424,0.0922086,0.06721514463424683,0.268104,1.48208,0.292971,0.672779,,,5.31522,0.484253,0.177536,750.22998046875,,,,"26215"
"Abner Uribe","MIL",2,2,,3.59754,63,0,6,10,63,269,47,27,25,6,37,,3,82,11.7619,5.28734,2.22454,0.919246,0.30556,0.137359,0.16820110380649567,0.203745,1.32912,0.28664,0.753282,,,3.87996,0.465326,0.756341,401.5,,,,"25327"
"Ian Hamilton","NYY",4,4,,3.81854,63,0,2,15,63,271,53,29,27,7,30,,3,73,10.4852,4.23347,2.47675,1.04361,0.27124,0.109514,0.161725252866745,0.221561,1.30898,0.288599,0.739115,,,3.96322,0.465285,0.500578,647.760009765625,,,,"19261"
"Ricky Tiedemann","TOR",2,2,,3.95631,14,6,0,1,39,170,34,19,17,5,17,,3,44,9.93226,3.97353,2.49961,1.11332,0.256347,0.102555,0.1537918969988823,0.229035,1.31117,0.290281,0.733242,,,4.17982,0.465056,0.457346,999,,,,"sa3018096"
"Joan Adon","WSN",3,4,,4.83396,30,8,0,1,64,282,65,37,34,8,27,,3,53,7.49583,3.80253,1.97127,1.17387,0.188127,0.0954343,0.09269285202026367,0.259318,1.44698,0.299276,0.68734,,,4.71434,0.450876,0.347429,999,,,,"22925"
"Jason Foley","DET",3,2,,4.00342,63,0,9,9,63,270,65,30,28,6,18,,2,50,7.10895,2.54478,2.79354,0.910188,0.184126,0.0659112,0.11821454763412476,0.261338,1.32012,0.304127,0.712445,,,3.95138,0.447001,0.590164,491.17999267578125,,,,"19531"
"Yennier Cano","BAL",3,2,,3.66583,64,0,4,12,64,270,60,28,26,7,22,,3,60,8.43685,3.04287,2.77267,0.959017,0.221987,0.0800628,0.14192459732294083,0.244476,1.27737,0.29761,0.740457,,,3.90807,0.445867,0.830245,341.05999755859375,,,,"25911"
"Alex Lange","DET",4,5,,4.04692,65,0,21,6,65,284,54,32,29,7,35,,4,80,11.0217,4.88286,2.25723,0.945392,0.280359,0.124205,0.1561540812253952,0.22043,1.37105,0.297855,0.724092,,,3.99986,0.441361,0.497209,175.36000061035156,,,,"19883"
"José Soriano","LAA",4,4,,4.15622,49,5,0,1,72,317,62,36,33,9,37,,8,85,10.574,4.65883,2.26966,1.06676,0.26803,0.118093,0.14993760734796524,0.226613,1.36957,0.297407,0.719328,,,4.31824,0.441069,0.499342,681.9500122070312,,,,"22100"
"Ryan Brasier","LAD",3,2,,4.10855,64,0,1,16,64,265,59,31,29,9,21,,2,60,8.49581,2.91462,2.91489,1.24627,0.22775,0.0781333,0.14961697906255722,0.24365,1.24545,0.290045,0.716319,,,4.25423,0.440682,0.423186,736.0700073242188,,,,"5615"
"Ken Waldichuk","OAK",3,3,,4.30526,21,8,0,1,57,247,53,29,27,7,25,,4,55,8.76649,3.9827,2.20114,1.12443,0.223432,0.101507,0.12192466855049133,0.241453,1.37258,0.29246,0.714798,,,4.45391,0.439737,0.417393,750.969970703125,,,,"27681"
"Joe Boyle","OAK",5,7,,4.5293,24,16,0,1,89,403,76,48,45,10,61,,5,99,10.0317,6.19281,1.6199,1.05927,0.246615,0.152241,0.09437395632266998,0.227252,1.54554,0.29115,0.726671,,,4.79567,0.437871,0.633023,395.2900085449219,,,,"29608"
"Mitch Spence","OAK",4,5,,4.16671,46,6,0,1,76,327,78,38,35,9,24,,4,58,6.93203,2.84882,2.4333,1.04305,0.178702,0.0734404,0.10526182502508163,0.259463,1.34014,0.296737,0.712081,,,4.31624,0.432912,0.445455,999,,,,"27707"
"Alex Vesia","LAD",4,3,,3.80794,60,0,0,11,60,252,48,27,25,9,25,,3,77,11.4822,3.6971,3.10574,1.31172,0.30362,0.0977611,0.20585916191339493,0.214909,1.21581,0.283643,0.753546,,,3.96649,0.430106,0.362115,737.4199829101562,,,,"25007"
"Brooks Raley","NYM",2,3,,4.15023,64,0,1,15,64,279,58,32,30,8,27,,5,69,9.70276,3.76567,2.57663,1.064,0.247699,0.0961329,0.15156643092632294,0.235446,1.32684,0.296844,0.71141,,,4.11788,0.420665,0.150158,732.6500244140625,,,,"10061"
"Drew Rasmussen","TBR",3,2,,3.35173,31,3,0,1,45,185,40,18,17,4,12,,1,45,9.05955,2.38952,3.79137,0.885468,0.245737,0.0648149,0.1809224858880043,0.232074,1.148,0.290663,0.73406,,,3.40171,0.418584,0.453503,698.1300048828125,,,,"25385"
"Cole Irvin","BAL",5,6,,4.45715,43,10,0,1,88,375,93,47,44,14,20,,5,66,6.79052,2.00904,3.37998,1.41167,0.177253,0.0524422,0.12481117993593216,0.265238,1.27933,0.292881,0.705337,,,4.60984,0.417926,0.507288,494.82000732421875,,,,"19244"
"Tyler Kinley","COL",3,3,,4.99307,64,0,8,9,64,277,64,38,36,10,25,,2,62,8.75023,3.56325,2.45569,1.46736,0.224384,0.0913733,0.13301094621419907,0.257939,1.40214,0.304869,0.685021,,,4.72593,0.416119,0.398191,461.4800109863281,,,,"18297"
"Orion Kerkering","PHI",4,3,,3.82129,63,0,4,9,63,264,56,29,27,8,21,,2,69,9.89002,2.94667,3.35633,1.16792,0.262245,0.0781344,0.18411078304052353,0.233356,1.21997,0.293808,0.733054,,,3.84058,0.4149,0.418851,418.94000244140625,,,,"31776"
"Aaron Bummer","ATL",5,3,,3.67029,62,0,0,12,62,266,53,28,25,6,28,,4,75,10.8964,4.1057,2.65398,0.900368,0.282064,0.106279,0.1757841259241104,0.226307,1.31045,0.306091,0.738549,,,3.68684,0.413609,0.490758,746.5399780273438,,,,"16258"
"Craig Kimbrel","BAL",5,5,,4.08537,66,0,26,3,66,278,53,32,30,9,29,,4,81,10.9955,3.99362,2.75326,1.23305,0.290031,0.105341,0.18469015508890152,0.218258,1.25286,0.286194,0.721712,,,4.10815,0.40942,0.428449,106.80000305175781,,,,"6655"
"Gregory Soto","PHI",4,4,,4.07705,62,0,2,11,62,266,53,30,28,8,29,,3,74,10.8118,4.1888,2.58112,1.18641,0.280175,0.108548,0.17162732779979706,0.226291,1.31916,0.295914,0.732789,,,4.11105,0.405989,0.461715,602.6799926757812,,,,"19677"
"José Leclerc","TEX",2,3,,4.30047,66,0,19,6,66,284,56,34,32,10,32,,4,76,10.3722,4.426,2.34346,1.31208,0.267421,0.114114,0.15330757945775986,0.224586,1.33622,0.283806,0.729148,,,4.49408,0.405083,0.371107,182.6999969482422,,,,"14524"
"John Schreiber","KCR",3,3,,4.10606,63,0,1,15,63,271,59,31,29,7,25,,3,62,8.91103,3.5799,2.48919,1.04393,0.230232,0.0924929,0.1377391219139099,0.242864,1.3335,0.298436,0.718366,,,4.12557,0.401045,0.57291,676.3099975585938,,,,"20020"
"Matthew Liberatore","STL",5,4,,4.14135,56,5,0,4,76,328,73,38,35,9,29,,4,69,8.15087,3.48533,2.33862,1.10256,0.209643,0.0896438,0.11999933421611786,0.246418,1.34215,0.29238,0.720333,,,4.37094,0.398854,0.52832,674.8499755859375,,,,"22294"
"Germán Márquez","COL",1,2,,4.83363,5,5,0,0,28,119,29,16,15,4,9,,1,24,7.73488,3.05649,2.53064,1.28134,0.199661,0.0788976,0.12076389044523239,0.265299,1.38423,0.307335,0.679792,,,4.48775,0.393562,0.448786,749.47998046875,,,,"15038"
"Ronel Blanco","HOU",6,5,,4.38165,56,8,0,4,94,406,88,49,46,14,41,,3,94,9.02001,3.98286,2.26471,1.31981,0.231,0.102,0.1290002167224884,0.242477,1.38024,0.29101,0.727501,,,4.57132,0.392493,0.556047,617.22998046875,,,,"19407"
"Fernando Cruz","CIN",3,3,,4.06444,62,0,1,11,62,273,55,30,28,10,27,,4,79,11.5036,3.97897,2.8911,1.39386,0.290657,0.100535,0.1901218220591545,0.22914,1.33286,0.29983,0.759742,,,4.24257,0.388755,0.472368,732.2899780273438,,,,"7048"
"Robbie Ray","SFG",3,2,,4.0627,12,6,0,1,44,185,40,21,20,7,15,,1,48,9.87354,3.1783,3.10655,1.42231,0.257983,0.0830449,0.1749383807182312,0.240102,1.28124,0.295006,0.749289,,,4.27644,0.388133,0.587407,544.0399780273438,,,,"11486"
"Anthony Bender","MIA",3,4,,4.03509,60,0,3,11,60,256,54,29,27,7,23,,4,63,9.45013,3.44397,2.74396,1.02343,0.245816,0.0895841,0.1562313586473465,0.237166,1.28796,0.298327,0.706974,,,3.99655,0.384516,0.415525,647.3099975585938,,,,"19742"
"Zack Thompson","STL",5,5,,4.2714,48,6,0,1,76,332,71,39,36,9,36,,4,71,8.45302,4.31309,1.95985,1.07767,0.213892,0.109137,0.10475514084100723,0.242517,1.41593,0.291413,0.721647,,,4.51935,0.378365,0.493823,599.77001953125,,,,"25918"
"Will Warren","NYY",3,3,,4.36529,20,6,0,1,49,212,48,26,24,6,18,,2,42,7.7638,3.36296,2.30862,1.17453,0.198979,0.0861894,0.11278923600912094,0.250154,1.35256,0.290543,0.706133,,,4.49287,0.375702,0.390786,999,,,,"sa3018149"
"Lucas Erceg","OAK",4,4,,3.88488,66,0,6,10,66,290,55,31,28,6,36,,6,75,10.2285,4.93061,2.07449,0.794163,0.258606,0.12466,0.13394561409950256,0.222091,1.38364,0.29448,0.726311,,,4.02337,0.375534,0.523713,581.5999755859375,,,,"19360"
"Shawn Armstrong","TBR",3,2,,3.72374,62,0,1,12,62,261,57,28,26,7,19,,3,65,9.39385,2.68999,3.49215,1.067,0.247936,0.0709981,0.17693818360567093,0.237155,1.21421,0.295396,0.730539,,,3.75931,0.372007,0.317273,748.0999755859375,,,,"12857"
"Jared Shuster","CHW",3,5,,5.10045,11,11,0,0,60,263,63,36,34,10,25,,1,44,6.57038,3.75084,1.75171,1.44895,0.165691,0.0945883,0.07110277563333511,0.264826,1.46791,0.289183,0.692617,,,5.19842,0.369346,0.310292,745.1300048828125,,,,"27472"
"Colin Poche","TBR",6,4,,3.86452,63,0,1,15,63,264,54,29,27,8,25,,2,67,9.52078,3.53209,2.69551,1.17987,0.252501,0.0936745,0.15882602334022522,0.227415,1.24801,0.281548,0.739307,,,4.12597,0.365069,0.436822,616.75,,,,"19403"
"Zach Plesac","LAA",4,5,,5.10944,31,10,0,1,73,318,80,44,41,13,23,,3,52,6.38121,2.82564,2.25833,1.57763,0.162647,0.072021,0.09062586724758148,0.273945,1.41197,0.295381,0.688,,,5.1692,0.363115,0.189936,750.5499877929688,,,,"19979"
"John Brebbia","CHW",4,5,,4.35229,66,0,2,12,66,282,62,34,32,11,23,,2,68,9.31197,3.10738,2.99672,1.43856,0.241829,0.0806979,0.16113144904375076,0.242201,1.2905,0.290008,0.721403,,,4.39102,0.359631,0.333308,455.5199890136719,,,,"12777"
"Noah Syndergaard",,2,4,,5.09552,10,10,0,0,52,224,57,31,29,8,13,,3,36,6.20475,2.20406,2.81515,1.4738,0.158668,0.0563623,0.1023058108985424,0.275285,1.35609,0.297623,0.66486,,,4.9305,0.356088,0.275585,750.0800170898438,,,,"11762"
"Will Vest","DET",3,3,,3.82906,60,0,1,11,60,257,56,28,26,7,22,,2,62,9.36884,3.25185,2.88108,0.998127,0.243478,0.0845092,0.15896869450807571,0.238663,1.28657,0.298853,0.730111,,,3.81082,0.351987,0.350048,729.3099975585938,,,,"19769"
"Brandon Walter","BOS",1,1,,4.68189,5,5,0,0,28,122,30,16,14,4,9,,2,21,6.87892,2.864,2.40185,1.16434,0.174909,0.0728225,0.10208649188280106,0.271629,1.40271,0.308218,0.68955,,,4.54013,0.344315,0.290962,999,,,,"26056"
"Hayden Wesneski","CHC",3,3,,4.37925,33,5,0,1,54,230,52,28,26,8,19,,2,50,8.36324,3.15342,2.65212,1.26424,0.217694,0.0820832,0.1356111764907837,0.247825,1.31101,0.292233,0.706437,,,4.39974,0.343188,0.282028,618.52001953125,,,,"27581"
"Ryan Walker","SFG",3,3,,3.81571,60,0,0,12,60,258,54,27,25,7,23,,3,68,10.1577,3.45862,2.93693,1.01131,0.262484,0.0893734,0.17311038076877594,0.233644,1.28683,0.301376,0.735021,,,3.76943,0.331645,0.358766,748.9600219726562,,,,"20423"
"Steven Okert","MIN",3,3,,3.95168,62,0,0,12,62,262,51,29,27,9,26,,4,76,10.9749,3.74018,2.93433,1.25142,0.289111,0.0985272,0.19058382511138916,0.218768,1.23185,0.285419,0.733514,,,4.08377,0.3251,0.314632,750.4400024414062,,,,"13580"
"Enyel De Los Santos","SDP",4,3,,3.92291,66,0,1,15,66,277,57,31,29,8,25,,3,67,9.20179,3.34177,2.75357,1.1405,0.243446,0.0884113,0.15503503382205963,0.229005,1.23716,0.280847,0.725752,,,4.11418,0.322079,0.434551,741.5700073242188,,,,"18403"
"Tim Mayza","TOR",3,3,,3.51096,62,0,0,11,62,260,58,27,24,6,20,,2,57,8.27209,2.96823,2.78688,0.924101,0.219301,0.0786907,0.14061050862073898,0.24252,1.25946,0.294139,0.744954,,,3.82504,0.320374,0.403521,736.469970703125,,,,"15042"
"Yariel Rodriguez","TOR",4,4,,4.10482,49,3,0,1,65,279,58,32,30,8,27,,4,67,9.34479,3.7024,2.52398,1.1208,0.241486,0.0956765,0.14580915868282318,0.23362,1.30447,0.288933,0.717956,,,4.22789,0.320148,0.317267,576.6199951171875,,,,"sa3023349"
