,Name_zipsdc,Team_zipsdc,W_zipsdc,L_zipsdc,QS_zipsdc,ERA_zipsdc,G_zipsdc,GS_zipsdc,SV_zipsdc,HLD_zipsdc,IP_zipsdc,TBF_zipsdc,H_zipsdc,R_zipsdc,ER_zipsdc,HR_zipsdc,BB_zipsdc,IBB_zipsdc,HBP_zipsdc,SO_zipsdc,K/9_zipsdc,BB/9_zipsdc,K/BB_zipsdc,HR/9_zipsdc,K%_zipsdc,BB%_zipsdc,K-BB%_zipsdc,AVG_zipsdc,WHIP_zipsdc,BABIP_zipsdc,LOB%_zipsdc,GB%_zipsdc,HR/FB_zipsdc,FIP_zipsdc,WAR_zipsdc,RA9-WAR_zipsdc,ADP_zipsdc,InterSD_zipsdc,InterSK_zipsdc,IntraSD_zipsdc,PlayerId_zipsdc,Name_depthcharts,Team_depthcharts,W_depthcharts,L_depthcharts,QS_depthcharts,ERA_depthcharts,G_depthcharts,GS_depthcharts,SV_depthcharts,HLD_depthcharts,IP_depthcharts,TBF_depthcharts,H_depthcharts,R_depthcharts,ER_depthcharts,HR_depthcharts,BB_depthcharts,IBB_depthcharts,HBP_depthcharts,SO_depthcharts,K/9_depthcharts,BB/9_depthcharts,K/BB_depthcharts,HR/9_depthcharts,K%_depthcharts,BB%_depthcharts,K-BB%_depthcharts,AVG_depthcharts,WHIP_depthcharts,BABIP_depthcharts,LOB%_depthcharts,GB%_depthcharts,HR/FB_depthcharts,FIP_depthcharts,WAR_depthcharts,RA9-WAR_depthcharts,ADP_depthcharts,InterSD_depthcharts,InterSK_depthcharts,IntraSD_depthcharts,PlayerId_depthcharts,Name_zips,Team_zips,W_zips,L_zips,QS_zips,ERA_zips,G_zips,GS_zips,SV_zips,HLD_zips,IP_zips,TBF_zips,H_zips,R_zips,ER_zips,HR_zips,BB_zips,IBB_zips,HBP_zips,SO_zips,K/9_zips,BB/9_zips,K/BB_zips,HR/9_zips,K%_zips,BB%_zips,K-BB%_zips,AVG_zips,WHIP_zips,BABIP_zips,LOB%_zips,GB%_zips,HR/FB_zips,FIP_zips,WAR_zips,RA9-WAR_zips,ADP_zips,InterSD_zips,InterSK_zips,IntraSD_zips,PlayerId_zips,zips_index,Name_steamer,Team_steamer,W_steamer,L_steamer,QS_steamer,ERA_steamer,G_steamer,GS_steamer,SV_steamer,HLD_steamer,IP_steamer,TBF_steamer,H_steamer,R_steamer,ER_steamer,HR_steamer,BB_steamer,IBB_steamer,HBP_steamer,SO_steamer,K/9_steamer,BB/9_steamer,K/BB_steamer,HR/9_steamer,K%_steamer,BB%_steamer,K-BB%_steamer,AVG_steamer,WHIP_steamer,BABIP_steamer,LOB%_steamer,GB%_steamer,HR/FB_steamer,FIP_steamer,WAR_steamer,RA9-WAR_steamer,ADP_steamer,InterSD_steamer,InterSK_steamer,IntraSD_steamer,PlayerId_steamer,steamer_index,Name_atc,Team_atc,W_atc,L_atc,QS_atc,ERA_atc,G_atc,GS_atc,SV_atc,HLD_atc,IP_atc,TBF_atc,H_atc,R_atc,ER_atc,HR_atc,BB_atc,IBB_atc,HBP_atc,SO_atc,K/9_atc,BB/9_atc,K/BB_atc,HR/9_atc,K%_atc,BB%_atc,K-BB%_atc,AVG_atc,WHIP_atc,BABIP_atc,LOB%_atc,GB%_atc,HR/FB_atc,FIP_atc,WAR_atc,RA9-WAR_atc,ADP_atc,InterSD_atc,InterSK_atc,IntraSD_atc,PlayerId_atc,Name_thebat,Team_thebat,W_thebat,L_thebat,QS_thebat,ERA_thebat,G_thebat,GS_thebat,SV_thebat,HLD_thebat,IP_thebat,TBF_thebat,H_thebat,R_thebat,ER_thebat,HR_thebat,BB_thebat,IBB_thebat,HBP_thebat,SO_thebat,K/9_thebat,BB/9_thebat,K/BB_thebat,HR/9_thebat,K%_thebat,BB%_thebat,K-BB%_thebat,AVG_thebat,WHIP_thebat,BABIP_thebat,LOB%_thebat,GB%_thebat,HR/FB_thebat,FIP_thebat,WAR_thebat,RA9-WAR_thebat,ADP_thebat,InterSD_thebat,InterSK_thebat,IntraSD_thebat,PlayerId_thebat
656,Ben Lively,CLE,2,2,,4.61287,33,0,0,1,33,146,35,18,17,5,12,,2,27,7.36096,3.33697,2.20588,1.2759,0.185185,0.0839506,0.1012345626950264,0.265027,1.42857,0.302158,0.70922,,,4.73814,-0.0337422,-0.0310332,749.6799926757812,,,,14932,Ben Lively,CLE,2,2,,4.38942,33,0,0,1,33,143,34,17,16,5,10,,2,28,7.77221,2.85728,2.72015,1.29645,0.199333,0.0732804,0.1260529905557632,0.258622,1.34276,0.298039,0.714707,,,4.50434,-0.011725,-0.00440254,749.6799926757812,,,,14932,Ben Lively,CLE,5,6,,4.61287,21,14,0,1,91.7,405,97,51,47,13,34,0,5,75,7.36096,3.33697,2.20588,1.2759,0.185185,0.0839506,0.1012345626950264,0.265027,1.42857,0.302158,0.70922,,,4.73814,0.559849,0.595875,749.6799926757812,,,,14932,544,Ben Lively,CLE,1.609,1.6256,0.0,4.16597,33.0,0.0,0.0,0.6657,33.0,140.187,32.7613,16.4428,15.2752,4.829,8.7178,,1.5311,30.006,8.18345,2.37758,3.44192,1.317,0.214043,0.0621869,0.1518557406961918,0.25213,1.25694,0.293705,0.721123,0.423339,,4.27055,0.0509,0.13167,749.6799926757812,,,,14932,573,Ben Lively,CLE,2.05892,2.88578,0.715141,4.61462,30.2081,1.72513,0.0,0.702075,41.0097,175.91,41.8042,22.8556,21.0271,6.53397,12.9945,0.648067,2.18308,36.5521,8.02174,2.85178,2.81289,1.43395,0.207789,0.0738702,0.1339186429977417,0.260086,1.33624,0.299799,0.699722,,,4.65398,0.020559,-0.0210212,749.6799926757812,3.39178,-0.58952,0.590089,14932,Ben Lively,CLE,1.55521,1.69907,0.474654,4.7758,28.829,1.732,0.0,0.6657,41.704,181.76,39.9634,23.69,22.13,6.2466,16.7412,0.830203,2.83559,38.143,8.23151,3.61286,2.27839,1.34806,0.209853,0.0921059,0.1177472993731498,0.246408,1.35969,0.286235,0.688387,,,4.78128,0.141881,0.0137905,749.6799926757812,,,,14932
657,Adrián Martínez,OAK,2,2,,4.5,35,0,0,1,35,155,36,19,18,4,13,,2,28,7.23529,3.44118,2.10256,1.14706,0.181818,0.0864745,0.0953436866402626,0.259259,1.41176,0.296774,0.707472,,,4.657,-0.0341659,-0.0452902,999.0,,,,21023,Adrián Martínez,OAK,2,2,,4.36655,35,0,0,1,35,152,35,18,17,4,12,,2,29,7.33606,3.19309,2.29748,1.15353,0.187411,0.0815722,0.1058383136987686,0.25741,1.36732,0.295749,0.710436,,,4.53851,-0.0158439,-0.00971585,999.0,,,,21023,Adrián Martínez,OAK,5,7,,4.5,29,16,0,1,102.0,451,105,55,51,13,39,1,7,82,7.23529,3.44118,2.10256,1.14706,0.181818,0.0864745,0.0953436866402626,0.259259,1.41176,0.296774,0.707472,,,4.657,0.585775,0.640468,999.0,,,,21023,522,Adrián Martínez,OAK,1.5963,1.8343,0.0,4.23309,35.0,0.0,0.0,0.5755,35.0,149.701,34.8479,17.7659,16.462,4.51111,11.4528,,1.8711,28.921,7.43683,2.94501,2.52523,1.16,0.193192,0.0765045,0.1166872531175613,0.255526,1.32288,0.294689,0.713635,0.442344,,4.42002,0.0141449,0.0305252,999.0,,,,21023,641,Adrián Martínez,OAK,1.21566,2.97426,0.00707972,4.70939,28.6563,0.591784,0.0,1.58892,36.1785,159.599,38.8081,20.5771,18.9309,5.10683,13.6379,0.560449,2.23586,29.186,7.26051,3.39265,2.14007,1.27041,0.182871,0.0854506,0.0974200218915939,0.270015,1.44964,0.307963,0.703562,,,4.79291,-0.106153,-0.195641,999.0,6.89686,-1.51066,0.635689,21023,Adrián Martínez,OAK,1.00673,1.32611,0.171152,4.90299,29.295,0.604,0.0,0.5755,36.9876,162.083,38.3807,21.76,20.15,5.04889,13.8135,1.05129,2.25725,30.9332,7.52681,3.36118,2.23934,1.22852,0.190848,0.0852254,0.1056230515241622,0.26286,1.41113,0.302935,0.674431,,,4.66042,0.118479,-0.116375,999.0,,,,21023
658,Gus Varland,LAD,2,2,,4.89681,32,0,0,1,32,145,32,19,17,5,15,,2,31,8.61163,4.22139,2.04,1.35084,0.211618,0.103734,0.1078838184475898,0.25,1.46341,0.294118,0.703593,,,4.92483,-0.034225,-0.0682171,750.3699951171875,,,,24737,Gus Varland,LAD,2,2,,4.76791,32,0,0,1,32,143,32,18,17,5,15,,2,30,8.40757,4.07863,2.06137,1.35242,0.209068,0.101422,0.1076459437608718,0.251411,1.44663,0.294094,0.711282,,,4.89063,-0.0319169,-0.0392581,750.3699951171875,,,,24737,Gus Varland,LAD,3,3,,4.89681,41,4,0,1,53.3,241,53,31,29,8,25,1,4,51,8.61163,4.22139,2.04,1.35084,0.211618,0.103734,0.1078838184475898,0.25,1.46341,0.294118,0.703593,,,4.92483,0.0147975,-0.0428763,750.3699951171875,,,,24737,1225,Gus Varland,LAD,1.5788,1.5579,0.0,4.63901,32.0,0.0,0.0,0.6545,32.0,141.28,31.7606,17.6958,16.4943,4.81422,13.9942,,1.6709,29.168,8.2035,3.93587,2.08429,1.354,0.206455,0.0990529,0.107402317225933,0.252841,1.42984,0.294069,0.719187,0.425595,,4.85642,-0.0860743,-0.0827239,750.3699951171875,,,,24737,5131,Gus Varland,LAD,1.3291,1.29585,0.0,4.96095,18.9144,0.0,0.0,1.01927,21.4368,94.4155,21.7847,12.8438,11.8163,3.0085,9.24968,0.644846,1.2143,20.3973,8.56358,3.88337,2.2052,1.26308,0.216038,0.0979678,0.1180702745914459,0.259492,1.44771,0.310117,0.678183,,,4.64087,-0.0302453,-0.148497,750.3699951171875,1.71662,-1.18326,0.801057,24737,Gus Varland,LAD,0.939533,0.5275,0.0,4.47828,20.003,0.0,0.0,0.6545,22.6895,98.248,20.9374,12.09,11.29,2.97324,9.46151,0.529299,1.40217,22.3785,8.87665,3.753,2.36522,1.17936,0.227776,0.0963023,0.131473459303379,0.239601,1.33978,0.289592,0.697844,,,4.42237,0.111121,0.0587139,750.3699951171875,,,,24737
659,Matt Sauer,KCR,3,4,,4.98795,48,2,0,1,53,241,54,32,30,7,25,,5,46,7.69879,4.22892,1.82051,1.19277,0.18984,0.104278,0.0855614840984344,0.256881,1.48193,0.297959,0.678439,,,4.96588,-0.0343527,-0.0164221,999.0,,,,22284,Matt Sauer,KCR,3,3,,4.81628,48,2,0,1,54,241,55,31,29,7,24,,4,47,7.7748,3.91977,1.98348,1.23204,0.194526,0.0980729,0.096452996134758,0.255925,1.44075,0.296658,0.69167,,,4.84622,0.0110172,-0.00773028,999.0,,,,22284,Matt Sauer,KCR,4,6,,4.98795,19,18,0,0,83.0,374,84,50,46,11,39,0,8,71,7.6988,4.22892,1.82051,1.19277,0.18984,0.104278,0.0855614989995956,0.256881,1.48193,0.297959,0.678439,,,4.96588,0.432289,0.52002,999.0,,,,22284,632,Matt Sauer,KCR,2.6207,3.0097,0.5679,4.65037,47.62,1.62,0.0,0.6205,55.234,241.801,55.1578,30.4904,28.5399,7.79413,22.2225,,3.2798,48.1656,7.84825,3.621,2.16742,1.27,0.199195,0.0919041,0.1072911173105239,0.255008,1.40095,0.295397,0.705445,0.389624,,4.73057,0.0136395,0.232102,999.0,,,,22284,643,Matt Sauer,KCR,2.09936,2.61977,0.287635,4.72577,35.5796,1.77895,0.0,2.23504,46.4694,203.368,46.1063,26.5222,24.4004,6.24938,19.4917,0.944042,3.00864,42.8087,8.29101,3.77508,2.19625,1.21035,0.210499,0.0958448,0.1146540865302085,0.254917,1.41164,0.302383,0.687363,,,4.61348,0.102858,-0.0752598,999.0,1.90849,0.472946,0.415215,22284,Matt Sauer,KCR,1.72842,1.71891,0.492137,4.20791,35.155,1.805,0.0,0.0,46.049,197.693,41.2844,23.14,21.53,5.57912,18.0615,1.21733,3.1303,45.014,8.79771,3.53001,2.49226,1.09041,0.227696,0.0913613,0.1363350450992584,0.233904,1.28875,0.283582,0.702548,,,4.25563,0.425496,0.324312,999.0,,,,22284
660,Amos Willingham,WSN,1,2,,5.29412,24,0,0,1,24,107,26,15,14,4,8,,1,18,6.66034,3.074,2.16667,1.537,0.165957,0.0765957,0.089361697435379,0.271028,1.44213,0.295181,0.662461,,,5.19052,-0.0348202,-0.0610637,999.0,,,,26128,Amos Willingham,WSN,1,2,,5.13781,24,0,0,1,24,107,26,15,14,4,9,,1,18,6.82005,3.3632,2.02785,1.4735,0.170558,0.0841077,0.0864499732851982,0.26871,1.45317,0.295811,0.682322,,,5.14503,-0.0270591,-0.056838,999.0,,,,26128,Amos Willingham,WSN,2,5,,5.29412,38,0,0,1,52.7,235,58,34,31,9,18,1,3,39,6.66034,3.074,2.16667,1.537,0.165957,0.0765957,0.0893617048859596,0.271028,1.44213,0.295181,0.662461,,,5.19052,-0.236849,-0.465882,999.0,,,,26128,1620,Amos Willingham,WSN,1.0282,1.324,0.0,4.98151,24.0,0.0,0.0,0.5993,24.0,106.242,25.4013,14.1818,13.284,3.76,9.7397,,1.1314,18.6127,6.97976,3.65239,1.91101,1.41,0.175192,0.0916747,0.0835168808698654,0.266342,1.46421,0.296463,0.701516,0.408346,,5.09954,-0.0632444,-0.0467914,999.0,,,,26128,5119,Amos Willingham,WSN,0.750607,1.96493,0.0,5.14743,25.3301,0.0,0.0,1.58111,27.4579,120.017,29.9016,17.0698,15.7042,4.41089,9.20432,1.21544,1.28314,20.6671,6.77413,3.01694,2.24537,1.44577,0.172201,0.0766918,0.0955094397068023,0.273,1.42421,0.301838,0.669167,,,4.98386,-0.0617268,-0.198809,999.0,1.59642,-1.29691,0.769662,26128,Amos Willingham,WSN,0.687597,0.824233,0.0,4.79038,25.904,0.0,0.0,0.5993,28.0312,121.344,28.7039,15.98,14.92,4.17009,8.76459,0.822202,1.45194,21.3711,6.86162,2.81405,2.43834,1.33889,0.176119,0.0722292,0.1038901433348655,0.258296,1.33667,0.286654,0.679362,,,4.7576,0.0230067,-0.0666803,999.0,,,,26128
661,Tejay Antone,CIN,2,3,,5.13742,48,0,0,1,48,211,48,29,27,8,20,,3,45,8.37209,3.8055,2.2,1.5222,0.211538,0.0961538,0.1153846159577369,0.254054,1.41649,0.293233,0.681004,,,5.05208,-0.0370798,-0.0539189,744.2100219726562,,,,16233,Tejay Antone,CIN,2,3,,4.74025,48,0,0,1,48,209,47,27,25,7,20,,3,46,8.71832,3.78169,2.3054,1.4041,0.222395,0.096467,0.1259284317493438,0.250214,1.39102,0.29573,0.703826,,,4.77302,0.0126369,0.0104585,744.2100219726562,,,,16233,Tejay Antone,CIN,2,3,,5.13742,20,7,0,1,47.3,208,47,29,27,8,20,0,3,44,8.37209,3.8055,2.2,1.5222,0.211538,0.0961538,0.1153846159577369,0.254054,1.41649,0.293233,0.681004,,,5.05208,0.239883,0.203691,744.2100219726562,,,,16233,888,Tejay Antone,CIN,2.3393,2.3656,0.0,4.34307,48.0,0.0,0.0,0.5863,48.0,207.075,45.5047,24.8791,23.163,6.85867,20.042,,2.2892,48.3442,9.06454,3.75787,2.41214,1.286,0.233462,0.0967862,0.136676087975502,0.246312,1.36556,0.298331,0.726927,0.435084,,4.49395,0.206223,0.307757,744.2100219726562,,,,16233,408,Tejay Antone,CIN,1.67879,2.05731,0.0,4.47224,36.6192,0.184455,0.444885,5.93135,39.9422,173.401,38.8442,21.5738,19.8479,5.35234,16.8271,0.545406,1.89742,41.2414,9.29276,3.79159,2.45089,1.20602,0.237838,0.0970416,0.1407967582345008,0.251132,1.3938,0.309873,0.707741,,,4.33839,0.207015,0.116243,744.2100219726562,1.70413,0.303522,0.591699,16233,Tejay Antone,CIN,1.40409,1.27172,0.0479351,4.48133,37.638,0.183,0.0,0.5863,39.7047,173.899,38.1265,21.22,19.77,4.95564,17.4915,0.938546,2.45928,41.4926,9.40526,3.96485,2.37216,1.12331,0.238601,0.100584,0.1380174309015274,0.247658,1.40079,0.308566,0.706613,,,4.29498,0.217301,0.0891102,744.2100219726562,,,,16233
662,Dennis Santana,NYY,3,3,,4.81836,33,0,0,1,33,144,30,19,18,5,16,,2,33,9.12046,4.3021,2.12,1.37667,0.231441,0.10917,0.1222707480192184,0.238806,1.39579,0.285714,0.695793,,,4.82292,-0.037542,-0.0612968,999.0,,,,17878,Dennis Santana,NYY,2,2,,4.50444,33,0,0,1,33,144,30,18,17,5,15,,2,33,9.01486,4.20007,2.14636,1.27034,0.229169,0.106771,0.122398242354393,0.239539,1.38945,0.288476,0.714314,,,4.64211,-0.0242386,-0.0370989,999.0,,,,17878,Dennis Santana,NYY,4,5,,4.81836,44,3,0,1,52.3,229,48,30,28,8,25,2,3,53,9.12046,4.3021,2.12,1.37667,0.231441,0.10917,0.1222707480192184,0.238806,1.39579,0.285714,0.695793,,,4.82292,-0.040931,-0.0902698,999.0,,,,17878,1315,Dennis Santana,NYY,1.679,1.5556,0.0,4.19053,33.0,0.0,0.0,0.6502,33.0,143.979,30.6165,16.5854,15.3653,4.268,15.0261,,1.5263,32.6673,8.90926,4.09803,2.17404,1.164,0.226889,0.104363,0.1225262060761451,0.240268,1.38311,0.291172,0.732521,0.4286,,4.4613,-0.0138857,0.0206434,999.0,,,,17878,3797,Dennis Santana,NYY,1.65767,1.9782,0.0,4.62867,28.7307,0.000543002,0.000895625,4.39274,30.2712,132.815,28.5218,16.9222,15.5684,3.54203,14.5314,0.427039,1.97533,29.8929,8.88752,4.32035,2.05713,1.05309,0.225072,0.109411,0.115661047399044,0.245226,1.42225,0.301421,0.685955,,,4.43704,0.0241378,-0.0573284,999.0,2.06686,-0.975206,0.678881,17878,Dennis Santana,NYY,0.807743,0.53548,0.0,4.33102,23.668,0.0,0.0,0.6502,24.4169,106.469,22.343,12.59,11.75,2.61777,11.1496,0.707316,1.8106,24.0096,8.84986,4.1097,2.15341,0.964904,0.225509,0.104722,0.1207870244979858,0.238941,1.3717,0.29493,0.700777,,,4.27451,0.132527,0.0136551,999.0,,,,17878
663,Randy Rodríguez,SFG,0,1,,5.02392,15,0,0,1,15,70,14,9,8,2,10,,1,15,9.04306,5.88517,1.53659,1.14833,0.216495,0.140893,0.0756013691425323,0.241803,1.5949,0.294798,0.698198,,,5.15297,-0.0380108,-0.0387325,999.0,,,,sa3006366,Randy Rodríguez,SFG,1,1,,4.83891,15,0,0,1,15,68,14,9,8,2,9,,1,15,8.84342,5.46978,1.61678,1.16916,0.215354,0.133199,0.0821542590856552,0.241914,1.54613,0.292239,0.708079,,,5.02987,-0.0343257,-0.0413211,999.0,,,,sa3006366,Randy Rodríguez,SFG,2,3,,5.02392,38,4,0,0,62.7,291,59,38,35,8,41,0,6,63,9.04306,5.88517,1.53659,1.14833,0.216495,0.140893,0.0756013691425323,0.241803,1.5949,0.294798,0.698198,,,5.15297,-0.273146,-0.244844,999.0,,,,sa3006366,1659,Randy Rodríguez,SFG,0.6842,0.7861,0.0,4.65389,15.0,0.0,0.0,0.6168,15.0,67.265,14.0366,8.3129,7.75648,1.98333,8.424,,0.8444,14.4063,8.64378,5.0544,1.71015,1.19,0.214172,0.125236,0.088936299085617,0.242025,1.49737,0.289693,0.718744,0.39548,,4.90677,-0.0944554,-0.0181484,999.0,,,,sa3006366,5137,Randy Rodríguez,SFG,0.728993,0.975594,0.0,4.71634,16.8787,0.0,0.0,1.0521,18.468,83.0091,16.4676,10.5195,9.67794,1.9118,11.8444,0.373205,1.13982,19.0636,9.29026,5.77209,1.60951,0.931675,0.229657,0.142687,0.0869698822498321,0.235168,1.53302,0.296757,0.694057,,,4.64548,-0.00703856,-0.113308,999.0,2.11018,0.274919,0.888189,sa3006366,Randy Rodríguez,SFG,0.700139,0.51107,0.0,3.90206,17.007,0.0,0.0,0.0,18.6363,79.9821,15.0204,8.66,8.08,1.81951,9.25579,0.488645,1.18507,20.366,9.83532,4.46988,2.20035,0.878694,0.254632,0.115723,0.1389087811112404,0.215992,1.30263,0.278759,0.718683,,,4.01937,0.187672,0.139898,999.0,,,,sa3006366
664,Logan Gragg,SEA,1,1,,4.80583,21,0,0,1,21,93,23,12,11,3,7,,1,13,5.41748,2.8835,1.87879,1.31068,0.135965,0.0723684,0.0635964944958686,0.274038,1.42718,0.292035,0.698413,,,5.10941,-0.0389973,-0.0304687,999.0,,,,sa3010306,Logan Gragg,SEA,1,1,,4.8509,21,0,0,1,21,92,23,12,11,3,7,,1,13,5.68671,2.90243,1.9593,1.39584,0.143546,0.0732639,0.0702817067503929,0.271688,1.41389,0.289865,0.699367,,,5.16163,-0.0407639,-0.0285984,999.0,,,,sa3010306,Logan Gragg,SEA,5,6,,4.80583,25,17,0,0,103.0,456,114,59,55,15,33,0,7,62,5.41748,2.8835,1.87879,1.31068,0.135965,0.0723684,0.0635964944958686,0.274038,1.42718,0.292035,0.698413,,,5.10941,0.356634,0.598576,999.0,,,,sa3010306,728,Logan Gragg,SEA,0.9758,1.0826,0.0,4.89597,21.0,0.0,0.0,0.6335,21.0,91.904,22.5959,12.2013,11.4239,3.45567,6.8165,,1.1854,13.8972,5.95594,2.92136,2.03876,1.481,0.151214,0.0741698,0.0770445168018341,0.269313,1.40059,0.28761,0.700365,0.394618,,5.21385,-0.136743,-0.0580884,999.0,,,,sa3010306,5151,Logan Gragg,SEA,0.618338,0.64942,0.0,4.83737,13.7751,0.0,0.0,0.856072,14.1448,61.4914,15.3184,8.26373,7.60263,2.11573,4.40759,0.293155,0.745423,10.4406,6.64307,2.80444,2.36877,1.34618,0.169789,0.0716781,0.0981108695268631,0.2719,1.39458,0.301555,0.683744,,,4.8162,-0.0317845,-0.0333607,999.0,1.19953,0.424035,1.04967,sa3010306,Logan Gragg,SEA,0.521179,0.474616,0.0,4.47257,14.585,0.0,0.0,0.0,14.8304,63.4753,14.5314,7.89,7.37,2.15599,4.53189,0.404267,0.809418,12.1536,7.37557,2.75023,2.6818,1.30839,0.19147,0.0713961,0.1200741156935691,0.249964,1.28542,0.282386,0.696376,,,4.5864,0.0642346,0.0209676,999.0,,,,sa3010306
665,Dylan Covey,PHI,1,1,,5.44794,27,0,0,1,27,122,31,18,16,4,10,,1,17,5.66586,3.48668,1.625,1.30751,0.139785,0.0860215,0.0537634417414665,0.279762,1.52542,0.301471,0.659341,,,5.19209,-0.0391665,-0.100706,999.0,,,,14825,Dylan Covey,PHI,1,1,,4.87901,27,0,0,1,27,120,29,16,15,4,11,,1,20,6.5641,3.50491,1.87283,1.20775,0.164655,0.0879179,0.0767374113202095,0.270075,1.46829,0.301702,0.68845,,,4.84553,-0.00633046,-0.0394628,999.0,,,,14825,Dylan Covey,PHI,2,2,,5.44794,28,1,0,1,41.3,186,47,27,25,6,16,1,2,26,5.66586,3.48668,1.625,1.30751,0.139785,0.0860215,0.0537634417414665,0.279762,1.52542,0.301471,0.659341,,,5.19209,-0.12089,-0.330618,999.0,,,,14825,1452,Dylan Covey,PHI,1.3181,1.3285,0.0,4.31008,27.0,0.0,0.0,0.5721,27.0,117.596,27.5317,14.0351,12.9302,3.324,10.5694,,1.1466,22.387,7.46233,3.52313,2.1181,1.108,0.190372,0.0898789,0.1004932075738906,0.260027,1.41115,0.301958,0.719516,0.49159,,4.49897,0.0921799,0.111519,999.0,,,,14825,517,Dylan Covey,PHI,1.32233,1.73402,0.143125,4.479,26.2131,0.195726,0.0261891,1.9081,31.7058,140.63,33.6217,17.151,15.7789,3.99308,13.5836,0.659666,1.47759,24.028,6.82057,3.85584,1.76889,1.13347,0.17086,0.0965913,0.0742683485150337,0.267756,1.48885,0.303735,0.722199,,,4.80168,-0.0112276,0.0751316,999.0,2.17356,-0.0892446,0.732581,14825,Dylan Covey,PHI,0.929164,0.879397,0.054946,5.28119,26.263,0.196,0.0,0.5721,31.8167,141.603,34.9113,20.03,18.67,4.69015,12.7976,0.782907,1.72738,23.4828,6.64257,3.62006,1.83494,1.32671,0.165835,0.0903766,0.0754587650299072,0.274724,1.49949,0.305557,0.672754,,,5.06483,-0.117013,-0.24464,999.0,,,,14825
666,Victor Vodnik,COL,2,3,,5.24838,40,0,0,1,40,182,41,25,23,6,22,,2,38,8.55292,5.054,1.69231,1.36069,0.208531,0.123223,0.0853080600500106,0.256831,1.57667,0.30303,0.696203,,,5.13409,-0.0406721,-0.00717198,748.2899780273438,,,,24614,Victor Vodnik,COL,2,2,,4.99134,40,0,0,1,40,180,40,24,22,6,21,,2,39,8.68429,4.76432,1.82278,1.26335,0.214762,0.117822,0.0969408154487609,0.258125,1.54125,0.309614,0.7031,,,4.86861,-0.000767795,0.0255952,748.2899780273438,,,,24614,Victor Vodnik,COL,2,3,,5.24838,37,2,0,1,46.3,211,47,29,27,7,26,0,2,44,8.55292,5.054,1.69231,1.36069,0.208531,0.123223,0.08530805259943,0.256831,1.57667,0.30303,0.696203,,,5.13409,-0.0386645,0.142218,748.2899780273438,,,,24614,1311,Victor Vodnik,COL,1.8319,2.0888,0.0,4.73429,40.0,0.0,0.0,0.5697,40.0,177.148,40.3456,22.6076,21.0413,5.18222,19.8873,,1.7513,39.1807,8.81566,4.47464,1.97014,1.166,0.221175,0.112264,0.1089111790060997,0.259442,1.50582,0.31637,0.710209,0.469545,,4.60312,0.129393,0.242697,748.2899780273438,,,,24614,475,Victor Vodnik,COL,2.15481,1.85772,0.0,4.83134,35.7704,0.0,0.0,1.5455,39.5093,175.808,40.0736,23.0535,21.2092,4.89338,19.5342,0.540115,1.62301,39.1456,8.91714,4.44978,2.00395,1.11469,0.222661,0.111111,0.1115502938628196,0.259123,1.5087,0.318052,0.69288,,,4.49005,0.144813,0.210842,748.2899780273438,2.85468,-0.839585,0.440738,24614,Victor Vodnik,COL,1.03131,0.921921,0.0,4.5095,29.162,0.0,0.0,0.5697,32.1721,141.86,31.9396,17.34,16.12,3.36911,14.5417,0.95121,1.77652,31.4945,8.81044,4.06797,2.16581,0.942493,0.222011,0.102507,0.1195039451122284,0.254414,1.44477,0.315076,0.697752,,,4.18019,0.179055,0.0513698,748.2899780273438,,,,24614
