,Name_zipsdc,Team_zipsdc,W_zipsdc,L_zipsdc,QS_zipsdc,ERA_zipsdc,G_zipsdc,GS_zipsdc,SV_zipsdc,HLD_zipsdc,IP_zipsdc,TBF_zipsdc,H_zipsdc,R_zipsdc,ER_zipsdc,HR_zipsdc,BB_zipsdc,IBB_zipsdc,HBP_zipsdc,SO_zipsdc,K/9_zipsdc,BB/9_zipsdc,K/BB_zipsdc,HR/9_zipsdc,K%_zipsdc,BB%_zipsdc,K-BB%_zipsdc,AVG_zipsdc,WHIP_zipsdc,BABIP_zipsdc,LOB%_zipsdc,GB%_zipsdc,HR/FB_zipsdc,FIP_zipsdc,WAR_zipsdc,RA9-WAR_zipsdc,ADP_zipsdc,InterSD_zipsdc,InterSK_zipsdc,IntraSD_zipsdc,PlayerId_zipsdc,Name_depthcharts,Team_depthcharts,W_depthcharts,L_depthcharts,QS_depthcharts,ERA_depthcharts,G_depthcharts,GS_depthcharts,SV_depthcharts,HLD_depthcharts,IP_depthcharts,TBF_depthcharts,H_depthcharts,R_depthcharts,ER_depthcharts,HR_depthcharts,BB_depthcharts,IBB_depthcharts,HBP_depthcharts,SO_depthcharts,K/9_depthcharts,BB/9_depthcharts,K/BB_depthcharts,HR/9_depthcharts,K%_depthcharts,BB%_depthcharts,K-BB%_depthcharts,AVG_depthcharts,WHIP_depthcharts,BABIP_depthcharts,LOB%_depthcharts,GB%_depthcharts,HR/FB_depthcharts,FIP_depthcharts,WAR_depthcharts,RA9-WAR_depthcharts,ADP_depthcharts,InterSD_depthcharts,InterSK_depthcharts,IntraSD_depthcharts,PlayerId_depthcharts,Name_zips,Team_zips,W_zips,L_zips,QS_zips,ERA_zips,G_zips,GS_zips,SV_zips,HLD_zips,IP_zips,TBF_zips,H_zips,R_zips,ER_zips,HR_zips,BB_zips,IBB_zips,HBP_zips,SO_zips,K/9_zips,BB/9_zips,K/BB_zips,HR/9_zips,K%_zips,BB%_zips,K-BB%_zips,AVG_zips,WHIP_zips,BABIP_zips,LOB%_zips,GB%_zips,HR/FB_zips,FIP_zips,WAR_zips,RA9-WAR_zips,ADP_zips,InterSD_zips,InterSK_zips,IntraSD_zips,PlayerId_zips,zips_index,Name_steamer,Team_steamer,W_steamer,L_steamer,QS_steamer,ERA_steamer,G_steamer,GS_steamer,SV_steamer,HLD_steamer,IP_steamer,TBF_steamer,H_steamer,R_steamer,ER_steamer,HR_steamer,BB_steamer,IBB_steamer,HBP_steamer,SO_steamer,K/9_steamer,BB/9_steamer,K/BB_steamer,HR/9_steamer,K%_steamer,BB%_steamer,K-BB%_steamer,AVG_steamer,WHIP_steamer,BABIP_steamer,LOB%_steamer,GB%_steamer,HR/FB_steamer,FIP_steamer,WAR_steamer,RA9-WAR_steamer,ADP_steamer,InterSD_steamer,InterSK_steamer,IntraSD_steamer,PlayerId_steamer,steamer_index,Name_atc,Team_atc,W_atc,L_atc,QS_atc,ERA_atc,G_atc,GS_atc,SV_atc,HLD_atc,IP_atc,TBF_atc,H_atc,R_atc,ER_atc,HR_atc,BB_atc,IBB_atc,HBP_atc,SO_atc,K/9_atc,BB/9_atc,K/BB_atc,HR/9_atc,K%_atc,BB%_atc,K-BB%_atc,AVG_atc,WHIP_atc,BABIP_atc,LOB%_atc,GB%_atc,HR/FB_atc,FIP_atc,WAR_atc,RA9-WAR_atc,ADP_atc,InterSD_atc,InterSK_atc,IntraSD_atc,PlayerId_atc,Name_thebat,Team_thebat,W_thebat,L_thebat,QS_thebat,ERA_thebat,G_thebat,GS_thebat,SV_thebat,HLD_thebat,IP_thebat,TBF_thebat,H_thebat,R_thebat,ER_thebat,HR_thebat,BB_thebat,IBB_thebat,HBP_thebat,SO_thebat,K/9_thebat,BB/9_thebat,K/BB_thebat,HR/9_thebat,K%_thebat,BB%_thebat,K-BB%_thebat,AVG_thebat,WHIP_thebat,BABIP_thebat,LOB%_thebat,GB%_thebat,HR/FB_thebat,FIP_thebat,WAR_thebat,RA9-WAR_thebat,ADP_thebat,InterSD_thebat,InterSK_thebat,IntraSD_thebat,PlayerId_thebat
195,Andrew Nardi,MIA,4,6,,3.89948,64,0,2,12,64,275,57,30,28,8,26,,4,74,10.4506,3.58752,2.91304,1.09185,0.270161,0.0927419,0.177419364452362,0.230769,1.2825,0.29932,0.732087,,,3.91362,0.753446,0.778888,463.2099914550781,,,,25942,Andrew Nardi,MIA,4,4,,3.81769,64,0,2,12,64,274,56,29,27,8,27,,4,74,10.4103,3.76565,2.76455,1.06943,0.270236,0.0977506,0.1724856719374656,0.228388,1.28699,0.296631,0.739683,,,3.91802,0.738739,0.908162,463.2099914550781,,,,25942,Andrew Nardi,MIA,4,5,,3.89948,57,0,2,12,57.7,248,51,27,25,7,23,1,4,67,10.4506,3.58752,2.91304,1.09185,0.270161,0.0927419,0.177419364452362,0.230769,1.2825,0.29932,0.732087,,,3.91362,0.48292,0.495231,463.2099914550781,,,,25942,591,Andrew Nardi,MIA,3.2478,3.0253,0.0,3.73589,64.0,0.0,2.233,12.3584,64.0,272.805,54.6107,28.6857,26.5663,7.44533,28.0446,,3.0912,73.7424,10.37,3.94377,2.62947,1.047,0.270312,0.102801,0.1675108671188354,0.225973,1.29149,0.293899,0.747172,0.405119,,3.92241,0.519679,0.634157,463.2099914550781,,,,25942,236,Andrew Nardi,MIA,4.8361,3.1823,0.0,3.67352,61.8133,0.0,5.97371,14.5607,65.5148,275.97,55.0107,29.0664,26.7411,7.52396,27.6685,1.39768,3.29803,79.6206,10.9378,3.80092,2.87766,1.03359,0.288512,0.100259,0.188252680003643,0.22453,1.26199,0.300817,0.743119,,,3.73539,0.685246,0.754713,463.2099914550781,4.73479,0.0175875,0.533477,25942,Andrew Nardi,MIA,2.5272,1.7126,0.0,3.56976,63.743,0.0,2.233,12.3584,65.1725,273.684,53.4817,27.74,25.85,7.09685,25.4555,1.535,3.43011,77.6473,10.7227,3.51527,3.05032,0.98004,0.283712,0.0930105,0.1907014995813369,0.218473,1.2112,0.289808,0.741971,,,3.61748,0.854603,0.759559,463.2099914550781,,,,25942
196,Jason Adam,TBR,5,2,,3.48066,64,0,3,12,64,259,47,27,25,7,24,,8,78,10.9392,3.31492,3.3,0.994475,0.3,0.0909091,0.2090908959507942,0.207254,1.10497,0.280992,0.717054,,,3.75228,0.742323,0.916636,312.8099975585937,,,,11861,Jason Adam,TBR,4,3,,3.52934,64,0,3,12,64,264,50,27,25,7,23,,6,77,10.8019,3.2899,3.28336,1.02024,0.291282,0.0887145,0.2025671750307083,0.212863,1.14417,0.283782,0.728556,,,3.71611,0.750504,0.886787,312.8099975585937,,,,11861,Jason Adam,TBR,4,2,,3.48066,56,0,3,12,54.3,220,40,23,21,6,20,1,7,66,10.9392,3.31492,3.3,0.994475,0.3,0.0909091,0.209090918302536,0.207254,1.10497,0.280992,0.717054,,,3.75228,0.447677,0.535243,312.8099975585937,,,,11861,618,Jason Adam,TBR,3.3817,2.8909,0.0,3.57802,64.0,0.0,3.395,11.9446,64.0,268.119,52.5183,27.4452,25.4437,7.43822,23.217,,4.1738,75.8375,10.6646,3.26489,3.26646,1.046,0.28285,0.0865921,0.1962580308318138,0.218164,1.18336,0.286309,0.739265,0.398319,,3.67995,0.5543,0.614827,312.8099975585937,,,,11861,228,Jason Adam,TBR,3.26842,2.56404,0.0,3.30181,56.7818,0.0,10.2813,13.8936,56.9736,232.964,43.4123,22.7193,20.9018,6.63119,19.0707,0.781772,5.25798,68.4513,10.8131,3.01257,3.58934,1.04752,0.293828,0.0818612,0.2119663134217262,0.208077,1.0967,0.275404,0.747447,,,3.64626,0.671777,0.823391,312.8099975585937,1.20134,-0.20835,1.12836,11861,Jason Adam,TBR,2.37362,1.53372,0.0,3.54952,56.08,0.0,3.395,11.9446,56.4415,232.736,42.0447,23.73,22.26,6.73357,20.88,0.983593,4.01245,67.3805,10.7443,3.32946,3.22704,1.07372,0.289514,0.0897152,0.1997993141412735,0.20229,1.11487,0.264049,0.732642,,,3.74143,0.743297,0.666777,312.8099975585937,,,,11861
197,Josh Sborz,TEX,5,3,,3.99645,64,0,2,14,64,274,58,31,28,9,25,,0,75,10.5506,3.51687,3.0,1.27886,0.273859,0.0912863,0.182572603225708,0.232877,1.29663,0.296552,0.744337,,,3.93,0.730666,0.535333,588.1599731445312,,,,18323,Josh Sborz,TEX,4,3,,3.89532,64,0,2,14,64,273,57,30,28,9,25,,1,75,10.5153,3.58032,2.93698,1.20993,0.273926,0.0932681,0.180658221244812,0.229814,1.28271,0.294565,0.745118,,,3.91026,0.72493,0.631702,588.1599731445312,,,,18323,Josh Sborz,TEX,4,3,,3.99645,61,0,2,14,56.3,241,51,27,25,8,22,1,0,66,10.5506,3.51687,3.0,1.27886,0.273859,0.0912863,0.1825726255774498,0.232877,1.29663,0.296552,0.744337,,,3.93,0.534197,0.412803,588.1599731445312,,,,18323,559,Josh Sborz,TEX,3.3659,2.9067,0.0,3.79419,64.0,0.0,1.965,14.3255,64.0,271.993,55.292,29.1064,26.9809,8.11378,25.9112,,2.1689,74.5245,10.48,3.64376,2.87615,1.141,0.273994,0.0952642,0.1787299662828445,0.226687,1.2688,0.292533,0.745903,0.409339,,3.89052,0.610784,0.612686,588.1599731445312,,,,18323,206,Josh Sborz,TEX,4.04158,3.84768,0.0,4.20686,56.1261,0.00275823,2.01874,13.1853,58.9212,247.455,51.5785,29.9364,27.5415,7.50151,23.1838,0.935989,1.8214,71.0924,10.8591,3.54125,3.06646,1.14583,0.287294,0.093689,0.1936049610376358,0.231866,1.26885,0.306396,0.697569,,,3.77014,0.66364,0.26444,588.1599731445312,3.41236,-1.40876,0.334362,18323,Josh Sborz,TEX,1.86813,1.27763,0.000887117,3.86076,55.722,0.003,1.965,14.3255,58.2321,245.497,48.2325,26.78,24.98,6.97853,23.3969,0.953984,2.79799,68.614,10.6046,3.61609,2.9326,1.07856,0.279491,0.0953046,0.184186041355133,0.219937,1.23007,0.287066,0.725021,,,3.8059,0.621911,0.474589,588.1599731445312,,,,18323
198,Aaron Ashby,MIL,6,6,,4.07701,50,10,0,1,85,380,78,42,39,11,42,,5,97,10.1925,4.38279,2.32558,1.12118,0.254453,0.109415,0.1450381577014923,0.234783,1.4043,0.299145,0.745856,,,4.24032,0.727773,0.813697,462.9500122070313,,,,23550,Aaron Ashby,MIL,6,5,,3.78282,50,10,0,1,89,387,79,41,37,10,41,,5,100,10.1473,4.17689,2.42939,0.988689,0.259413,0.106781,0.1526318937540054,0.231838,1.35238,0.300072,0.74716,,,3.97257,0.948062,1.08578,462.9500122070313,,,,23550,Aaron Ashby,MIL,6,6,,4.07701,26,17,0,1,88.3,393,81,43,40,11,43,0,5,100,10.1925,4.38279,2.32558,1.12118,0.254453,0.109415,0.1450381577014923,0.234783,1.4043,0.299145,0.745856,,,4.24032,1.23472,1.38189,462.9500122070313,,,,23550,179,Aaron Ashby,MIL,5.6064,4.8593,4.5781,3.51261,49.72,9.72,0.0,0.6034,92.9141,394.561,80.0553,39.8762,36.2634,8.95072,41.169,,4.2041,104.33,10.1058,3.98778,2.53418,0.867,0.26442,0.104341,0.1600786671042442,0.229261,1.30469,0.301409,0.748419,0.51503,,3.72665,1.45558,1.61324,462.9500122070313,,,,23550,108,Aaron Ashby,MIL,3.65945,4.72256,2.89469,3.93413,32.007,9.49492,0.000932024,1.49311,70.8721,304.917,63.5814,33.6739,30.98,7.67536,32.4524,0.774093,3.35397,78.8167,10.0089,4.12111,2.42869,0.974688,0.258486,0.10643,0.1520555317401886,0.236265,1.35503,0.306136,0.731166,,,3.9544,1.04483,0.99575,462.9500122070313,5.84138,-0.549917,0.45043,23550,Aaron Ashby,MIL,4.02314,4.05201,2.43784,3.83486,31.508,9.65,0.0,0.6034,73.8801,314.606,64.973,33.73,31.48,7.46923,31.27,0.90349,3.42145,77.4554,9.43554,3.80928,2.47699,0.909895,0.246198,0.0993941,0.1468041613698005,0.232117,1.30269,0.294907,0.728708,,,3.88124,1.13358,1.16718,462.9500122070313,,,,23550
199,Patrick Corbin,WSN,8,15,,5.45061,29,29,0,0,162,731,191,106,98,29,57,,5,124,6.87815,3.17952,2.16327,1.62221,0.169059,0.0781499,0.0909090936183929,0.285714,1.53569,0.31377,0.685393,,,5.21611,0.725905,0.120263,641.3900146484375,,,,9323,Patrick Corbin,WSN,8,14,,5.17336,29,29,0,0,164,728,187,102,94,28,55,,5,121,6.6543,3.04422,2.18588,1.53086,0.166663,0.0762452,0.0904177203774452,0.280718,1.4798,0.307707,0.69263,,,5.09682,1.03805,0.704795,641.3900146484375,,,,9323,Patrick Corbin,WSN,7,13,,5.45061,25,25,0,0,138.7,627,164,91,84,25,49,1,4,106,6.87815,3.17952,2.16327,1.62221,0.169059,0.0781499,0.0909090861678123,0.285714,1.53569,0.31377,0.685393,,,5.21611,0.621198,0.0804964,641.3900146484375,,,,9323,496,Patrick Corbin,WSN,8.0477,12.1509,11.3126,4.90366,29.16,29.16,0.0,0.0,166.307,724.017,183.238,97.2001,90.6123,26.646,53.8205,,5.6727,118.938,6.43655,2.9126,2.2099,1.442,0.164275,0.074336,0.0899389013648033,0.275743,1.42543,0.301753,0.700153,0.445733,,4.98078,1.28042,1.32754,641.3900146484375,,,,9323,122,Patrick Corbin,WSN,7.27489,12.4857,9.3428,5.19989,26.9103,26.9103,0.0,0.0,153.52,675.4,175.059,96.4115,88.6985,26.3643,50.38,1.0388,4.75345,111.512,6.53732,2.95349,2.21342,1.54559,0.165105,0.0745928,0.0905126705765724,0.282231,1.46846,0.308245,0.68439,,,5.11221,0.852998,0.545562,641.3900146484375,5.82517,-0.0524902,2.74041,9323,Patrick Corbin,WSN,6.01643,12.5477,11.2629,5.79972,27.295,27.295,0.0,0.0,147.529,655.214,173.941,102.41,95.07,27.7336,48.0413,0.45717,4.41643,102.794,6.27093,2.93075,2.1397,1.69188,0.156886,0.0733215,0.0835646092891693,0.288577,1.50467,0.309612,0.652848,,,5.37206,0.529072,-0.45263,641.3900146484375,,,,9323
200,Luis Medina,OAK,5,7,,4.51253,28,18,0,1,102,455,94,55,51,11,56,,7,100,8.85794,4.93036,1.79661,1.00279,0.219462,0.122153,0.0973084792494773,0.239808,1.47632,0.294314,0.710267,,,4.57352,0.720736,0.771311,712.0599975585938,,,,21649,Luis Medina,OAK,5,7,,4.51951,28,18,0,1,104,464,98,56,52,12,56,,6,98,8.4984,4.82617,1.7609,1.0496,0.21212,0.120461,0.0916590541601181,0.243851,1.47646,0.294687,0.712574,,,4.67011,0.678316,0.738427,712.0599975585938,,,,21649,Luis Medina,OAK,5,7,,4.51254,25,20,0,1,107.7,483,100,58,54,12,59,1,7,106,8.85794,4.93036,1.79661,1.00279,0.219462,0.122153,0.0973084867000579,0.239808,1.47632,0.294314,0.710267,,,4.57352,0.7994,0.784605,712.0599975585938,,,,21649,378,Luis Medina,OAK,5.4831,7.5611,6.7686,4.52613,27.82,17.82,0.0,0.5755,107.019,472.888,101.811,58.0887,53.8204,13.0088,56.213,,5.8302,96.9998,8.15739,4.72734,1.72558,1.094,0.205122,0.118872,0.086250439286232,0.24781,1.4766,0.295186,0.714786,0.449382,,4.76172,0.57939,0.750122,712.0599975585938,,,,21649,218,Luis Medina,OAK,4.43264,6.84432,5.09053,4.73757,23.8959,17.8231,0.0,0.221261,98.4628,434.708,91.4359,56.3375,51.8305,12.0093,51.9363,1.27011,5.79392,94.4828,8.63621,4.74724,1.81921,1.09771,0.217348,0.119474,0.0978737026453018,0.24255,1.45611,0.293644,0.6877,,,4.68041,0.596316,0.372935,712.0599975585938,3.61898,0.314411,1.09621,21649,Luis Medina,OAK,5.3611,8.38068,6.59132,4.79714,25.491,17.95,0.0,0.5755,101.423,449.297,97.8015,58.11,54.06,12.8797,51.6,0.527557,5.84305,95.2861,8.45543,4.57885,1.84663,1.14291,0.212078,0.114846,0.0972319468855857,0.249587,1.47305,0.299349,0.69492,,,4.72604,0.967742,0.674626,712.0599975585938,,,,21649
201,Jonathan Loáisiga,NYY,6,5,,3.68421,64,0,3,13,64,263,57,29,26,7,16,,4,57,8.07018,2.2807,3.53846,1.05263,0.218009,0.0616114,0.1563981100916862,0.235897,1.1501,0.27972,0.711462,,,3.91781,0.719032,0.728033,632.989990234375,,,,19753,Jonathan Loáisiga,NYY,5,4,,3.72908,64,0,3,13,64,268,60,29,27,7,18,,3,57,7.98696,2.58486,3.08989,1.02082,0.212231,0.0686856,0.1435456797480583,0.242654,1.21951,0.288211,0.721848,,,3.97273,0.605701,0.669349,632.989990234375,,,,19753,Jonathan Loáisiga,NYY,5,4,,3.68421,42,0,3,13,51.3,211,46,23,21,6,13,1,3,46,8.07018,2.2807,3.53846,1.05263,0.218009,0.0616114,0.1563980989158153,0.235897,1.1501,0.27972,0.711462,,,3.91781,0.409834,0.43268,632.989990234375,,,,19753,662,Jonathan Loáisiga,NYY,3.3947,2.8778,0.0,3.77394,64.0,0.0,3.372,12.525,64.0,271.993,61.9474,29.3969,26.8369,7.03289,20.5442,,2.9318,56.2044,7.90374,2.88903,2.73578,0.989,0.206639,0.0755321,0.1311070322990417,0.249268,1.28893,0.296387,0.730873,0.504688,,4.02765,0.379111,0.453878,632.989990234375,,,,19753,299,Jonathan Loáisiga,NYY,2.83044,3.28277,0.0,3.73807,48.3096,0.0,3.67842,11.3816,53.3094,223.465,50.7608,24.0669,22.1416,5.63385,15.1252,1.44243,2.98157,43.037,7.26576,2.55353,2.84538,0.95114,0.19259,0.067685,0.1249046251177787,0.247182,1.23592,0.288007,0.721036,,,4.03326,0.357911,0.501495,632.989990234375,2.74736,-0.0794564,0.857378,19753,Jonathan Loáisiga,NYY,1.66253,1.07503,0.0,4.17009,47.66,0.0,3.372,12.525,52.6823,222.993,52.4477,26.24,24.41,6.27829,14.1776,0.90621,3.00162,36.8524,6.2957,2.42204,2.59934,1.07255,0.165263,0.0635786,0.1016839072108268,0.254831,1.26466,0.283799,0.698276,,,4.38351,0.222801,0.300441,632.989990234375,,,,19753
202,Erik Swanson,TOR,4,2,,3.6,55,0,2,11,55,227,48,24,22,7,17,,1,62,10.2,2.85,3.57895,1.2,0.274194,0.0766129,0.1975806504487991,0.22807,1.18333,0.289474,0.752508,,,3.72171,0.718285,0.782444,528.469970703125,,,,16587,Erik Swanson,TOR,3,2,,3.71777,55,0,2,11,55,229,48,24,23,8,18,,1,61,9.96269,2.89143,3.4456,1.2315,0.265449,0.0770402,0.1884091943502426,0.228915,1.19624,0.286271,0.747645,,,3.86361,0.563689,0.748477,528.469970703125,,,,16587,Erik Swanson,TOR,4,2,,3.6,61,1,2,11,60.0,248,52,26,24,8,19,1,1,68,10.2,2.85,3.57895,1.2,0.274194,0.0766129,0.1975806504487991,0.22807,1.18333,0.289474,0.752508,,,3.72171,0.603444,0.663069,528.469970703125,,,,16587,511,Erik Swanson,TOR,2.8307,2.5602,0.0,3.83555,55.0,0.0,2.11,10.8586,55.0,231.384,48.5806,25.1279,23.4395,7.71833,17.923,,2.0114,59.4329,9.72538,2.93285,3.31601,1.263,0.256858,0.07746,0.1793983057141304,0.22975,1.20916,0.283179,0.742859,0.363691,,4.00551,0.305936,0.412737,528.469970703125,,,,16587,344,Erik Swanson,TOR,3.32641,2.54488,0.548617,3.55799,52.4961,0.750245,4.52063,12.7815,54.0852,221.163,46.3935,23.2409,21.3816,7.17861,16.5103,0.737248,1.61449,60.1272,10.0054,2.74739,3.6418,1.19455,0.271868,0.0746523,0.1972159966826439,0.228496,1.16305,0.288913,0.750428,,,3.76242,0.525525,0.644846,528.469970703125,1.06722,0.551596,0.879903,16587,Erik Swanson,TOR,2.19866,1.83863,0.185862,4.06823,52.737,0.729,2.11,10.8586,54.2668,225.637,47.2089,26.29,24.53,8.64188,15.7632,0.917407,2.34858,59.9526,9.94297,2.61428,3.80333,1.43323,0.265704,0.069861,0.1958431899547577,0.227486,1.16042,0.2776,0.721046,,,4.11698,0.507654,0.402623,528.469970703125,,,,16587
203,Héctor Neris,CHC,5,5,,3.89948,70,0,6,12,70,290,58,33,30,10,27,,5,80,10.2946,3.43154,3.0,1.24783,0.276151,0.0920502,0.184100404381752,0.225352,1.21317,0.28777,0.731293,,,4.12159,0.703945,0.75888,411.489990234375,,,,11804,Héctor Neris,CHC,4,4,,4.01058,70,0,6,12,70,295,61,34,31,10,28,,4,78,9.96478,3.5442,2.81157,1.23442,0.262729,0.0934456,0.1692833378911018,0.229813,1.25827,0.28893,0.730893,,,4.18147,0.65146,0.630845,411.489990234375,,,,11804,Héctor Neris,CHC,4,4,,3.89948,62,0,6,12,57.7,239,48,27,25,8,22,1,4,66,10.2946,3.43154,3.0,1.24783,0.276151,0.0920502,0.184100404381752,0.225352,1.21317,0.28777,0.731293,,,4.12159,0.412125,0.456016,411.489990234375,,,,11804,658,Héctor Neris,CHC,3.4552,3.4062,0.0,4.12168,70.0,0.0,5.903,12.3263,70.0,300.043,62.7939,34.2982,32.0575,9.49667,28.4423,,3.3782,74.9384,9.63494,3.65687,2.63475,1.221,0.249759,0.0947941,0.1549647897481918,0.234111,1.30337,0.289994,0.730528,0.367994,,4.24135,0.418488,0.439934,411.489990234375,,,,11804,277,Héctor Neris,CHC,4.36763,3.8777,0.0,3.81191,63.52,0.0,6.09699,16.6799,65.533,276.376,56.5421,30.1698,27.7562,9.96635,26.0811,0.723039,3.70676,73.6439,10.1139,3.58186,2.82365,1.36873,0.266463,0.0943683,0.1720946207642555,0.229298,1.26079,0.28578,0.763844,,,4.34821,0.302456,0.61293,411.489990234375,4.0595,-0.671409,0.543405,11804,Héctor Neris,CHC,2.54788,1.88012,0.0,4.2101,64.345,0.0,5.903,12.3263,64.6018,275.894,56.2775,32.45,30.22,8.47373,26.6202,1.07374,4.11333,71.1843,9.91704,3.70859,2.67407,1.18052,0.258013,0.0964869,0.1615259423851966,0.229554,1.28321,0.28884,0.710186,,,4.18366,0.487229,0.357087,411.489990234375,,,,11804
204,Peter Lambert,COL,4,7,,5.383,40,16,0,1,105,472,114,68,63,17,42,,7,86,7.36621,3.58867,2.05263,1.41658,0.18267,0.088993,0.0936768129467964,0.26893,1.47954,0.303448,0.658333,,,5.04937,0.695935,0.658993,999.0,,,,17969,Peter Lambert,COL,5,7,,5.47951,40,16,0,1,110,491,122,72,67,19,43,,6,88,7.26659,3.51729,2.06596,1.53989,0.180249,0.0872471,0.0930021032691001,0.275969,1.50328,0.308379,0.672268,,,5.20913,0.64538,0.780881,999.0,,,,17969,Peter Lambert,COL,4,6,,5.383,27,17,0,1,95.3,427,103,62,57,15,38,1,6,78,7.36621,3.58867,2.05263,1.41658,0.18267,0.088993,0.0936768129467964,0.26893,1.47954,0.303448,0.658333,,,5.04937,0.730254,0.738449,999.0,,,,17969,417,Peter Lambert,COL,5.0897,8.351,4.3954,5.5688,40.2,16.2,0.0,0.5697,113.782,509.375,129.915,74.7101,70.4035,20.9107,43.6323,,5.9434,90.7023,7.1744,3.45124,2.07879,1.654,0.178066,0.0856585,0.0924073606729507,0.282547,1.52525,0.313062,0.685073,0.412546,,5.35696,0.461273,0.758212,999.0,,,,17969,259,Peter Lambert,COL,3.98268,6.47985,2.99074,5.39488,30.8689,13.7586,0.0,1.61341,94.4605,416.539,103.775,61.5462,56.6225,16.822,34.1569,0.867994,4.67204,74.5106,7.09921,3.25439,2.18142,1.60277,0.17888,0.0820016,0.0968786850571632,0.274747,1.4602,0.303629,0.667816,,,5.22573,0.46624,0.571737,999.0,3.95225,0.367575,1.37397,17969,Peter Lambert,COL,4.26162,7.69831,4.46461,5.51933,25.542,16.008,0.0,0.5697,98.0988,436.833,111.384,64.57,60.16,15.9361,35.2593,0.893435,4.62048,74.5924,6.84342,3.23484,2.11554,1.46205,0.170757,0.0807157,0.0900412499904632,0.280597,1.49485,0.311488,0.66011,,,5.0657,0.541112,-0.207859,999.0,,,,17969
205,Devin Williams,MIL,4,2,,3.0,35,0,14,5,35,142,24,13,12,4,16,,1,51,13.1053,4.10526,3.19231,1.10526,0.357759,0.112069,0.2456896528601646,0.191176,1.14035,0.280702,0.797101,,,3.41294,0.684412,0.966098,147.8800048828125,,,,15816,Devin Williams,MIL,3,2,,3.06279,35,0,14,5,35,144,25,13,12,4,16,,1,49,12.6249,4.13946,3.04989,0.977132,0.340105,0.111514,0.2285909652709961,0.196432,1.17238,0.285441,0.782026,,,3.35371,0.699598,0.946634,147.8800048828125,,,,15816,Devin Williams,MIL,7,4,,3.0,61,0,14,5,57.0,232,39,21,19,7,26,1,2,83,13.1053,4.10526,3.19231,1.10526,0.357759,0.112069,0.245689645409584,0.191176,1.14035,0.280702,0.797101,,,3.41294,0.740163,1.05285,147.8800048828125,,,,15816,406,Devin Williams,MIL,1.9319,1.4979,0.0,3.12558,35.0,0.0,13.993,4.6298,35.0,146.26,25.9237,13.3144,12.155,3.30167,16.2309,,1.408,47.2288,12.1445,4.17366,2.90981,0.849,0.32291,0.110973,0.2119369953870773,0.201551,1.20442,0.289689,0.768411,0.446108,,3.29449,0.482005,0.617456,147.8800048828125,,,,15816,251,Devin Williams,MIL,2.2069,1.7181,0.0,3.02305,28.6795,0.0,12.0807,2.87465,28.7863,119.403,20.6334,10.51,9.66917,4.19126,14.1313,0.407452,1.15813,39.7511,12.4281,4.41814,2.81297,1.31039,0.332915,0.11835,0.2145650535821914,0.198182,1.20768,0.273256,0.839353,,,3.97943,0.195314,0.504051,147.8800048828125,2.01818,-0.983867,1.30556,15816,Devin Williams,MIL,1.14089,0.664953,0.0,3.02129,28.964,0.0,13.993,4.6298,28.8354,119.189,20.3229,10.37,9.68,2.33237,12.9157,0.451752,1.55547,39.9871,12.4806,4.03121,3.096,0.727971,0.335494,0.108364,0.2271303236484527,0.194073,1.1527,0.288318,0.762966,,,3.03865,0.536107,0.592391,147.8800048828125,,,,15816
