Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ronald Acuña Jr.","ATL",147.525,659.752,568.822,172.654,104.362,32.7975,2.51717,32.978,120.375,88.6895,76.3255,3.87495,104.102,10.2683,3.59394,0.599468,10.23,56.5188,14.247,0.303529,0.115688,0.15779,0.733179,0.39339,0.543966,0.398099,0.937356,0.240437,6.95073,0.320847,,3.84894,124.07,43.6831,150.601,3.84894,5.03,45.206568002700806,-1.9876232147216797,6.55113,1.0499999523162842,,,,"18401"
"Mookie Betts","LAD",149.154,661.068,567.358,159.488,87.6014,35.0997,2.57518,34.2116,103.446,100.11,80.2272,1.60768,103.074,7.94387,4.91255,0.626678,9.28817,13.9722,3.89993,0.281106,0.12136,0.155921,0.778345,0.37499,0.532949,0.385605,0.907939,0.251843,5.02264,0.288002,,-0.193603,117.458,36.9107,146.015,-0.193603,1.04,37.49119581282139,3.8638079166412354,6.36974,4.610000133514404,,,,"13611"
"Aaron Judge","NYY",138.278,600.98,496.684,136.511,68.0562,21.6732,0.526265,46.2555,100.071,111.633,94.9471,8.65775,162.046,4.90293,3.39071,0.452915,8.98733,7.41069,3.09314,0.274845,0.157987,0.269636,0.585928,0.393985,0.599986,0.412932,0.99397,0.325141,3.32099,0.309334,,-1.05044,120.421,47.195,169.321,-1.05044,-5.21,48.86752426624298,-8.070360660552979,6.10362,13.170000076293945,,,,"15640"
"Juan Soto","NYY",152.916,664.22,529.538,145.904,81.8364,26.9341,1.89889,35.235,106.029,95.3458,125.82,8.36338,109.395,4.25032,3.91145,0.700467,15.124,10.1299,4.42994,0.275532,0.189425,0.164697,1.15014,0.415925,0.533185,0.403172,0.94911,0.257653,3.95634,0.28463,,-1.41213,127.709,46.7775,162.556,-1.41213,-0.78,48.37482976913452,-9.805683374404907,6.09564,9.819999694824219,,,,"20123"
"Adley Rutschman","BAL",142.983,602.375,517.732,138.467,90.0085,29.3088,1.60721,17.5428,74.8289,70.7287,74.7143,2.68162,93.9936,5.31238,4.04467,0.571417,12.5231,2.45862,1.09896,0.26745,0.124033,0.156038,0.794888,0.363065,0.43192,0.346428,0.794985,0.16447,3.06396,0.294765,,-1.2616,87.4301,14.0342,123.463,-1.2616,12.46,15.67345666885376,18.785379886627197,5.47631,53.130001068115234,,,,"26288"
"Corey Seager","TEX",130.699,570.948,503.325,148.35,83.5019,31.59,1.2909,31.967,82.058,93.3555,55.3973,5.14212,91.9473,5.61652,4.57486,0.523194,11.3062,1.6521,0.841389,0.29474,0.0970269,0.161043,0.602489,0.368006,0.553167,0.386902,0.921173,0.258427,2.63754,0.303092,,-1.0986,102.061,32.4941,146.8,-1.0986,-0.05,30.91828143596649,4.033114146441221,5.41898,30.170000076293945,,,,"13624"
"Yordan Alvarez","HOU",137.422,593.97,504.476,149.907,80.1108,31.5478,1.53894,36.709,94.5112,101.861,75.5508,5.33217,114.984,8.3455,5.0964,0.501412,10.6761,0.314275,0.149475,0.297153,0.127196,0.193586,0.657053,0.39396,0.58409,0.409506,0.97805,0.286937,2.45492,0.316301,,-1.22285,117.327,44.9548,165.738,-1.22285,-0.41,45.562989830970764,-12.622363239526749,5.29645,15.819999694824219,,,,"19556"
"José Ramírez","CLE",150.822,655.092,575.474,158.765,91.3931,35.53,4.28938,27.5527,93.8411,93.3921,68.1145,12.8513,72.5573,4.83804,6.08784,0.577836,7.51149,29.2885,9.49108,0.275886,0.103977,0.110759,0.938769,0.35403,0.496169,0.356522,0.850199,0.220283,5.97184,0.272535,,0.684441,100.573,20.7541,130.267,0.684441,4.9,24.44245797395706,5.642819166183472,5.21873,15.25,,,,"13510"
"Julio Rodríguez","SEA",150.631,661.583,596.614,168.56,100.898,32.9731,3.22633,31.4621,101.754,88.0927,51.235,4.71257,158.137,9.91262,3.14247,0.678592,10.0062,33.3692,9.28522,0.282528,0.0774431,0.239028,0.323992,0.347566,0.506813,0.362308,0.854379,0.224286,6.23934,0.334256,,1.54247,104.749,24.1392,136.452,1.54247,-3.07,30.43878734111786,-0.9391603469848633,5.18231,3.450000047683716,,,,"23697"
"Fernando Tatis Jr.","SDP",146.959,646.175,571.641,155.493,87.0281,31.856,2.99032,33.6186,101.489,94.4633,63.277,2.09712,147.856,6.20906,4.217,0.831206,10.3083,31.4163,8.26221,0.272012,0.0979254,0.228818,0.427962,0.348619,0.514634,0.36623,0.863253,0.242622,6.16994,0.309026,,1.60617,104.414,25.6816,135.866,1.60617,4.78,30.31743621826172,-2.0236573219299316,5.01671,8.40999984741211,,,,"19709"
"Shohei Ohtani","LAD",139.36,608.207,515.983,150.446,79.0388,27.1442,5.33793,38.9254,108.012,102.856,82.0997,12.0288,138.11,4.75385,3.83979,0.561149,9.07875,22.1118,11.121,0.291572,0.134986,0.227078,0.594451,0.391148,0.591188,0.407156,0.982335,0.299615,6.0955,0.325336,,-1.45709,118.952,44.8451,160.463,-1.45709,0,44.10021448135376,-15.0543212890625,4.96271,11.079999923706055,,,,"19755"
"Will Smith","LAD",123.627,510.568,437.928,114.463,67.9807,23.7945,1.70598,20.9814,68.037,70.7689,55.446,2.23276,85.0763,10.8519,5.6741,0.471941,8.29678,1.84637,0.519126,0.261373,0.108597,0.166631,0.651721,0.354502,0.46723,0.353037,0.821732,0.205857,3.23728,0.276945,,-0.867268,76.9074,14.6977,124.182,-0.867268,8.98,14.428335785865784,17.374424934387207,4.9059,85.47000122070312,,,,"19197"
"Freddie Freeman","LAD",153.503,676.078,588.015,176.657,111.667,37.9076,2.85234,24.2304,99.2946,92.25,74.4569,8.18477,107.102,8.52838,4.34059,0.736771,11.851,15.6283,5.64784,0.30043,0.110131,0.158417,0.695195,0.384461,0.49822,0.376289,0.882681,0.19779,4.90927,0.330627,,-0.694918,114.894,32.5182,139.77,-0.694918,3.38,32.6149839758873,-8.464367866516113,4.70515,9.130000114440918,,,,"5361"
"Rafael Devers","BOS",150.362,651.117,578.614,162.858,92.2098,34.1234,1.75594,34.7685,89.4194,103.916,59.6292,6.98113,119.114,7.86377,4.53644,0.473308,12.6004,4.57102,2.26685,0.281461,0.0915798,0.182938,0.500606,0.354035,0.526773,0.370693,0.880808,0.245311,3.4136,0.29839,,-1.21932,107.626,28.2914,131.798,-1.21932,-0.69,23.588632822036743,0.26258569955825806,4.58362,23.440000534057617,,,,"17350"
"Austin Riley","ATL",153.42,668.508,595.37,164.461,93.0215,32.2167,2.18173,37.0413,97.039,103.41,57.192,2.63871,159.053,10.167,5.31476,0.463856,11.703,1.71647,0.563394,0.276233,0.0855518,0.237923,0.359578,0.347013,0.524321,0.368448,0.871335,0.248088,3.10585,0.314935,,-1.10992,109.254,27.8004,130.723,-1.10992,-3.8,24.334147453308105,-1.6276729106903076,4.53543,19.030000686645508,,,,"18360"
"Alex Bregman","HOU",149.124,650.934,553.653,144.418,89.0206,30.7453,1.11021,23.5417,86.5547,81.7733,83.0593,0.98608,76.8103,8.01938,5.54536,0.656598,11.8478,2.05369,0.63741,0.260845,0.1276,0.118,1.08136,0.362148,0.447949,0.352172,0.810097,0.187104,2.83333,0.263434,,-1.23839,97.5836,18.2711,125.999,-1.23839,2.06,19.03930675983429,4.1714982986450195,4.51914,95.16000366210938,,,,"17678"
"Kyle Tucker","HOU",151.161,644.728,565.089,158.021,89.4769,34.6046,3.78899,30.1502,99.6774,91.7348,68.2149,5.2869,92.1688,3.44193,6.43907,0.528733,8.61209,24.9857,6.46402,0.279638,0.105804,0.142958,0.740109,0.357094,0.51435,0.367873,0.871444,0.234712,6.05527,0.284657,,1.068,105.06,26.5038,136.881,1.068,0.4,29.559242963790894,-6.694389432668686,4.46363,6.739999771118164,,,,"18345"
"Corbin Carroll","ARI",147.694,631.086,554.604,153.544,91.1227,32.1723,8.43954,21.8094,100.207,75.2369,60.0695,1.88805,132.77,9.55798,4.12406,2.73085,9.79567,39.4965,7.41419,0.276853,0.0951844,0.210383,0.452434,0.355168,0.48327,0.358854,0.838438,0.206417,8.09833,0.325956,,3.54588,98.1101,21.2159,125.477,3.54588,5.55,23.46421527862549,-0.4417858123779297,4.4398,6.539999961853027,,,,"25878"
"Bobby Witt Jr.","KCR",151.985,658.057,605.477,165.89,98.0924,34.0582,6.52522,27.2144,101.724,82.1166,40.5102,1.21664,122.267,5.6147,5.42729,1.02819,5.39415,45.2726,10.1576,0.273983,0.0615604,0.185799,0.331327,0.322688,0.486628,0.343282,0.809316,0.212645,7.83006,0.300539,,3.66538,93.7929,13.6125,114.801,3.66538,-0.88,15.33543086051941,6.156342625617981,4.37185,2.5799999237060547,,,,"25764"
"Francisco Lindor","NYM",152.484,655.896,578.036,145.934,88.3246,27.7429,1.82136,28.0447,89.1611,82.5139,60.3152,1.68498,128.689,8.15476,5.2129,1.36443,10.4168,21.8351,6.31777,0.252465,0.0919585,0.196203,0.468692,0.328982,0.452313,0.335734,0.781295,0.199849,5.32992,0.2764,,0.505291,89.3731,9.45595,114.762,0.505291,1.6,12.499946415424347,8.659443974494934,4.33831,23.149999618530273,,,,"12916"
"Matt Olson","ATL",152.548,661.735,564.939,150.327,78.5919,28.4454,1.06715,42.2225,100.619,108.468,84.4508,5.36543,149.636,7.27641,4.54889,0.520184,11.7084,1.84352,0.696256,0.266094,0.12762,0.226127,0.564374,0.366075,0.544438,0.383244,0.910513,0.278344,2.72702,0.286272,,-1.19616,116.279,35.6504,140.642,-1.19616,0,32.12170076370239,-11.770679473876953,4.27754,16.56999969482422,,,,"14344"
"Mike Trout","LAA",126.357,547.594,463.878,121.924,61.7478,23.1942,2.46709,34.5153,83.3087,89.1535,70.4729,5.09573,152.02,9.46303,3.31267,0.467277,6.36086,2.55427,0.998621,0.262837,0.128696,0.277614,0.463577,0.368946,0.546693,0.385129,0.915639,0.283856,3.80369,0.311446,,-0.963068,97.0795,30.3584,146.069,-0.963068,-4.82,29.264112055301666,-5.469984829425812,4.22731,69.0199966430664,,,,"10155"
"Gunnar Henderson","BAL",145.493,618.97,550.815,140.105,82.3623,28.8084,4.48706,24.4473,83.4116,78.5177,58.7142,1.08039,158.383,5.16554,3.73816,0.536797,10.933,10.9857,3.38274,0.254359,0.0948579,0.255881,0.37071,0.329841,0.456104,0.337587,0.785946,0.201745,5.38917,0.311139,,-0.349122,85.2943,9.87641,117.336,-0.349122,2.27,12.508067637681961,7.965875625610352,4.13797,32.779998779296875,,,,"26289"
"Trea Turner","PHI",152.4,666.218,607.618,168.287,108.332,32.0654,4.13677,23.7526,93.2093,83.6492,45.7433,0.902845,135.465,5.02873,3.95929,0.621004,10.4721,31.9323,6.68062,0.276962,0.0686611,0.203335,0.337675,0.330731,0.460625,0.339312,0.791355,0.183663,6.49544,0.319513,,2.34775,92.7596,11.5848,112.075,2.34775,-1.82,12.314133644104004,5.235555291175842,4.01343,11.8100004196167,,,,"16252"
"Sean Murphy","ATL",115.447,463.051,402.236,101.662,58.471,22.3568,0.860283,19.9736,62.4498,61.791,46.2464,0.812979,103.519,10.5414,3.07862,0.421457,9.23948,0.200538,0.0689593,0.252742,0.0998732,0.223558,0.446744,0.342889,0.46157,0.346981,0.804459,0.208828,2.3491,0.289857,,-0.870818,67.421,11.0009,116.332,-0.870818,9.02,8.497932970523834,15.954494953155518,4.01151,144.39999389648438,,,,"19352"
"Bo Bichette","TOR",146.008,638.142,593.008,171.778,112.622,34.8103,1.54437,22.8015,85.7175,83.6788,37.0198,0.342338,124.062,3.66369,3.80301,0.647289,13.2592,15.3607,4.47111,0.289673,0.0580119,0.194412,0.298397,0.333276,0.468934,0.343704,0.80221,0.179261,4.68989,0.331098,,0.00637569,91.1781,13.4242,120.672,0.00637569,-4.08,15.812660595402122,2.679629325866699,4.0053,37.7400016784668,,,,"19612"
"William Contreras","MIL",140.05,581.4,515.311,134.951,87.9884,26.0704,1.49494,19.3968,69.1568,71.9585,56.7944,1.14322,131.118,4.92184,3.31704,1.0555,13.803,3.42665,1.1898,0.261882,0.0976856,0.225521,0.433155,0.338879,0.431198,0.33425,0.770077,0.169316,3.34527,0.313908,,-0.961543,78.5055,7.66529,108.982,-0.961543,10.4,5.507646024227142,14.722530364990234,3.99256,79.70999908447266,,,,"20503"
"Bryce Harper","PHI",145.252,626.987,527.388,148.12,85.8421,33.3807,1.58952,27.3077,90.7401,88.9266,88.151,7.78981,132.88,5.93427,4.74031,0.773253,11.7618,11.7009,6.20745,0.280856,0.140595,0.211935,0.663386,0.386777,0.505515,0.37956,0.892293,0.22466,4.10894,0.324816,,-1.60618,108.255,31.8604,139.057,-1.60618,1.37,28.731088161468506,-10.136587977409363,3.98433,17.639999389648438,,,,"11579"
"Vladimir Guerrero Jr.","TOR",153.134,662.515,581.379,166.869,102.578,32.3952,0.888186,31.0078,92.8131,96.7769,68.1451,5.94919,95.8023,7.37167,5.03554,0.583777,15.8846,7.22285,2.54914,0.287023,0.102858,0.144604,0.711309,0.366179,0.505804,0.370423,0.871984,0.218782,3.38283,0.295604,,-0.957766,109.362,28.638,139.191,-0.957766,-0.09,30.153327643871307,-12.801415294408798,3.97413,30.18000030517578,,,,"19611"
"Marcus Semien","TEX",152.908,679.752,603.911,158.178,93.131,33.3752,3.35163,28.3198,93.6337,88.14,61.5238,0.11343,111.313,3.9555,4.64066,0.715158,8.86324,17.4242,5.79118,0.261922,0.0905091,0.163756,0.552707,0.33182,0.468969,0.343252,0.800789,0.207047,5.23451,0.276931,,-0.18073,96.868,14.0442,116.545,-0.18073,0.93,13.295323178172112,3.289691388607025,3.95604,30.790000915527344,,,,"12533"
"Jose Altuve","HOU",139.33,615.154,543.494,147.858,94.395,27.6735,1.15086,24.6389,87.7585,78.9158,61.6605,0.601928,98.7018,5.94269,3.13205,0.924351,12.9917,12.7208,4.36931,0.272051,0.100236,0.160451,0.624715,0.350783,0.463207,0.351542,0.81399,0.191156,4.44544,0.291102,,-0.543612,91.8976,16.9447,125.562,-0.543612,-0.89,18.297372460365295,0.3150315284729004,3.93942,42.650001525878906,,,,"5417"
"Cal Raleigh","SEA",129.634,511.346,458.443,102.445,52.574,22.3166,0.990454,26.5636,60.4122,73.0721,44.9523,0.790664,141.849,3.85626,3.63949,0.45508,6.29679,1.01707,0.304144,0.223462,0.0879098,0.277403,0.316903,0.296058,0.450292,0.318519,0.74635,0.226829,2.49368,0.258389,,-0.700032,62.366,0.0614431,106.101,-0.700032,13.42,3.038253605365753,18.338937282562256,3.86353,143.2100067138672,,,,"21534"
"Xander Bogaerts","SDP",145.954,627.479,554.202,155.671,103.98,31.9543,1.12703,18.6094,79.8689,77.875,56.1179,1.22272,110.815,6.16004,5.58467,0.550048,14.6778,10.3813,2.62543,0.280892,0.0894339,0.176604,0.506411,0.350364,0.443354,0.343481,0.793718,0.162462,4.20016,0.31848,,-0.303506,89.538,13.0834,120.615,-0.303506,0.64,15.721900224685669,1.110276311635971,3.81026,100.7699966430664,,,,"12161"
"Manny Machado","SDP",142.388,611.1,544.763,145.56,89.017,25.5777,1.41493,29.5502,80.0833,89.8907,57.2728,4.32422,112.932,2.90098,5.18425,0.509939,10.4781,8.82651,2.59237,0.267199,0.0937209,0.184801,0.507145,0.337202,0.482078,0.347919,0.81928,0.214879,3.89843,0.284711,,-0.445096,89.4531,14.9942,123.59,-0.445096,0.08,17.4143288731575,-1.0186728686094284,3.71109,62.099998474121094,,,,"11493"
"Brandon Nimmo","NYM",145.654,640.258,548.781,145.006,92.3701,28.6191,4.63013,19.3869,85.3768,69.7448,74.5175,0.308399,131.191,11.8195,3.01309,2.12682,13.7125,4.93173,1.76657,0.264233,0.116387,0.204903,0.568009,0.362532,0.43924,0.350342,0.801772,0.175006,4.52149,0.313096,,-1.13387,95.0098,16.9981,124.555,-1.13387,0.16,18.342448234558105,-3.98584446310997,3.60682,198.5,,,,"12927"
"Ketel Marte","ARI",144.105,621.026,547.144,148.265,90.1641,32.578,4.75501,20.7675,83.1526,81.0567,63.0241,1.80547,107.38,6.03181,3.91746,0.570604,12.6207,6.91835,2.3208,0.270979,0.101484,0.172908,0.586925,0.350451,0.461771,0.349587,0.812222,0.190792,4.8389,0.301473,,-0.808787,91.7668,16.0984,119.265,-0.808787,-0.68,14.012642741203308,0.9699475169181824,3.6039,114.05999755859375,,,,"13613"
"Ozzie Albies","ATL",147.501,642.025,584.863,157.61,92.3868,32.1687,4.02382,29.0307,92.2173,87.9078,44.901,1.53213,110.573,5.89626,5.76253,0.601852,8.21394,17.9955,4.86204,0.269482,0.0699365,0.172225,0.406076,0.324914,0.487154,0.344589,0.812068,0.217672,5.85247,0.285084,,0.455498,92.2045,13.9775,114.728,0.455498,-0.24,12.169988721609116,1.8404436260461807,3.57831,23.290000915527344,,,,"16556"
"Luis Robert Jr.","CHW",143.285,603.548,554.77,150.509,86.0301,30.4666,2.06312,31.9489,87.1271,85.5869,34.7341,2.6826,158.699,8.90347,3.84797,0.531645,7.94534,20.2679,5.08648,0.271299,0.0575499,0.262944,0.218868,0.322365,0.506423,0.350002,0.828788,0.235123,5.60506,0.322199,,0.928257,89.3921,15.8533,122.64,0.928257,-4.48,17.30128824710846,-2.45902156829834,3.52416,33.22999954223633,,,,"20043"
"Pete Alonso","NYM",152.135,649.48,563.366,142.283,75.611,23.7085,1.26342,41.7005,89.2556,106.531,65.5249,7.16219,138.863,14.7632,5.29287,0.5335,10.6278,4.71484,1.27136,0.25256,0.100888,0.213806,0.471868,0.342974,0.521189,0.363212,0.864163,0.26863,3.33502,0.259171,,-0.739679,103.321,24.1852,133.183,-0.739679,-1.53,25.959440171718597,-13.366634607315063,3.46227,27.440000534057617,,,,"19251"
"Gleyber Torres","NYY",146.535,621.52,554.276,147.162,96.077,26.3075,1.07518,23.7025,81.7968,77.9334,56.1753,1.20829,106.543,3.94682,6.03887,1.08296,10.6346,15.7329,4.99081,0.265503,0.0903838,0.171424,0.527254,0.334094,0.445135,0.335607,0.779229,0.179631,4.5813,0.287069,,-0.154163,84.6237,8.89508,115.726,-0.154163,-0.28,11.556907162070274,1.9813425242900848,3.455,79.66000366210938,,,,"16997"
"Dansby Swanson","CHC",150.969,642.787,570.998,145.749,92.127,27.722,1.84683,24.0537,81.7528,80.8149,57.8342,0.748866,156.894,5.02395,4.68961,1.34756,10.576,14.9886,4.23146,0.255254,0.0899742,0.244084,0.36862,0.326692,0.43665,0.329669,0.763342,0.181396,4.81853,0.308294,,0.0232935,84.349,6.0291,107.102,0.0232935,-0.13,5.67883063480258,6.859305024147034,3.43408,119.61000061035156,,,,"18314"
"Isaac Paredes","TBR",132.22,541.316,471.363,116.234,65.9826,22.4595,0.681503,27.1104,66.7669,77.3577,55.3621,0.957826,94.3787,9.58721,4.46606,0.5379,9.76987,0.638443,0.156761,0.246591,0.102273,0.174351,0.586595,0.335042,0.469675,0.345277,0.804717,0.223084,1.98168,0.25152,,-0.939942,78.0507,12.0945,124.943,-0.939942,1.02,15.238240122795105,0.6218668222427368,3.41489,190.6300048828125,,,,"20036"
"J.P. Crawford","SEA",145.238,625.43,538.006,136.863,94.5153,26.9079,1.81867,13.6212,73.1653,59.7701,74.0683,0.641447,107.795,6.59547,3.64989,2.23226,13.6234,3.20953,1.45087,0.25439,0.118428,0.172353,0.687124,0.349542,0.387119,0.326404,0.736661,0.132729,3.25469,0.293266,,-1.31531,80.3755,4.17048,111.566,-1.31531,-1.65,7.3523383140563965,5.073981881141663,3.35736,276.1199951171875,,,,"15491"
"Max Muncy","LAD",130.759,551.961,458.958,103.837,53.1663,19.7992,1.45351,29.4182,77.1393,81.9714,81.1444,2.21427,139.183,7.03918,4.38456,0.434466,8.0722,1.66717,0.505669,0.226246,0.147011,0.252161,0.583004,0.348163,0.468012,0.351025,0.816175,0.241767,3.06665,0.252489,,-0.952056,82.2203,14.967,122.833,-0.952056,-1.15,14.661340117454529,0.13410913944244385,3.3506,181.47000122070312,,,,"13301"
"Alejandro Kirk","TOR",102.334,390.23,342.482,89.6634,62.6162,16.8818,0.148211,10.0171,44.2745,44.1999,39.7288,1.48904,45.2589,4.56425,2.98688,0.468219,10.4627,0.160124,0.030654,0.261805,0.101809,0.11598,0.877811,0.343688,0.399709,0.325778,0.743396,0.137904,1.54824,0.27446,,-0.793189,49.9465,2.39926,108.247,-0.793189,10.99,3.0627627968788147,17.280146598815918,3.3502,246.55999755859375,,,,"22581"
"Michael Harris II","ATL",145.922,596.983,551.16,152.838,96.3786,33.2977,3.28036,19.8818,86.8099,71.0908,35.2276,1.81514,123.999,6.36731,3.04452,1.18323,10.9315,24.2799,6.02886,0.277303,0.0590094,0.207709,0.284097,0.32634,0.457838,0.335594,0.784178,0.180535,6.48346,0.324028,,1.26222,81.2764,8.53752,108.699,1.26222,2.92,7.695467114448547,5.171882629394531,3.31129,27.989999771118164,,,,"25931"
"Francisco Alvarez","NYM",120.769,464.895,412.271,92.0453,53.0899,16.3193,0.547539,22.0886,54.2073,63.0613,42.3804,1.77551,124.725,6.69045,3.07888,0.474583,8.35117,2.07867,0.78571,0.223264,0.0911613,0.268285,0.339792,0.303854,0.426238,0.314263,0.730092,0.202974,2.68687,0.260511,,-0.689378,55.0572,-1.58758,100.368,-0.689378,10.77,-0.4775359481573105,17.764997959136963,3.3033,146.61000061035156,,,,"26121"
"J.T. Realmuto","PHI",133.216,530.397,473.683,120.963,73.7077,24.1274,3.30115,19.8269,70.4115,66.457,38.9106,1.75087,128.803,8.45009,3.7835,0.496156,7.92434,17.5068,4.39863,0.255367,0.0733612,0.242843,0.302093,0.320722,0.445812,0.32876,0.766534,0.190444,6.04542,0.307558,,0.72543,69.2007,4.57489,105.002,0.72543,1.14,4.011832416057587,10.802271485328674,3.2792,73.55999755859375,,,,"11739"
"Willy Adames","MIL",145.296,617.601,547.119,133.642,77.8137,26.7704,1.52318,27.535,75.5044,85.4051,61.0453,1.70634,160.88,3.60954,4.37967,0.499802,9.02911,7.27845,2.25371,0.244265,0.0988426,0.260492,0.379446,0.321831,0.449745,0.331121,0.771576,0.20548,3.95113,0.292239,,-0.580139,81.7891,6.53806,106.885,-0.580139,0.42,4.687345325946808,7.146666914224625,3.2783,177.74000549316406,,,,"15986"
"Willson Contreras","STL",120.047,485.075,416.356,106.781,63.7003,20.7699,1.49861,20.8121,66.6,64.784,48.6396,0.65781,110.125,14.4275,3.23677,0.725732,10.9476,6.25367,1.88982,0.256465,0.100272,0.227027,0.441676,0.3519,0.463508,0.352646,0.815408,0.207042,4.35651,0.297825,,-0.518607,72.9101,13.8066,123.879,-0.518607,-3.53,13.830844402313232,2.515251398086548,3.27799,139.5800018310547,,,,"11609"
"Nolan Arenado","STL",144.913,617.104,558.33,145.061,87.617,28.5786,1.38959,27.476,75.0111,88.1748,48.0147,3.83964,91.3514,4.23076,5.88603,0.642658,9.52999,4.53023,1.32593,0.259813,0.0778065,0.148032,0.525605,0.320063,0.46361,0.332878,0.783673,0.203797,3.32779,0.264006,,-0.701672,82.6234,7.43285,110.626,-0.701672,2.43,7.421824157238007,4.293593049049377,3.26479,103.77999877929688,,,,"9777"
"Jonah Heim","TEX",123.499,481.96,435.763,101.244,61.8018,21.667,0.601505,17.1739,52.8876,58.4912,39.102,1.13728,95.836,2.74433,3.61789,0.654259,8.27089,2.05124,0.771289,0.232338,0.0811311,0.198846,0.408009,0.297345,0.403054,0.302578,0.700399,0.170716,2.67561,0.257591,,-0.705154,52.4013,-6.32276,88.3537,-0.705154,16.03,-7.430753529071808,23.58280849456787,3.24297,176.6999969482422,,,,"16930"
"Luis Arraez","MIA",144.078,619.82,561.931,179.259,136.162,31.1609,3.17694,8.75934,72.6631,70.6372,47.2472,4.99486,36.7988,4.03063,5.6166,0.994871,15.3145,5.0424,2.72939,0.319006,0.0762273,0.0593701,1.28393,0.37254,0.43253,0.348294,0.80507,0.113524,3.65769,0.326635,,-1.5493,90.9227,15.4012,118.174,-1.5493,1.03,12.405814170837402,-1.1411101818084717,3.22907,161.4600067138672,,,,"18568"
"Patrick Bailey","SFG",105.327,406.622,368.229,83.2075,55.0289,18.4341,0.820576,8.92389,40.6975,40.673,31.5205,0.684068,105.914,3.33102,2.55542,0.985725,7.16195,2.02461,0.67433,0.225967,0.077518,0.260472,0.297605,0.291047,0.353189,0.282853,0.644235,0.127222,3.1085,0.29023,,-0.566968,37.5487,-11.9958,78.5041,-0.566968,21.27,-11.395365357398987,29.39708423614502,3.17655,365.8299865722656,,,,"27478"
"Randy Arozarena","TBR",147.708,636.544,555.601,143.884,90.5741,28.2031,2.46775,22.6391,90.0571,71.4618,62.167,1.59198,150.265,14.0524,4.08142,0.641997,11.1199,32.3169,9.85252,0.25897,0.0976633,0.236064,0.413715,0.346128,0.440855,0.341492,0.786983,0.181886,6.12781,0.313474,,1.03195,89.7802,12.221,122.319,1.03195,-1.17,18.055022716522217,-8.498535990715027,3.10883,43.810001373291016,,,,"19290"
"Carlos Correa","MIN",135.571,582.495,512.045,132.101,84.2217,26.4211,0.852544,20.6054,69.4602,72.0124,59.3841,1.86364,124.41,4.27723,4.32345,0.488359,12.3267,0.0812634,0.0297848,0.257987,0.101948,0.213581,0.477325,0.337504,0.433641,0.33374,0.771144,0.175654,1.92844,0.300241,,-1.12142,78.4068,7.43319,113.662,-1.12142,-1.62,8.414242506027222,2.933492064476013,3.10439,239,,,,"14162"
"Yandy Díaz","TBR",135.698,589.862,510.464,143.404,99.2879,27.1922,1.08609,15.8373,73.0522,67.6723,69.7556,0.978658,86.0199,5.66554,3.21159,0.764954,16.9404,2.60266,1.20566,0.280928,0.118258,0.145831,0.810924,0.371458,0.431528,0.35174,0.802986,0.150601,2.82008,0.309763,,-1.32697,88.2162,16.3449,129.422,-1.32697,1.86,19.467916131019592,-9.075880646705627,3.03404,139,,,,"16578"
"Royce Lewis","MIN",132.296,560.423,509.37,132.43,80.9062,26.9145,1.88174,22.728,73.7737,70.9379,41.5124,1.27457,126.602,5.0299,3.88036,0.629951,8.44027,16.9808,3.57705,0.259989,0.0740734,0.225905,0.327896,0.319712,0.454075,0.331292,0.773788,0.194087,5.34887,0.301446,,0.914186,74.2963,6.01206,111.965,0.914186,0.71,8.949050903320312,2.3673028349876404,3.02651,52.88999938964844,,,,"20437"
"Jung Hoo Lee","SFG",135.603,586.151,531.428,149.813,97.4492,38.3661,3.23824,10.7592,70.4909,65.2995,45.0834,2.45639,62.9086,4.81922,4.13772,0.682968,12.4642,5.71449,2.1288,0.281906,0.0769143,0.107325,0.71665,0.341121,0.427025,0.331943,0.768146,0.145119,4.18443,0.301048,,-0.872057,78.0242,6.60512,111.413,-0.872057,0,7.415864944458008,2.0926387310028076,2.93956,999,,,,"33824"
"Ha-Seong Kim","SDP",143.983,595.301,523.152,126.422,83.7528,25.0195,2.22851,15.4211,74.8734,57.5375,59.2325,0.736375,114.563,5.66161,4.02877,3.22609,9.18549,25.1246,5.47259,0.241654,0.0995001,0.192445,0.517032,0.323128,0.38643,0.311586,0.709558,0.144776,5.70244,0.27946,,1.57539,69.1776,-3.3564,99.2336,1.57539,1.6,1.0101731419563293,8.163720726966858,2.93728,87.79000091552734,,,,"27506"
"Andrés Giménez","CLE",143.568,594.176,534.84,139.466,92.9428,26.9688,3.68404,15.8703,78.4314,63.6918,33.2491,2.45082,115.316,17.6846,4.14294,4.25932,10.4977,29.6457,7.1634,0.260762,0.0559584,0.194078,0.28833,0.322757,0.413981,0.31904,0.736738,0.153219,6.77519,0.303082,,1.81592,72.7253,0.328435,104.288,1.81592,1.65,4.868979811668396,3.9608479738235474,2.89288,100.11000061035156,,,,"19950"
