Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jonathan India","CIN",129.036,558.438,484.16,122.852,78.5408,25.5246,1.19093,17.5954,76.04,63.0502,54.0123,0.563757,118.411,15.3732,3.87864,1.01336,10.2605,12.4719,3.49223,0.253742,0.0967204,0.21204,0.456141,0.344867,0.420406,0.335001,0.765273,0.166665,4.80306,0.298996,-0.342577,-0.115053,75.7534,7.71096,104.603,-0.457631,-2.07051,2.726597875356674,-6.556915044784546,1.51529,244.1199951171875,3.43238,1.15594,0.344451,"21523"
"Leody Taveras","TEX",124.361,489.86,447.491,113.239,75.2934,23.1944,2.89071,11.8604,59.0118,52.9204,34.4351,0.629263,111.433,2.17532,3.43367,2.32542,6.38621,14.5321,4.47472,0.253053,0.0702958,0.227478,0.309022,0.307361,0.397317,0.305412,0.704678,0.144264,5.71575,0.309428,0.539634,0.160348,54.413,-5.27364,90.3177,0.699983,1.4686,-4.983092665672302,3.3877477645874023,1.5,275.4700012207031,2.81009,-0.28772,0.6557,"18900"
"Christopher Morel","CHC",128.47,532.073,477.928,114.893,63.8145,22.1656,3.39447,25.5183,71.0783,73.6443,45.1574,0.319261,163.058,3.9225,2.90203,2.16376,7.40534,10.3209,3.87843,0.240398,0.0848707,0.306459,0.27694,0.309435,0.461162,0.32932,0.770598,0.220764,5.46141,0.305812,0.468501,-0.440227,69.6666,4.83658,107.637,0.0282738,-1.27484,4.979874832555652,-8.213822484016418,1.48238,185.05999755859375,1.69577,-0.252394,0.640964,"21897"
"Orlando Arcia","ATL",126.877,503.139,456.379,114.05,76.3691,20.6124,0.381747,16.6868,60.6865,60.3572,39.2062,0.389674,97.8614,3.08577,3.66773,0.800408,12.1591,2.01585,0.872523,0.249902,0.0779233,0.194502,0.40063,0.311229,0.406431,0.311444,0.717659,0.156528,2.7902,0.281805,0.0776968,-0.876399,58.4086,-2.89588,92.5088,-0.798703,-2.76007,-5.46806412935257,3.113868474960327,1.47461,336.17999267578125,5.17885,-0.425043,0.192138,"13185"
"Colt Keith","DET",116.406,478.198,431.314,109.847,69.6547,23.4518,2.89542,13.8446,53.6414,57.1533,38.8672,1.12556,108.289,3.88883,3.29371,0.834376,8.51047,2.96611,0.939532,0.254679,0.0812784,0.226452,0.358921,0.319678,0.418774,0.319205,0.738452,0.164095,3.97086,0.307232,-0.150604,-0.660799,58.5954,0.329762,102.004,-0.811403,-0.792936,0.3369789123535156,-1.7909289002418518,1.4746,999,2.40544,0.320349,0.354377,"27899"
"Trent Grisham","NYY",94.0562,367.085,315.298,69.5528,39.8806,15.0491,1.26563,13.3574,46.7548,41.0497,42.9162,0.434134,99.779,4.25713,1.94194,2.67234,4.45658,9.21854,2.43447,0.220594,0.116911,0.271814,0.430113,0.320313,0.403446,0.31684,0.723759,0.182852,5.2892,0.275328,0.328491,0.148753,44.2592,-0.467967,99.1312,0.477244,0.668779,0.08863446116447449,2.120264172554016,1.46547,531.8099975585938,3.06251,0.619625,0.68316,"18564"
"Geraldo Perdomo","ARI",120.432,458.414,391.429,93.4022,68.0631,16.6894,2.96864,5.68104,56.2873,38.3175,51.234,1.50535,86.4302,5.48758,2.82548,7.43716,6.05254,12.9165,3.92831,0.238618,0.111764,0.188542,0.592779,0.332886,0.339964,0.301374,0.67285,0.101346,5.66966,0.290329,0.471448,-0.0246259,49.3826,-6.47246,86.9432,0.446822,0.635526,-6.968201220035553,5.929475247859955,1.45384,426.3299865722656,2.52143,-0.992321,0.937667,"22799"
"Brendan Donovan","STL",120.483,497.667,433.292,117.972,85.2768,21.2231,1.39048,10.0817,64.1511,49.3373,49.3396,1.57239,75.8512,10.7465,2.51718,1.77156,9.43024,6.14055,2.22113,0.272269,0.0991418,0.152414,0.650478,0.359064,0.397471,0.333963,0.756535,0.125202,4.20964,0.308367,0.22388,-0.817306,67.0809,6.44306,110.802,-0.593426,-0.526209,5.957224607467651,-8.354877650737762,1.44906,286.4599914550781,3.40293,-1.25101,0.832282,"24679"
"Henry Davis","PIT",115.025,468.118,406.604,98.6336,62.1028,20.2096,1.61409,14.7071,54.6517,52.6501,47.4524,3.0568,112.256,10.352,2.65565,1.05361,8.01393,8.44261,3.70011,0.242579,0.101368,0.239803,0.422716,0.334939,0.408733,0.324049,0.743672,0.166154,4.27696,0.297299,-0.334121,-0.773558,59.2436,2.20615,100.976,-1.10768,-3.36756,-0.541467010974884,-0.9385030269622803,1.44281,217.10000610351562,2.13856,-1.91859,0.358488,"29617"
"Jorge Soler","SFG",131.436,556.546,484.046,116.366,65.0051,22.3015,0.436882,28.6221,70.8158,75.628,61.9797,2.17983,140.154,5.93087,3.89543,0.693986,11.6856,1.05752,0.384918,0.240402,0.111365,0.251829,0.442224,0.33152,0.465673,0.341492,0.797193,0.225271,2.18664,0.274916,-0.738977,-0.958296,78.4971,10.6852,115.933,-1.69727,-1.47397,9.108201146125793,-13.643939137458801,1.43558,172.99000549316406,3.32839,0.0434762,0.943414,"14221"
"Josh Lowe","TBR",108.963,441.707,400.946,102.67,62.0144,24.491,2.05086,14.1139,55.8184,55.3055,34.5089,1.4556,119.705,2.39783,2.86127,0.992966,4.7009,21.2476,3.89067,0.25607,0.0781261,0.271005,0.288283,0.316706,0.432987,0.32199,0.749693,0.176918,6.18735,0.328,-0.456709,1.85636,55.1456,1.32613,102.641,1.39965,1.3307,2.821271061897278,-3.521698474884033,1.42848,111.69000244140625,4.91423,0.530702,0.91991,"19953"
"Jose Siri","TBR",120.098,461.614,425.508,94.8395,53.844,18.1612,2.69291,20.1415,60.4202,57.4258,28.1061,0.200193,158.503,4.37253,2.57912,1.04875,4.70124,19.1536,4.0359,0.222885,0.0608866,0.343366,0.177323,0.276439,0.420229,0.298224,0.696668,0.197344,6.9789,0.29946,-0.0774823,1.46367,48.5197,-7.72527,86.4434,1.38619,2.98936,-6.239291787147522,4.842717409133911,1.42659,274.0799865722656,2.81843,0.202032,1.01012,"17452"
"Jake Rogers","DET",95.0675,351.311,315.887,68.2487,38.3266,12.6006,1.52422,15.7974,41.2829,43.9888,28.0059,0.240641,112.723,2.98874,1.87267,2.55741,4.22444,1.62465,0.770483,0.216055,0.0797183,0.320865,0.248448,0.284566,0.415624,0.301392,0.700189,0.199569,3.88681,0.277171,0.00578036,-0.532548,37.8504,-4.95484,89.6579,-0.526768,1.05691,-4.8802072405815125,7.134862184524536,1.41467,320.3599853515625,2.38084,1.74599,0.57095,"19452"
"Mitch Garver","SEA",113.918,463.242,402.256,94.7238,55.5808,17.1406,0.348103,21.6543,56.7209,62.0391,53.0715,0.710642,118.577,4.73311,2.85619,0.325183,6.54162,0.96407,0.469405,0.235481,0.114565,0.255973,0.447568,0.329494,0.44132,0.333593,0.770814,0.205838,2.17127,0.275859,-0.369359,-0.873484,62.2981,5.85478,116.549,-1.24284,-0.391885,7.942889094352722,-9.690758973360062,1.39464,171.80999755859375,2.67829,0.177136,0.547646,"15161"
"Masataka Yoshida","BOS",135.233,567.948,510.7,147.392,99.807,29.8943,2.10072,15.59,69.9436,71.2964,45.8061,2.16342,74.1475,7.19649,3.55706,0.687676,15.8317,5.80453,1.36204,0.288608,0.080652,0.130553,0.61777,0.353268,0.446951,0.345782,0.800218,0.158343,3.96367,0.310473,-1.12669,-0.574727,82.1286,12.9275,114.532,-1.70142,-0.802312,8.187570452690125,-13.680236041545868,1.37584,189.00999450683594,2.14854,0.0882042,0.968974,"31837"
"Brendan Rodgers","COL",122,514.33,470.64,129.468,86.4934,26.8101,2.30109,13.8632,61.7228,61.2694,34.6501,0.34106,99.7433,5.87076,2.84853,0.320623,13.4707,0.435072,0.320769,0.275089,0.0673694,0.193928,0.347393,0.330711,0.430201,0.329415,0.760912,0.155112,2.87298,0.321229,0.154428,-1.02441,67.3842,4.71609,91.0185,-0.86998,0.953699,-6.5928122997283936,2.836413085460663,1.37281,337.4599914550781,3.81015,-1.00315,0.782678,"17907"
"Lourdes Gurriel Jr.","ARI",130.119,545.117,502.626,138.923,89.4399,30.9803,1.95297,16.5503,64.716,70.6388,32.9925,0.721482,96.2209,5.21367,3.71975,0.565101,11.9889,4.6268,1.79671,0.276395,0.0605237,0.176514,0.342883,0.325276,0.444586,0.330877,0.769861,0.16819,3.75644,0.310927,-0.819048,-0.810963,72.0794,5.65998,106.721,-1.63001,0.235316,2.9091296195983887,-7.7452525198459625,1.36974,231.07000732421875,2.03977,-0.382761,0.688373,"19238"
"Masyn Winn","STL",118.549,476.716,430.405,104.484,72.0387,19.8161,3.19453,9.4345,56.468,46.6608,34.2083,0.210172,94.3063,3.5405,4.91488,3.64751,6.09477,13.2771,3.1006,0.242757,0.0717582,0.197825,0.362736,0.30066,0.369402,0.29263,0.670062,0.126645,5.8705,0.286657,-0.260029,0.502424,47.8923,-10.1927,82.6307,0.242395,1.79318,-9.847283154726028,7.281583666801453,1.36124,358.5799865722656,1.66028,-0.219339,0.727041,"27479"
"Jake Cronenworth","SDP",138.303,581.606,511.988,125.186,78.3948,27.5847,4.90963,14.2966,69.3191,65.3446,52.9339,2.01967,104.763,10.7821,4.79739,1.10527,8.71486,5.45556,1.63006,0.244509,0.0910132,0.180127,0.505271,0.325411,0.401336,0.316533,0.726748,0.156827,4.8185,0.278808,0.586654,-0.676317,69.9758,-0.889568,98.9222,-0.0896631,3.25994,-0.8534984514117241,-5.374271631240845,1.35187,323.5899963378906,1.78801,-1.07105,0.322881,"18036"
"DJ LeMahieu","NYY",109.675,473.061,416.969,105.034,75.9592,17.341,1.5344,10.1995,56.2967,44.2854,49.6725,0.591796,87.8898,2.93501,2.643,0.84186,11.5565,2.66034,1.26467,0.251899,0.105002,0.185789,0.565168,0.333831,0.37423,0.313253,0.708061,0.122331,3.41074,0.294954,-0.7069,-0.987783,55.6278,-2.01201,96.687,-1.69468,2.5376,-3.6044275760650635,1.0280590057373047,1.34778,351.6499938964844,3.8582,-1.62529,0.498442,"9874"
"Christian Encarnacion-Strand","CIN",127.906,524.587,478.59,126.773,74.312,23.8839,1.82241,26.755,67.8392,81.0998,35.6824,1.55362,140.166,7.07919,2.46224,0.772543,8.05233,3.11399,0.992448,0.264889,0.06802,0.267193,0.254573,0.323655,0.490121,0.345914,0.813775,0.225232,3.76219,0.318396,-0.44013,-0.686188,75.9161,11.9983,111.919,-1.12632,0.268313,6.619623303413391,-10.98264068365097,1.34717,139.3800048828125,4.13618,-0.194373,0.713436,"30011"
"Jeimer Candelario","CIN",135.65,564.919,501.938,124.865,72.8316,29.3618,2.23442,20.4374,71.303,72.7218,50.4977,0.855289,128.625,8.42722,3.62637,0.429571,9.46087,4.49512,1.33977,0.248766,0.0893892,0.227687,0.392597,0.325586,0.438317,0.329866,0.763903,0.189551,4.14926,0.292923,-0.351748,-0.675071,74.2237,5.39158,101.161,-1.02682,-1.44633,-0.21451020240783691,-5.583209753036499,1.34113,205.4600067138672,3.15196,-0.413357,0.40127,"13621"
"Harrison Bader","NYM",106.968,413.135,378.478,91.967,61.7403,17.166,2.10784,10.9529,49.7774,44.3288,25.3516,0.672785,80.2771,5.171,3.23252,0.901231,6.21446,20.8649,4.72751,0.242991,0.061364,0.194312,0.315801,0.297136,0.386303,0.296491,0.683439,0.143311,6.36228,0.278896,-0.23721,1.4719,42.8297,-7.5084,85.2625,1.23469,3.9024,-6.184397101402283,5.553133964538574,1.33846,356.3699951171875,3.30393,-1.06149,1.12519,"18030"
"Marcell Ozuna","ATL",129.091,539.032,484.889,123.481,71.5474,21.9755,0.790686,29.1671,70.8859,81.2198,47.432,0.856855,124.538,3.31747,2.96387,0.429615,9.10482,0.957768,0.541974,0.254658,0.0879949,0.231041,0.380863,0.323486,0.483696,0.34401,0.807182,0.229038,2.46057,0.282251,-0.349774,-0.972912,77.1541,11.4762,114.34,-1.32269,0.128099,8.253553748130798,-13.254403099417686,1.33264,160.07000732421875,3.01185,-0.992918,0.886907,"10324"
"Ryan Mountcastle","BAL",126,527.408,477.705,125.176,80.0061,22.5889,1.08047,21.5003,63.9375,71.5122,39.8021,1.25393,126.526,3.85149,5.65455,0.394729,9.56358,3.60679,1.33816,0.262036,0.0754673,0.239901,0.314577,0.320351,0.448868,0.329256,0.76922,0.186833,3.2622,0.309171,0.274064,-0.786603,69.0277,4.76615,111.561,-0.512538,0.252448,6.793447315692902,-11.366793513298035,1.33021,248.0500030517578,3.32614,-1.37747,0.444865,"18373"
"Alex Verdugo","NYY",123.783,526.62,477.903,126.593,84.5784,26.9222,2.08125,13.011,64.7514,56.2607,39.8258,1.27663,81.2745,4.20184,4.16955,0.519915,10.0376,4.13099,1.80286,0.264893,0.0756253,0.154332,0.490016,0.324312,0.411612,0.318861,0.735924,0.14672,3.81319,0.292898,0.287762,-0.915837,64.3784,0.212848,100.509,-0.628075,1.3184,-0.30138152837753296,-4.301533341407776,1.32737,314.0199890136719,2.86115,-0.735414,0.525052,"17027"
"Austin Hays","BAL",125.272,518.862,475.681,120.555,76.4557,26.3957,1.70451,15.9994,62.0764,60.8469,33.4971,0.357965,116.318,5.52431,3.19711,0.963171,8.95384,4.0976,1.76014,0.253438,0.0645587,0.224178,0.287979,0.308123,0.416999,0.313242,0.725122,0.163561,3.84445,0.301696,-0.211671,-0.810404,61.0086,-2.21169,100.462,-1.02207,1.97848,-0.7350791990756989,-3.6202893257141113,1.323,322.55999755859375,2.13391,-0.908852,0.153148,"19363"
"Austin Wells","NYY",88.0394,353.579,315.605,72.9636,43.2124,15.9826,0.967227,12.8013,39.6298,46.1571,30.7381,0.817927,86.5008,3.96204,2.80559,0.468422,6.56121,3.51317,0.988491,0.231186,0.0869342,0.244644,0.35535,0.304901,0.40964,0.309077,0.714541,0.178454,3.91167,0.274578,-0.0991569,-0.30861,40.3513,-2.73025,93.8405,-0.407767,-1.1834,-3.0615820586681366,4.27885377407074,1.32077,289.67999267578125,3.11212,0.77114,0.54551,"27562"
"Jarren Duran","BOS",128.323,521.25,474.568,123.878,76.6176,29.5032,4.74467,13.0125,70.3219,53.8912,37.2092,0.901072,132.144,5.62859,2.96623,0.87873,5.52313,27.7353,5.05358,0.261034,0.0713845,0.253514,0.28158,0.320378,0.425457,0.321844,0.745835,0.164424,7.36371,0.333554,-1.00034,2.50059,65.013,1.50167,97.9394,1.50024,-1.1424,0.21325647830963135,-4.728342652320862,1.31517,147.97000122070312,3.08638,-0.209477,1.17577,"24617"
"Ezequiel Tovar","COL",146.793,607.493,566.886,148.367,96.089,32.6004,3.6694,16.0084,76.9841,69.7348,29.9977,0.221247,148.251,5.08513,3.18417,2.33929,8.25338,13.2569,4.35985,0.261723,0.0493795,0.244037,0.202345,0.303146,0.416894,0.31012,0.72004,0.155171,5.60516,0.326158,-0.386574,-0.197811,69.8548,-4.16463,78.0832,-0.584385,2.7079,-17.078771770000458,9.503863334655762,1.30855,182.89999389648438,3.53624,0.572582,0.382918,"24064"
"Ty France","SEA",142.669,598.381,535.751,139.158,95.6633,28.1055,0.932539,14.4563,69.3027,64.75,39.5206,0.763329,101.926,18.5263,3.75143,0.831548,14.9398,0.78722,0.284477,0.259743,0.0660459,0.170336,0.38774,0.330022,0.396634,0.318773,0.726656,0.136891,2.37681,0.294718,-1.33322,-1.1411,73.1071,0.197823,106.277,-2.47433,1.89911,2.0261664390563965,-9.257696032524109,1.30552,309.6000061035156,1.39473,-0.359037,0.470456,"17982"
