Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Blaze Alexander","ARI",26,112,100,22,15,4,1,2,12,12,9,0,36,2,1,0,,1,1,0.219687,0.0763581,0.322951,0.236439,0.293634,0.341494,0.281787,0.635128,0.121807,4.46665,0.316148,-0.0109938,-0.252707,10.2433,-3.40323,73.8127,-0.263701,0.256352,-3.897215187549591,1.056351661682129,0.0972259,707.6300048828125,,,,"23789"
"Austin Shenton","TBR",11,49,43,10,6,3,0,1,6,6,5,0,15,1,0,0,,0,0,0.225818,0.106737,0.311199,0.342987,0.315918,0.390508,0.309494,0.706426,0.16469,2.46825,0.312311,-0.00599896,-0.104924,5.60896,-0.361407,100.141,-0.110923,-0.223816,-0.10267333406955004,-0.5988157987594604,0.0960052,741.3800048828125,,,,"25425"
"Yuli Gurriel",,26,112,102,28,19,6,0,2,12,11,8,0,15,1,1,0,,1,0,0.270564,0.0691089,0.136718,0.505485,0.323674,0.398839,0.312694,0.722513,0.128275,3.87818,0.29726,-0.094764,-0.134506,13.1181,-0.528403,96.3056,-0.22927,-0.13695,-0.7334611415863037,-2.1369495391845703,0.0936885,750.5599975585938,,,,"19198"
"Thomas Saggese","STL",8,35,32,8,5,2,0,1,4,4,2,0,9,0,0,0,,0,0,0.247356,0.0577386,0.248986,0.231895,0.298577,0.390571,0.298505,0.689147,0.143215,4.74767,0.309167,-0.00158322,-0.0380535,3.68698,-0.577569,87.583,-0.0396367,0.0880435,-0.5780345983803272,0.3130434826016426,0.092485,999,,,,"sa3014503"
"Eric Haase","MIL",16,64,59,13,8,2,0,2,7,8,4,0,20,0,0,0,,0,0,0.220902,0.068974,0.305866,0.225504,0.276787,0.386335,0.285881,0.663121,0.165433,3.63859,0.285291,-0.0408575,-0.0518251,6.07093,-1.7271,76.5563,-0.0926826,-0.182099,-1.9514476284384727,1.0679011344909668,0.0921686,666.8900146484375,,,,"14111"
"Jace Jung","DET",8,35,31,7,4,1,0,1,4,4,3,0,10,0,0,0,,0,0,0.22575,0.0965601,0.275555,0.350421,0.307563,0.381886,0.301247,0.689449,0.156136,3.38204,0.290798,0,-0.0591621,3.76667,-0.497874,89.5568,-0.0591621,0.0947177,-0.4971202239394188,0.21971774101257324,0.090878,999,,,,"sa3019992"
"Pedro Pagés","STL",8,32,29,6,4,1,0,1,3,3,3,0,8,0,0,0,,0,0,0.221775,0.080468,0.250935,0.320672,0.291134,0.339384,0.278215,0.630517,0.117609,2.71218,0.281379,-0.00287005,-0.0617801,2.83173,-1.06729,73.9811,-0.0646502,0.27649,-1.0961226224899292,0.9014903903007507,0.0893088,999,,,,"25782"
"Drew Millas","WSN",8,32,28,7,5,1,0,0,3,3,3,0,6,0,0,0,,0,0,0.238084,0.0981259,0.200393,0.489668,0.318237,0.347755,0.296617,0.665991,0.109671,3.8464,0.289172,-0.00463681,-0.0615183,3.32079,-0.578226,83.595,-0.0661551,0.0223781,-0.7165015488862991,0.6473781280219555,0.0886062,999,,,,"25643"
"Joey Wendle","NYM",55,238,220,53,36,12,2,3,26,23,11,0,49,3,2,1,,5,2,0.240256,0.0476434,0.206989,0.230174,0.285944,0.356797,0.279795,0.642741,0.11654,5.60677,0.292306,-0.0633564,-0.0131077,21.3732,-7.6257,77.261,-0.076464,-1.39315,-6.780968025326729,-0.44314539432525635,0.0882125,732.780029296875,,,,"13853"
"Eddie Rosario","WSN",86,371,342,85,54,17,2,13,40,45,24,1,75,1,3,1,,4,2,0.247865,0.0633575,0.200907,0.315357,0.296669,0.419162,0.307232,0.715831,0.171298,4.01069,0.279405,-0.172585,-0.646877,41.7708,-3.4334,90.7106,-0.819462,-1.09535,-5.089009046554565,-6.670352220535278,0.0878242,452.95001220703125,,,,"12155"
