Season,Name,Team,Age,IP,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Stf+ FO,NameASCII,PlayerId,MLBAMID
2021,"Kyle Gibson","- - -",33,182,0.127,,0.1486,,,0.3402,0.1604,0.0906,,,0.1333,,,,92.81284052947831,,89.48434391199986,,,92.27203842474489,83.46645021645021,79.39731910676335,,,84.77317873636882,,,-3.8687978233796,,0.12967289385394515,,,-9.091938532615195,2.335822497611438,3.509578463674962,,,-8.790677388509115,,,9.655956122393166,,4.973738269271138,,,4.841581624867965,-0.04913420078558323,-4.473716458141576,,,2.7351302107175193,,,-0.28114401089037705,,1.3265802907957651,,,0.15685136867116908,1.0139247144520025,1.2906867796662211,,,0.6084704694027703,,,0.2849,0.6425,0.446,0.5721,0.8741,0.7681,0.4505,103.49270833333334,104.6206896551724,83.29590163934425,99.79295918367346,117.60064935064935,,90.41168224299068,,100.0919886006987,,"Kyle Gibson",10123,502043
2021,"Zack Wheeler","PHI",31,213.1,0.4246,,,,,0.1817,0.2495,0.1062,,,0.0381,,,,97.17205882352941,,,,,96.70704467353951,91.54468476220275,81.50793887867647,,,90.59180487961065,,,-4.895102826286765,,,,,-9.322199346273626,0.7086733172324781,5.075617532169118,,,-8.245901639344263,,,9.33147044462316,,,,,6.793006923190507,3.5471588631296935,-6.421088005514706,,,6.054589943807633,,,1.2464348119957482,,,,,2.0411884194540812,1.5220872750121155,0.7449293498168973,,,-1.190817780548432,,,0.2801,0.7052,0.5142,0.5261,0.8344,0.759,0.5507,50.5016393442623,127.43735294117646,130.82279411764705,138.03934707903778,97.42816020025032,,,,118.09964885879107,,"Zack Wheeler",10310,554430
2021,"Robbie Ray","TOR",29,193.1,0.5941,,,,,0.0016,0.3079,,0.0602,,0.0363,,,,94.77652733118971,,,,,95.5,88.62120281799379,,82.51957775297619,,88.23421223958333,,,5.503162052853698,,,,,8.740000152587891,0.29506720431464906,,0.10899471101306733,,6.4686841462787825,,,10.090032154340836,,,,,9.062000274658203,4.5664840114400205,,0.30264550668221935,,8.025438810649671,,,0.7863880194012886,,,,,10.868188589811325,0.9235492760109434,,-0.5647533883651097,,-3.3196824096273962,,,0.31,0.7087,0.5183,0.443,0.8005,0.6984,0.5224,69.97456140350877,,101.86371918542338,101.6,96.63702171664941,101.85873015873017,,,99.08543194134526,,"Robbie Ray",11486,592662
2021,"Kyle Hendricks","CHC",31,181,0.1776,,,,,0.4276,,0.1171,,,0.2777,,,,87.29078469438878,,,,,87.31223980016652,,73.16535073138297,,,80.02410356570513,,,-4.511102282690381,,,,,-8.417818321971273,,7.7725833788468845,,,-8.02938451522436,,,8.880981689942384,,,,,5.4060532238759365,,-6.741915160761778,,,6.286641125801282,,,-1.2579583803673307,,,,,-0.15364866595184873,,-0.9244305192065457,,,-0.8128983728014506,,,0.3125,0.643,0.4849,0.6976,0.8673,0.815,0.5215,109.42115384615384,81.6273556231003,54.480561122244495,86.77177352206493,,,,,86.65393501805056,,"Kyle Hendricks",12049,543294
2021,"Tyler Anderson","- - -",31,167,0.3643,,0.2698,,,0.113,,0.0061,,,0.2463,,,,90.57310208992617,,85.02221888354701,,,89.00204280931122,,74.28124809265137,,,80.90218530616225,,,5.778428218535733,,-0.42847579564803684,,,11.076258652875213,,-2.7149998992681503,,,7.907394909077613,,,10.713122404074367,,5.665256250278223,,,4.314761933826265,,-2.9231249690055847,,,8.004805114079563,,,0.028347763535468386,,0.7879136406161167,,,-0.8494680354587074,,-9.12119762506336,,,-0.57923071284004,,,0.3071,0.7199,0.5365,0.6676,0.8223,0.783,0.5557,80.54742589703588,73.70624999999998,89.69229957805909,69.4547619047619,,,114.76125356125355,,91.17693666713168,,"Tyler Anderson",12880,542881
2021,"Joe Musgrove","SDP",28,181.1,0.1967,,0.1899,,,0.0497,0.2774,0.2379,,,0.0483,,,,93.32491357928741,,90.68817335559476,,,93.19041364486904,84.0717791411043,82.06895566839346,,,87.06338157116527,,,-3.3648616236386415,,0.4728315457648274,,,-6.365616504460165,7.448625772862346,5.887467827749184,,,-5.676901360632668,,,7.610847882333512,,5.141200896232359,,,4.233767273899627,-0.4674846671110282,-7.49522196888412,,,3.008450749894263,,,-0.7265374296470497,,-0.27221968551049525,,,-1.0350111029940108,2.166774275661246,2.0786840751106306,,,-1.3788382194831337,,,0.3089,0.6053,0.4636,0.4677,0.8427,0.7232,0.5218,100.13873239436619,153.75293276108724,98.61816608996541,66.10616438356166,145.82993865030673,,104.68727598566308,,124.51866297257845,,"Joe Musgrove",12970,605397
2021,"Anthony DeSclafani","SFG",31,167.2,0.2705,,,,,0.1861,0.3569,,0.0813,,0.1052,,,,94.07962653540463,,,,,94.00105042016807,87.94600561336254,,82.96201735276442,,88.22676579925651,,,-6.047861441022399,,,,,-9.364768661370798,1.7692661180945373,,2.9826924250676083,,-9.388066515160316,,,9.399740053739162,,,,,6.590315105534401,2.7899342398001097,,-3.3099999060997596,,2.9367285519284385,,,0.9796272817934524,,,,,1.8570544307722765,0.9518567019785873,,-0.7273606866454849,,0.48224229545619846,,,0.2629,0.6871,0.4871,0.5457,0.8515,0.7737,0.5285,81.34907063197026,,97.37745664739884,98.8810924369748,108.32683461117198,109.67980769230768,,,100.84830441640375,,"Anthony DeSclafani",13050,543101
2021,"Yu Darvish","SDP",34,166.1,0.2204,,0.3403,0.0473,,0.0824,0.2272,0.0441,0.0376,,0.0004,,,,94.47754226434427,,86.57420216295117,88.97404281965649,,94.0074527138158,81.58727891494435,71.68442622950819,79.09230393629808,,80.19999694824219,,,-4.137196625256148,,2.3082695250298566,-4.804122342408158,,-8.34144726134183,8.7733707397655,5.543032786885246,4.349519289456881,,-8.050000190734863,,,11.193131243596312,,1.3230785199791004,4.347023068493559,,7.724078797457511,-1.0046900035087938,-9.110901879482581,-7.198461679311899,,4.949999809265137,,,-0.037800789367957194,,-0.6972050310098694,-2.1137152179961896,,0.28617472404189276,2.063714318415698,2.352483091173602,1.4477811323908658,,-4.020436480641365,,,0.2721,0.644,0.4736,0.4986,0.8323,0.7445,0.5419,80.6,99.4811475409836,131.98754098360658,106.02061403508777,124.63736089030206,92.28942307692309,104.47908704883227,114.60458015267173,120.27729393468125,,"Yu Darvish",13074,506433
2021,"Gerrit Cole","NYY",30,181.1,0.4712,,,,,0.0084,0.222,,0.1566,,0.1418,,,,97.67405289492494,,,,,97.66400390625,88.38862149089529,,83.43010752688173,,89.83895301365796,,,-7.513867327108649,,,,,-10.2547998046875,2.2608346201038505,,5.30808604250672,,-9.61166273103474,,,10.491136246872767,,,,,8.570399780273437,0.5662367130447411,,-6.693226016465053,,6.047102323337292,,,1.0706422047648283,,,,,-4.663335368037224,1.5524720125838731,,-0.2489355166432678,,1.4220647841267233,,,0.3213,0.652,0.4884,0.5297,0.7873,0.7034,0.5052,97.89619952494063,,151.1900643316655,152.98,154.03717754172982,107.09505376344086,,,137.3826702629805,,"Gerrit Cole",13125,543037
2021,"Marcus Stroman","NYM",30,179,0.0263,,0.1546,0.1612,,0.4232,0.2273,0.0073,,,,,,,92.39861382378473,,89.94279144503547,86.07777954931973,,91.94645941278065,84.9943729903537,77.35,,,,,,-2.465833240085178,,0.7082742461076019,-7.210385553961168,,-5.827435165695164,5.981141510500402,8.378500366210938,,,,,,7.231666564941406,,2.8691963213837175,1.084829940276892,,2.505207279185557,0.9714952082495981,-0.9055000305175781,,,,,,-0.2388055177612437,,1.4819631718504231,0.6434059475892795,,0.6327171258255196,0.8767517067947188,1.6774050518870356,,,,,,0.3032,0.663,0.4839,0.5303,0.8617,0.7583,0.5022,,108.67999999999999,90.2388888888889,93.67556131260797,127.54807073954986,,104.50945626477541,89.14716553287982,103.9095597484277,,"Marcus Stroman",13431,573186
