Name,Team,IP,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Season,Age,NameASCII,PlayerId,MLBAMID
"Julio Urías","LAD",478,0.4696,,0.0236,,,0.0088,0.0001,0.3281,,,0.1698,,,,93.37544014084507,,87.06783397295321,,,93.77187538146973,83.5,80.7007149700756,,,86.41136109983766,,,2.3741989493929725,,-2.7343509071751644,,,5.573749899864197,-5.710000038146973,-8.8218017475588,,,8.482126607523336,,,9.861411511058538,,3.412906401338633,,,9.033750057220459,5.380000114440918,-0.49768879012068196,,,4.143652680632356,,,0.5543022760859048,,-0.4201929123080962,,,-3.129380982136354,-4.020436480641365,1.5305365332907261,,,-0.06143636185095294,,,0.317,0.6613,0.5064,0.5961,0.8553,0.7823,0.5501,2021,25,"Julio Urias",14765,628711
"Cristian Javier","HOU",412,0.5917,,,,,,0.284,,0.0787,,0.0455,,,,93.32447950154898,,,,,,79.98460760548588,,76.38875082381371,,85.12796252404303,,,-4.3875309014560075,,,,,,7.137121439328498,,6.925887283834715,,-9.154650586716672,,,10.682408523470379,,,,,,1.7810667087203749,,-5.709912184462187,,5.287577631988062,,,0.7178138950236468,,,,,,1.1009875683162018,,-1.1080907621733542,,-1.7557506616535883,,,0.2828,0.6865,0.4758,0.5651,0.8082,0.7328,0.478,2021,25,"Cristian Javier",17606,664299
"Logan Webb","SFG",556.2,0.0512,,0.0033,,,0.3442,0.2701,,,,0.3312,,,,92.84256041770757,,91.38571602957589,,,92.27420362628182,82.99775128219558,,,,86.85662841248589,,,-5.576274362830229,,-1.6453571319580078,,,-9.289858297028813,5.6532261513465825,,,,-5.80919135152287,,,5.804074478149414,,3.4574999128069197,,,-0.24280047878355077,-0.05986117930494252,,,,-2.743790910006683,,,-0.8570443362344143,,-0.6276694392519337,,,0.7193325995564213,0.6846920882239642,,,,1.5521751473779264,,,0.3342,0.6015,0.4693,0.5918,0.8786,0.7776,0.5054,2021,25,"Logan Webb",17995,657277
"Patrick Sandoval","LAA",380.1,0.2422,,,,,0.14,0.2623,0.0937,,,0.2618,,,,93.0851792570456,,,,,93.31927496919496,86.25263204295733,77.73027725344593,,,83.6409490906012,,,2.6031538593082053,,,,,7.765936760625599,-3.446894760577999,-4.023944347462756,,,8.308002366891156,,,9.806814414779923,,,,,7.851193748716457,1.4089649044282255,-7.268788854346143,,,5.782191056987314,,,-1.2633122982689668,,,,,0.892796583661375,1.1289780791739972,-0.11824880179426282,,,0.5313145379766638,,,0.2963,0.6512,0.4706,0.5209,0.8129,0.7194,0.4911,2021,25,"Patrick Sandoval",19447,663776
"Shane McClanahan","TBR",404.2,0.3915,,,,,,0.2141,0.1936,,,0.2008,,,,96.6223275553052,,,,,,89.22689021535581,82.5096118993372,,,87.57380456893969,,,6.236640576992012,,,,,,-1.6503228462590707,-3.274727329105608,,,9.396078188960164,,,10.319393547086236,,,,,,2.0512965970271537,-5.749303986834611,,,5.629608544297874,,,-0.12585416051609893,,,,,,0.6232931612805928,1.9439550531779624,,,2.193626153250091,,,0.3198,0.6703,0.5014,0.4443,0.8032,0.6929,0.518,2021,25,"Shane McClanahan",21483,663556
"Logan Gilbert","SEA",495.2,0.5156,,,0.0535,,0.0061,0.2611,,0.1134,,0.0504,,,,95.72576377195092,,,85.56798325116009,,94.32040592115753,86.76308825712589,,79.64332497093818,,83.59162609682882,,,-3.8202742080376475,,,-4.409095002990864,,-7.972754887172154,1.8268771427544166,,2.818501111454202,,-8.82633002520782,,,10.363988359243445,,,2.6110672740537995,,7.336390125508211,1.908006623691731,,-5.60613793304243,,4.314162531509775,,,0.6504659901875156,,,0.21346363124465723,,-1.9157577838216509,0.24487191665200891,,0.35294196048763704,,-1.0014426733913093,,,0.2851,0.7087,0.51,0.577,0.8382,0.7697,0.531,2021,25,"Logan Gilbert",22250,669302
"Tarik Skubal","DET",347.1,0.359,,0.0014,0.0104,,0.155,0.2507,,0.0666,,0.1569,,,,94.58813344853482,,94.2249984741211,85.06949111162606,,94.84238503196023,87.86903329913535,,75.4074074074074,,83.30348186728395,,,5.361893141719861,,2.3375000953674316,6.490508257332495,,9.340170288085938,-0.075950140866001,,-3.358227500209102,,7.20333351965839,,,9.457915376716528,,10.241250038146973,6.197796579134667,,6.891659199107777,3.737455164448599,,-6.347571448674278,,4.9178563384496,,,-0.3641822531110461,,2.281849505379796,-6.026455993622036,,1.801219841211357,0.7345587389250652,,-1.2919610730870061,,1.6786858911900941,,,0.2975,0.6724,0.5006,0.5362,0.8333,0.7524,0.5418,2021,25,"Tarik Skubal",22267,669373
"Luis Garcia","HOU",339.2,0.4235,,0.2739,,,0.0009,0.1072,0.0962,,,0.0984,,,,93.57072495854176,,85.60551521388491,,,90.62000122070313,79.61941748550258,76.51915778967613,,,84.07378373163917,,,-4.1525386098469275,,2.2706933755881047,,,-10.223999786376954,8.134257798342361,2.9875976591731397,,,-9.875014987331205,,,10.82959971981704,,3.587538087456196,,,8.222000122070312,-0.8626405611070981,-6.203766285688028,,,6.120191124048126,,,-0.44436480974751796,,1.4800331825246407,,,-5.680051669478416,1.317717764795441,0.23784959167812975,,,0.3894523009378812,,,0.2962,0.6712,0.4802,0.5092,0.816,0.7196,0.4907,2021,25,"Luis Garcia",23735,677651
"Brady Singer","KCR",441.1,0.0065,,,,,0.5371,0.3968,,,,0.0597,,,,92.78510690242686,,,,,93.16606914212548,84.88526753073549,,,,87.4110585577477,,,-4.621276611977435,,,,,-8.253157393178316,1.4959931001712792,,,,-8.77608290465746,,,7.39851062855822,,,,,6.4445351027953945,0.594911266902084,,,,6.097175134491811,,,-5.38348968517273,,,,,-0.43293733955879676,0.10197591365829911,,,,-0.5213460056669151,,,0.2591,0.607,0.444,0.5255,0.8755,0.7797,0.5313,2021,25,"Brady Singer",25377,663903
"George Kirby","SEA",320.2,0.4194,,0.0519,0.035,,0.1757,0.1515,0.122,,,0.0443,,0.0002,,95.74224054316198,,88.27765012254902,84.80697560864826,,95.4932861328125,86.05355888213087,81.347333984375,,,86.17339359948394,,73.19999694824219,-5.3433171299102815,,1.499960746017157,-6.156976744186046,,-9.522743225097656,5.572201230861997,4.9807666015625,,,-9.153637387336941,,-7.0246901512146,8.772846447623666,,2.910705805759804,0.4391674219175827,,6.0733911019784435,-0.9361865690090512,-6.94856689453125,,,2.4046835243155105,,0.7054049968719482,1.4854356305082947,,-2.832948030794368,1.0443679403600306,,0.4482824441597417,0.5851158459714595,-0.12799053639173508,,,-2.16824736685381,,4.1571687906980515,0.3319,0.6942,0.5355,0.6685,0.8566,0.8055,0.5619,2022,25,"George Kirby",25436,669923
"Triston McKenzie","CLE",327.1,0.5858,,,,,,0.2082,0.2011,,,0.0049,,,,92.31867666760266,,,,,,86.85264792198946,79.35019577832604,,,86.02800170898438,,,-2.3745995964585913,,,,,,2.25695654755504,3.4909510808448267,,,-6.285599746704102,,,11.83484351094393,,,,,,4.859968884906156,-4.326686943113921,,,8.803599853515625,,,0.6860591270978074,,,,,,-0.006119519936903212,1.951499499468071,,,-10.321789488196373,,,0.3232,0.6914,0.5039,0.5419,0.8481,0.7481,0.4909,2021,24,"Triston McKenzie",18000,663474
"Jesús Luzardo","- - -",374.1,0.3545,,0.0017,,,0.1403,0.1357,0.1554,,,0.212,,,,96.46708087531887,,91.4181795987216,,,95.51704208305598,85.07242178447277,83.55222434843117,,,87.56246287178922,,,8.667706304243845,,1.9288090792569248,,,10.14513448535594,0.8892039346529186,0.4472975730895996,,,9.822811704007384,,,8.574618267611053,,4.018763802268288,,,7.510524766862125,1.1636616341070394,0.7805870711079493,,,4.61519285479356,,,0.18435926362541574,,0.7361425256187265,,,-0.7310485174971311,-0.2575006137406702,0.3573441987306724,,,0.3961939312163906,,,0.3015,0.6637,0.4727,0.4718,0.8266,0.7073,0.4727,2021,24,"Jesus Luzardo",19959,666200
"Josiah Gray","- - -",378.1,0.3207,,0.0755,,,0.0873,0.2804,0.2122,,,0.0239,,,,94.24364303330243,,88.817203125,,,93.37543590506056,85.4836312059311,82.76035642793595,,,88.54999996137015,,,-6.231379614935981,,-0.9972219848632813,,,-8.957231990193826,0.5058879799655387,0.4920854199399303,,,-8.890107426462293,,,9.943766678344957,,4.65722021484375,,,7.62700676835532,3.124313359627752,-2.4906712311442636,,,5.9802975111369845,,,-1.8241407088374124,,-0.05198181048035621,,,-0.33469839427607284,0.4066863138876619,0.3381330522566079,,,-4.251867419556726,,,0.2911,0.652,0.4609,0.5632,0.8375,0.7457,0.4704,2021,24,"Josiah Gray",24580,680686
"Alek Manoah","TOR",395.2,0.3418,,,,,0.2676,0.2803,,,,0.1103,,,,93.57567654275722,,,,,92.96645353025937,81.16687018436984,,,,86.52070039335665,,,-3.8488132738464578,,,,,-9.05366562725144,7.23662641459136,,,,-9.030839229130244,,,9.536489107978904,,,,,6.133873069389409,0.347146940677456,,,,5.348741139231862,,,0.4747961328401893,,,,,1.0805256703401505,0.2906083015045361,,,,-0.1812243232360253,,,0.28,0.6764,0.4788,0.5724,0.8504,0.7693,0.5015,2021,24,"Alek Manoah",26410,666201
"Spencer Strider","ATL",320.2,0.6248,,,,,,0.3134,,,,0.0618,,,,97.66648900462963,,,,,,85.86450018660246,,,,87.62125401297016,,,-3.821007491500289,,,,,,2.366621426415035,,,,-8.849940180064676,,,10.59941039134838,,,,,,1.003597152493652,,,,6.904760463509017,,,0.8963674578401778,,,,,,1.4986271231187143,,,,0.5998231080210138,,,0.3458,0.6783,0.5174,0.427,0.7737,0.6615,0.5161,2021,23,"Spencer Strider",27498,675911
