Season,Name,Team,IP,RS,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS/9,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Stf+ FA,Stuff+,Location+,Pitching+,K/9,BB/9,HR/9,vFA (sc),K/BB,FIP,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2021,"Dylan Cease","CHW",165.2,126,0.3090909090909091,0.751412429,0.225,0.3325,0.4425,0.129943502,0.11299435,6.845056342118418,0.3531,0.3556,0.2914,0.1901,0.4815,0.3284,124.39074475777295,118.69833729216153,97.4794367153037,105.59521547336279,12.277640740625097,3.6941573909845427,1.086516879701336,96.67028199566161,3.3235,3.4054422983717316,3.721085829627549,3.5664880911993073,"Dylan Cease",18525,656302
2020,"Max Scherzer","WSN",67.1,37,0.35502958579881655,0.828571428,0.272727272,0.329545454,0.397727272,0.128571428,0.142857142,4.945547169512017,0.3631,0.3128,0.324,0.1899,0.4804,0.3296,121.17258064516129,118.90313531353137,106.22648514851481,108.74702970297027,12.297036205273123,3.074259051318281,1.336634370138383,94.65322580645162,4,3.4587466662029698,3.532698104721112,3.560855450411322,"Max Scherzer",3137,453286
2022,"Logan Webb","SFG",192.1,114,0.2926391382405745,2.383458646,0.194991055,0.567084078,0.237924865,0.067669172,0.082706766,5.334498186594165,0.4276,0.3675,0.2049,0.1555,0.5724,0.2721,115.3,105.1081550802139,102.96373663101605,105.12727272727274,7.627396529954814,2.29289834336065,0.5147322811625948,92.3845340689433,3.3265,3.0344400700002225,3.314630572784246,3.5557983647231417,"Logan Webb",17995,657277
2019,"Yu Darvish","CHC",178.2,92,0.26616915422885573,1.351724137,0.208816705,0.45475638,0.336426914,0.034482758,0.227586206,4.634319518945957,0.4437,0.3333,0.223,0.1448,0.5425,0.3126,,,,,11.53542575911548,2.820890141967104,1.662310262230615,94.05439056356488,4.0893,4.17669468353394,3.3899526870662395,3.554513206638173,"Yu Darvish",13074,506433
2019,"Charlie Morton","TBR",194.2,112,0.2982832618025751,1.604166666,0.217118997,0.482254697,0.300626304,0.111111111,0.104166666,5.178073127148262,0.3909,0.3368,0.2723,0.1642,0.4969,0.3389,,,,,11.095870986746275,2.6352693593522405,0.6934919366716422,94.71688034188034,4.2105,2.8133257224682175,3.2830815123454973,3.544389434924094,"Charlie Morton",4676,450203
2021,"Charlie Morton","ATL",185.2,119,0.267260579064588,1.651515151,0.23245614,0.478070175,0.289473684,0.098484848,0.121212121,5.768391566874507,0.4108,0.3269,0.2624,0.1677,0.5441,0.2882,89.69404651162792,108.83514237855944,100.8663316582915,104.54837520938027,10.470357802057928,2.8114849653674066,0.7755820594116983,95.52279069767442,3.7241,3.175416294293468,3.3095032264728843,3.5345449102882065,"Charlie Morton",4676,450203
2023,"Zack Wheeler","PHI",192,119,0.29191321499013806,1.06930693,0.202290076,0.41221374,0.385496183,0.143564356,0.0990099,5.578125,0.3795,0.3416,0.2789,0.2144,0.4725,0.3131,111.85300146412885,109.18595434369051,105.69974635383637,111.43100824350034,9.9375,1.828125,0.9375,95.79355783308931,5.4359,3.150873215993246,3.5361715966214744,3.5332908340697724,"Zack Wheeler",10310,554430
2016,"Danny Duffy","KCR",179.2,81,0.291220556745182,0.850241545,0.208677685,0.363636363,0.42768595,0.082125603,0.130434782,4.057506218652484,0.3563,0.3421,0.3016,0.1781,0.4555,0.3664,,,,,9.41742184082305,2.103892113375362,1.3525020728841612,94.83265674206638,4.4762,3.825603882104155,3.7909786808635535,3.5308867255346845,"Danny Duffy",3542,518633
2017,"Robbie Ray","ARI",162,108,0.2672413793103448,1,0.194520547,0.402739726,0.402739726,0.081632653,0.156462585,6,0.3801,0.345,0.2749,0.1644,0.4313,0.4043,,,,,12.11111111111111,3.9444444444444446,1.2777777777777777,94.17308948399739,3.0704,3.7193685661127542,3.487788577561761,3.530273261584004,"Robbie Ray",11486,592662
2018,"Charlie Morton","HOU",167,105,0.2828282828282828,1.564516129,0.222493887,0.474327628,0.303178484,0.088709677,0.14516129,5.658682634730539,0.4019,0.3487,0.2494,0.2107,0.4915,0.2978,,,,,10.832335329341317,3.4491017964071857,0.9700598802395209,96.1049120508982,3.1406,3.5915678698145697,3.416716179590739,3.517835385571954,"Charlie Morton",4676,450203
2017,"Masahiro Tanaka","NYY",178.1,129,0.30526315789473685,1.509090909,0.181818181,0.492094861,0.326086956,0.121212121,0.212121212,6.510292814439964,0.4578,0.3674,0.1749,0.1945,0.4912,0.3143,,,,,9.79067291473917,2.069162832496423,1.7663585155457269,92.30816525829081,4.7317,4.3408200020991154,3.435224790983267,3.51726888381119,"Masahiro Tanaka",15764,547888
2018,"Nick Pivetta","PHI",164,66,0.32629107981220656,1.342105263,0.185354691,0.466819221,0.347826086,0.105263157,0.157894736,3.6219512195121952,0.3675,0.343,0.2895,0.1871,0.4944,0.3185,,,,,10.317073170731707,2.798780487804878,1.3170731707317074,94.78473227206946,3.6863,3.7945764867270873,3.4228989048701965,3.5133584620656952,"Nick Pivetta",15454,601713
2020,"Lucas Giolito","CHW",72.1,32,0.2549019607843137,1.1,0.2125,0.4125,0.375,0.116666666,0.133333333,3.981568780080309,0.441,0.2981,0.2609,0.1988,0.4658,0.3354,108.28338762214983,107.05754328112123,102.65160758450124,101.6461665292663,12.069130364618436,3.4838726825702704,0.9953921950200773,93.98403781555375,3.4643,3.191419792175293,3.353124345825169,3.5131963297655107,"Lucas Giolito",15474,608337
2016,"Corey Kluber","CLE",215,138,0.27056672760511885,1.226600985,0.192857142,0.444642857,0.3625,0.064039408,0.108374384,5.776744186046511,0.3884,0.3093,0.3023,0.1986,0.5255,0.2759,,,,,9.502325581395349,2.386046511627907,0.9209302325581395,92.29027379587156,3.9825,3.258197826562926,3.500600606549618,3.501633190600575,"Corey Kluber",2429,446372
2019,"Walker Buehler","LAD",182.1,123,0.2903930131004367,1.225609756,0.225053078,0.426751592,0.348195329,0.060975609,0.121951219,6.071309336262357,0.3431,0.3808,0.2762,0.1402,0.4414,0.4184,,,,,10.612451278832575,1.8263288247293268,0.9872047701239605,96.53953488372093,5.8108,3.005600056630108,3.368837193117372,3.5014247386106776,"Walker Buehler",19374,621111
2016,"Chris Archer","TBR",201.1,94,0.29593810444874274,1.383783783,0.177238805,0.47761194,0.345149253,0.075675675,0.162162162,4.201993867320613,0.3736,0.3425,0.2839,0.1795,0.4927,0.3278,,,,,10.415580543464923,2.9950381820263945,1.341061872549132,94.28225317989097,3.4776,3.8121339600364914,3.4055230845594533,3.501171017584778,"Chris Archer",6345,502042
2022,"Robbie Ray","SEA",189,70,0.28354978354978355,0.936893203,0.18902439,0.392276422,0.418699186,0.106796116,0.155339805,3.3333333333333335,0.4291,0.3279,0.2429,0.1579,0.5101,0.332,101.02797668609493,94.79651086240952,99.25615536537194,98.23462804476627,10.095238095238095,2.9523809523809526,1.5238095238095237,93.39300582847628,3.4194,4.165339862480366,3.577812108350179,3.49887113145503,"Robbie Ray",11486,592662
2021,"Yu Darvish","SDP",166.1,81,0.2736318407960199,0.817708333,0.176886792,0.370283018,0.452830188,0.083333333,0.145833333,4.38277451038222,0.4233,0.3488,0.2279,0.1605,0.5372,0.3023,126.55475409836068,118.89356238698007,101.37573236889696,104.41254972875215,10.767557130445208,2.3807664007014533,1.515033164082743,94.47754226434427,4.5227,3.9034987443495166,3.751737626884641,3.4891596295422325,"Yu Darvish",13074,506433
2019,"Stephen Strasburg","WSN",209,133,0.274,1.783783783,0.203094777,0.510638297,0.286266924,0.074324324,0.162162162,5.7272727272727275,0.395,0.3531,0.2519,0.2099,0.4847,0.3053,,,,,10.808612440191387,2.411483253588517,1.0334928229665072,93.88018414602683,4.4821,3.252287464506889,3.168090267843037,3.4869283704391503,"Stephen Strasburg",10131,544931
2017,"Zack Greinke","ARI",202.1,126,0.28488372093023256,1.331550802,0.180451127,0.468045112,0.351503759,0.096256684,0.133689839,5.6046222896593125,0.414,0.366,0.22,0.1922,0.4566,0.3512,,,,,9.563442795847239,2.001650817735469,1.1120282320752604,90.76547231270358,4.7778,3.305910601994394,3.3436511701090783,3.481878560096323,"Zack Greinke",1943,425844
2022,"Kyle Wright","ATL",180.1,126,0.2836438923395445,2.098484848,0.178714859,0.556224899,0.26506024,0.083333333,0.143939393,6.2883667815929245,0.4451,0.3673,0.1876,0.1397,0.5569,0.3034,82.31417624521075,102.75811965811965,100.38368636194717,100.16317354143436,8.683935079342609,2.645106662098611,0.9482457845259171,95.12931034482759,3.283,3.5837800533405053,3.2976954250895205,3.4777774469410723,"Kyle Wright",19665,657140
2022,"Charlie Morton","ATL",172,99,0.2922705314009662,1.029411764,0.21590909,0.397727272,0.386363636,0.088235294,0.164705882,5.180232558139535,0.371,0.3529,0.276,0.1629,0.5339,0.3032,84.69013499480789,101.86909530386737,98.90331491712702,100.73339088397786,10.726744186046512,3.296511627906977,1.4651162790697674,94.92346508307372,3.254,4.257778646779615,3.6046609356652857,3.475390287707027,"Charlie Morton",4676,450203
2022,"Dylan Cease","CHW",184,103,0.26004728132387706,0.884816753,0.174311926,0.387614678,0.438073394,0.104712041,0.083769633,5.038043478260869,0.426,0.3349,0.2392,0.1845,0.5581,0.2574,126.75579710144923,124.17826923076935,97.6032371794872,106.79124999999995,11.103260869565217,3.8152173913043477,0.782608695652174,96.78341384863124,2.9103,3.0961254617442258,3.50238431578745,3.475226425188904,"Dylan Cease",18525,656302
2015,"Brett Anderson","LAD",180.1,84,0.30985915492957744,3.58490566,0.15183246,0.663176265,0.184991273,0.018867924,0.16981132,4.19224452106195,0.384,0.3686,0.2474,0.2509,0.5051,0.244,,,,,5.789290052895073,2.295752952010115,0.898338111656132,90.93219041601866,2.5217,3.943213308770682,3.5130142393993484,3.464219712572286,"Brett Anderson",8223,474463
2023,"Freddy Peralta","MIL",165.2,89,0.2734375,1.043209876,0.182716049,0.41728395,0.4,0.11728395,0.160493827,4.835000114670946,0.4548,0.2787,0.2665,0.1711,0.5208,0.3081,117.05650378527186,102.9400493131384,101.63473053892214,104.89823881648466,11.408427236864028,2.9335955751936074,1.4124719436117368,94.43909153475568,3.8889,3.8465879616084173,3.4231069761638446,3.4487902066278933,"Freddy Peralta",18679,642547
2022,"Joe Musgrove","SDP",181,85,0.27615062761506276,1.234636871,0.191919191,0.446464646,0.361616161,0.117318435,0.122905027,4.226519337016574,0.4088,0.3527,0.2385,0.1984,0.5331,0.2685,82.29441176470588,102.91320155312391,103.21606071302502,102.73148605718325,9.149171270718233,2.088397790055249,1.0939226519337018,92.93382352941177,4.381,3.587567931117274,3.47147472052943,3.447311194276011,"Joe Musgrove",12970,605397
2015,"Cole Hamels","- - -",212.1,105,0.29422066549912435,1.519125683,0.209262435,0.47684391,0.313893653,0.120218579,0.120218579,4.4505415614901995,0.3828,0.3575,0.2597,0.2159,0.5143,0.2698,,,,,9.113013673527552,2.6279388267846895,0.9324944224074705,92.26953873323755,3.4677,3.4726888297585012,3.3975591092583777,3.445266791821532,"Cole Hamels",4972,430935
2015,"Jason Hammel","CHC",170.2,95,0.2878464818763326,1.02793296,0.245322245,0.382536382,0.372141372,0.039106145,0.12849162,5.009755621742408,0.3374,0.3943,0.2683,0.187,0.4837,0.3293,,,,,9.070294388838885,2.1093707881020665,1.2128882031586883,92.21348837209302,4.3,3.678520735809424,3.474291173216086,3.4448520522210324,"Jason Hammel",4538,434628
2017,"Jacob deGrom","NYM",201.1,129,0.3046092184368738,1.344827586,0.210831721,0.452611218,0.336557059,0.097701149,0.16091954,5.7665660519612665,0.351,0.3378,0.3112,0.2125,0.4687,0.3188,,,,,10.68379291797475,2.637421682679959,1.251657747712523,95.248,4.0508,3.5003559829246926,3.2297183874807582,3.44452701581694,"Jacob deGrom",10954,594798
2017,"Chris Archer","TBR",201,122,0.324853228962818,1.166666666,0.219512195,0.420262664,0.36022514,0.09375,0.140625,5.462686567164179,0.3606,0.342,0.2974,0.132,0.474,0.3941,,,,,11.149253731343284,2.6865671641791047,1.208955223880597,95.51927860696517,4.15,3.396446141200279,3.3493325945156727,3.436985093521219,"Chris Archer",6345,502042
2015,"Carlos Martinez","STL",179.2,85,0.3182751540041068,2.138211382,0.200828157,0.544513457,0.254658385,0.06504065,0.105691056,4.257876896116804,0.414,0.364,0.222,0.212,0.512,0.276,,,,,9.217051163358729,3.155838170063043,0.6512047017590407,95.65930148411225,2.9206,3.2115218790080697,3.2811355920242296,3.435584672030508,"Carlos Martinez",11682,593372
2016,"Chris Sale","CHW",226.2,126,0.27863247863247864,1.088105726,0.21,0.411666666,0.378333333,0.092511013,0.118942731,5.0029336548624626,0.4118,0.3284,0.2598,0.1699,0.5131,0.317,,,,,9.251456679229792,1.7867620195937366,1.072057211756242,,5.1778,3.4598047427742196,3.579323565053543,3.4322764899563087,"Chris Sale",10603,519242
2021,"Kevin Gausman","SFG",192,117,0.2742616033755274,1.146892655,0.216494845,0.418556701,0.364948453,0.073446327,0.11299435,5.484375,0.3745,0.3421,0.2834,0.1619,0.496,0.3421,105.02526847757423,109.34719516291565,103.66765199865637,106.53637890493783,10.640625,2.34375,0.9375,94.60075805432723,4.54,3.0033636411031095,3.2757163454933718,3.4207828320519766,"Kevin Gausman",14107,592332
2017,"Jimmy Nelson","MIL",175.1,95,0.3399122807017544,1.842519685,0.223655913,0.503225806,0.273118279,0.078740157,0.125984251,4.876435333401853,0.3581,0.3644,0.2775,0.2225,0.4597,0.3178,,,,,10.214848751020723,2.463883115824094,0.8212943719413647,94.10012616459628,4.1458,3.049274941419873,3.1514119179102633,3.419844537385538,"Jimmy Nelson",10547,519076
2016,"Justin Verlander","DET",227.2,110,0.2545126353790614,0.705454545,0.185763888,0.336805555,0.477430555,0.112727272,0.109090909,4.348456155789545,0.3955,0.3425,0.262,0.1969,0.5137,0.2894,,,,,10.040980577914041,2.2532909170909465,1.1859425879426033,93.41501416430594,4.4561,3.484783176147591,3.783639504552802,3.417700560220041,"Justin Verlander",8700,434378
2022,"Sandy Alcantara","MIA",228.2,81,0.26158940397350994,1.744680851,0.15960912,0.534201954,0.306188925,0.117021276,0.085106382,3.1880418961237016,0.4081,0.3629,0.229,0.2145,0.521,0.2645,109.3765281173594,120.31602346403207,105.17591849336215,107.31151589996912,8.147218178982794,1.9679270963726554,0.6297366708392497,97.95501604523227,4.14,2.985607841137408,3.293087721440561,3.4171192400045145,"Sandy Alcantara",18684,645261
2018,"Aaron Nola","PHI",212.1,91,0.25142857142857145,1.66875,0.191287878,0.505681818,0.303030303,0.125,0.10625,3.857149047587736,0.4325,0.3512,0.2163,0.2232,0.5258,0.2509,,,,,9.494520732523657,2.4584026896713045,0.7205663055933134,92.73270708795901,3.8621,3.0097234669696458,3.2134495309035955,3.4009242562744624,"Aaron Nola",16149,605400
2016,"Michael Pineda","NYY",175.2,79,0.3390928725701944,1.402515723,0.215605749,0.457905544,0.326488706,0.037735849,0.16981132,4.047430478471555,0.411,0.3333,0.2556,0.1718,0.501,0.3272,,,,,10.605292519539391,2.715364751379651,1.3832990242877468,93.9672016748081,3.9057,3.7955250174001867,3.30499603471508,3.4003723309104643,"Michael Pineda",5372,501381
2015,"Danny Salazar","CLE",185,99,0.2776617954070981,1.17204301,0.187122736,0.43863179,0.374245472,0.059139784,0.123655913,4.816216216216216,0.3884,0.3466,0.2649,0.1713,0.5398,0.2888,,,,,9.486486486486486,2.5783783783783782,1.1189189189189188,94.93666877770741,3.6792,3.614681029964138,3.482110406981932,3.3916218042457733,"Danny Salazar",5867,517593
2022,"Yu Darvish","SDP",194.2,102,0.2504970178926441,0.842105263,0.193857965,0.368522072,0.437619961,0.065789473,0.096491228,4.7157451693671675,0.4305,0.3181,0.2514,0.181,0.5219,0.2971,119.983178807947,113.66868517898963,102.5462361993978,104.9650384744061,9.107860768287567,1.7106134437900509,1.0171215071184085,94.94662665562915,5.3243,3.3127719246087874,3.577457274338249,3.385231486595119,"Yu Darvish",13074,506433
2015,"Félix Hernández","SEA",201.2,98,0.28807339449541286,2.086666666,0.16876122,0.561938958,0.26929982,0.073333333,0.153333333,4.373546328518349,0.4568,0.3351,0.2081,0.1834,0.5626,0.254,,,,,8.52395253823474,2.5884253781026962,1.0264445464890002,91.95607235142118,3.2931,3.718722927074854,3.3336839939354332,3.38123136009556,"Felix Hernandez",4772,433587
2015,"Francisco Liriano","PIT",186.2,103,0.2928870292887029,1.9453125,0.224279835,0.512345679,0.263374485,0.09375,0.1171875,4.966062362502553,0.3895,0.3651,0.2454,0.2515,0.5051,0.2434,,,,,9.883910527310908,3.3749938385939684,0.7232129654129932,92.06630010190217,2.9286,3.1871712796543896,3.1544157993544992,3.380453591858097,"Francisco Liriano",3201,434538
2015,"Kyle Hendricks","CHC",180,86,0.29563492063492064,1.905109489,0.218074656,0.512770137,0.269155206,0.08759124,0.124087591,4.3,0.3712,0.3615,0.2673,0.1865,0.5558,0.2577,,,,,8.35,2.15,0.85,90.3024366425305,3.8837,3.355822171105279,3.251192468611731,3.373607098181553,"Kyle Hendricks",12049,543294
2017,"Stephen Strasburg","WSN",175.1,98,0.2744186046511628,1.369127516,0.190366972,0.467889908,0.341743119,0.114093959,0.087248322,5.030428028140859,0.3499,0.3815,0.2686,0.2144,0.5124,0.2731,,,,,10.4715032422524,2.4125522175777587,0.6673016772023588,95.41152263374485,4.3404,2.7184758193879346,3.26624293650337,3.368202912499368,"Stephen Strasburg",10131,544931
2023,"Pablo López","MIN",194,117,0.31275720164609055,1.245901639,0.184523809,0.452380952,0.363095238,0.103825136,0.13114754,5.427835051546392,0.4381,0.3536,0.2083,0.1749,0.5305,0.2947,99.57622243528286,98.90552797087055,107.16570671962926,108.76199933796754,10.855670103092784,2.2268041237113403,1.1134020618556701,94.88120955177374,4.875,3.3323594702887784,3.283718149010668,3.367610099928502,"Pablo Lopez",17085,641154
2016,"Madison Bumgarner","SFG",226.2,136,0.26527050610820246,0.95473251,0.189419795,0.395904436,0.414675767,0.111111111,0.106995884,5.399991881438849,0.4357,0.3339,0.2304,0.1937,0.4908,0.3155,,,,,9.966161487067287,2.144114423512484,1.0323513890986034,90.55133614627286,4.6481,3.2436285971937426,3.538071792021384,3.3590709153740184,"Madison Bumgarner",5524,518516
2019,"Shane Bieber","CLE",214.1,120,0.29636711281070743,1.25388601,0.210526315,0.439201451,0.350272232,0.113989637,0.160621761,5.038888260421953,0.3935,0.3484,0.2581,0.1336,0.4404,0.426,,,,,10.875600495410715,1.6796294201406512,1.3017128006090046,93.08853459972863,6.475,3.321319609943041,3.2322859371588804,3.355808448467374,"Shane Bieber",19427,669456
2015,"Tyson Ross","SDP",196,105,0.3196078431372549,3.088235294,0.185546875,0.615234375,0.19921875,0.098039215,0.088235294,4.821428571428571,0.3661,0.3931,0.2408,0.2023,0.5607,0.237,,,,,9.73469387755102,3.857142857142857,0.413265306122449,92.91666666666667,2.5238,2.9754366835769344,3.1464481040379226,3.350700556880467,"Tyson Ross",7872,475115
2020,"Luis Castillo","CIN",70,24,0.32947976878612717,2.6,0.191011235,0.584269662,0.224719101,0.075,0.125,3.085714285714286,0.4663,0.2978,0.236,0.2135,0.4775,0.309,94.79391025641024,107.30780701754388,104.65438596491227,102.00850877192985,11.442857142857143,3.085714285714286,0.6428571428571429,97.41858849158653,3.7083,2.6485626493181504,2.8218638266835896,3.3470795438947007,"Luis Castillo",15689,622491
2017,"Carlos Carrasco","CLE",200,138,0.30707070707070705,1.366863905,0.217221135,0.452054794,0.33072407,0.100591715,0.124260355,6.21,0.376,0.3798,0.2442,0.1938,0.5136,0.2926,,,,,10.17,2.07,0.945,94.3188524590164,4.913,3.1026401710510254,3.2407287109643224,3.3452466415629742,"Carlos Carrasco",6632,471911
2023,"Kevin Gausman","TOR",185,73,0.3207126948775056,1.11299435,0.19047619,0.426406926,0.383116883,0.107344632,0.107344632,3.5513513513513515,0.3841,0.3455,0.2704,0.1652,0.4657,0.3691,109.5630769230769,105.2812418300653,103.99862745098036,105.31326797385624,11.52972972972973,2.675675675675676,0.9243243243243243,94.65961538461538,4.3091,2.9685533961734256,3.215274834955061,3.3403673634235673,"Kevin Gausman",14107,592332
2022,"Zac Gallen","ARI",184,93,0.23660714285714285,1.272727272,0.179431072,0.459518599,0.361050328,0.084848484,0.09090909,4.548913043478261,0.4039,0.324,0.2721,0.1447,0.5637,0.2916,114.51431608788094,107.51936583702692,105.19959086259809,106.88745311967273,9.391304347826088,2.2989130434782608,0.7336956521739131,94.1119773210489,4.0851,3.047212418265965,3.3149400192434375,3.3216104448526345,"Zac Gallen",19291,668678
2018,"Germán Márquez","COL",196,138,0.3112449799196787,1.588235294,0.229571984,0.472762645,0.297665369,0.078431372,0.156862745,6.336734693877551,0.3692,0.3538,0.2769,0.175,0.4519,0.3731,,,,,10.561224489795919,2.61734693877551,1.1020408163265305,95.36192468619247,4.0351,3.400226063631019,3.0976571228431196,3.3119425759466368,"German Marquez",15038,608566
2022,"Max Fried","ATL",185.1,86,0.2796116504854369,1.727272727,0.192307692,0.511538461,0.296153846,0.09090909,0.077922077,4.176266671870033,0.3966,0.3472,0.2562,0.1992,0.556,0.2448,88.16019629225735,95.66592119275825,100.50585729499466,102.00422435214757,8.255410862998902,1.553959691858617,0.5827348844469814,93.9021776172301,5.3125,2.702357113107622,3.090726999922773,3.3083245919762554,"Max Fried",13743,608331
2021,"Brandon Woodruff","MIL",179.1,57,0.26107226107226106,1.28169014,0.261958997,0.414578587,0.323462414,0.042253521,0.126760563,2.860600231417844,0.3333,0.4004,0.2662,0.1991,0.5347,0.2662,117.07959830866807,113.92401715511076,107.3680128663331,109.44949964260191,10.589239453143247,2.1579966658064436,0.9033474415003718,96.52336317389006,4.907,2.9581339943314164,3.0503597424055187,3.30607129852326,"Brandon Woodruff",16162,605540
2020,"Brandon Woodruff","MIL",73.2,18,0.26900584795321636,1.375,0.146067415,0.494382022,0.359550561,0.171875,0.140625,2.199093959780199,0.35,0.3611,0.2889,0.1889,0.5167,0.2944,114.28827751196171,112.87728026533996,107.4120232172471,110.00530679933662,11.11764168555545,2.199093959780199,1.0995469798900994,96.57679799641149,5.0556,3.20499444624801,3.2920043390132974,3.3033013825273088,"Brandon Woodruff",16162,605540
2023,"Zach Eflin","TBR",177.2,126,0.2951167728237792,1.481481481,0.165975103,0.497925311,0.336099585,0.11728395,0.11728395,6.382726969399888,0.449,0.3408,0.2102,0.1592,0.498,0.3429,82.97169811320755,97.89902987970511,108.46643383779588,105.74854481955765,9.422120764352217,1.2157575179809312,0.9624747017349038,92.90314219732704,7.75,3.0073855734415744,3.1247015159487574,3.3015755399585967,"Zach Eflin",13774,621107
2018,"Blake Snell","TBR",180.2,108,0.24120603015075376,1.228187919,0.188264058,0.447432762,0.364303178,0.067114093,0.10738255,5.3800636526786345,0.3382,0.3454,0.3164,0.1812,0.4614,0.3575,,,,,11.009204326314613,3.188185868254006,0.7970464670635015,95.78066666666666,3.4531,2.9445633937673072,3.155393495087763,3.299520461544847,"Blake Snell",13543,605483
2019,"Jacob deGrom","NYM",204,92,0.2818371607515658,1.284023668,0.210633946,0.443762781,0.345603271,0.142011834,0.112426035,4.0588235294117645,0.3855,0.3313,0.2831,0.2189,0.4839,0.2972,,,,,11.25,1.9411764705882353,0.8382352941176471,96.88802083333333,5.7955,2.6747942662706565,3.1119322768905584,3.2874872504897974,"Jacob deGrom",10954,594798
2015,"Zack Greinke","LAD",222.2,101,0.22945205479452055,1.455958549,0.191126279,0.479522184,0.329351535,0.093264248,0.07253886,4.082329081551364,0.3863,0.3612,0.2525,0.2174,0.5151,0.2676,,,,,8.083819963468049,1.6167639926936095,0.5658673974427634,91.78910120311394,5,2.7608460283453633,3.2225404614609277,3.2727952773297746,"Zack Greinke",1943,425844
2015,"David Price","- - -",220.1,137,0.2902684563758389,1.109589041,0.231281198,0.404326123,0.364392678,0.109589041,0.07762557,5.596067470082438,0.3328,0.367,0.3002,0.1697,0.5481,0.2822,,,,,9.190621757434661,1.9198187671085738,0.6944025327839523,93.9285936178088,4.7872,2.775052235876964,3.2387656778937557,3.2672441012557174,"David Price",3184,456034
2018,"Luis Severino","NYY",191.1,139,0.3142857142857143,1.245508982,0.25889328,0.411067193,0.330039525,0.101796407,0.113772455,6.538339171425543,0.3556,0.3576,0.2868,0.1945,0.4538,0.3517,,,,,10.348450487148341,2.163766920040108,0.893729814799175,97.59723096286973,4.7826,2.9513705394626957,3.101992978605838,3.2638269977242995,"Luis Severino",15890,622663
2021,"Aaron Nola","PHI",180.2,103,0.3075221238938053,1,0.189873417,0.405063291,0.405063291,0.109375,0.135416666,5.13098663172129,0.4414,0.3368,0.2218,0.182,0.4916,0.3264,103.01231043710973,106.51865319865321,106.64989898989897,107.03356902356903,11.108835134697552,1.9428007634672848,1.2952005089781897,92.9107939339875,5.7179,3.3692919245356507,3.3734826131924995,3.262528141101636,"Aaron Nola",16149,605400
2017,"Luis Severino","NYY",193.1,134,0.27157894736842103,1.653333333,0.187755102,0.506122448,0.306122448,0.12,0.14,6.237942029811359,0.4081,0.3636,0.2283,0.1939,0.5212,0.2848,,,,,10.706915424303078,2.374142115823726,0.9775879300450637,97.52022756005057,4.5098,3.074881404486364,3.042918163002372,3.2499517707425056,"Luis Severino",15890,622663
2020,"Aaron Nola","PHI",71.1,50,0.2830188679245283,1.804347826,0.22754491,0.497005988,0.275449101,0.086956521,0.195652173,6.308414363604433,0.4107,0.3452,0.244,0.1667,0.5536,0.2798,113.74655172413793,118.81734960767221,106.79912816041848,107.27881429816915,12.112155578120511,2.901870607258039,1.135514585448798,92.84069234913792,4.1739,3.191419792175293,2.794701063014647,3.246113672947179,"Aaron Nola",16149,605400
2020,"Framber Valdez","HOU",70.2,56,0.3118279569892473,3.081081081,0.205263157,0.6,0.194736842,0.027027027,0.135135135,7.13207938587299,0.3455,0.3979,0.2565,0.1257,0.4974,0.377,88.47619047619048,117.29328852675415,101.23618442652676,103.81736810119415,9.679250595113343,2.037736967392283,0.6367928023100884,93.16666775658017,4.75,2.8517969642765792,2.9416024555593614,3.232749316089033,"Framber Valdez",17295,664285
2018,"Corey Kluber","CLE",215,142,0.27598566308243727,1.335078534,0.222996515,0.444250871,0.332752613,0.099476439,0.130890052,5.944186046511628,0.4055,0.3196,0.2749,0.1529,0.4811,0.366,,,,,9.293023255813953,1.4232558139534883,1.0465116279069768,91.96043669871794,6.5294,3.1232208429380908,3.078838083633157,3.2326061384608784,"Corey Kluber",2429,446372
2015,"Gerrit Cole","PIT",208,101,0.30442477876106194,1.619047619,0.22398589,0.479717813,0.296296296,0.059523809,0.06547619,4.3701923076923075,0.3368,0.4028,0.2604,0.1997,0.5052,0.2951,,,,,8.740384615384615,1.9038461538461537,0.47596153846153844,95.63125763125763,4.5909,2.6576384104215185,3.1620249136709253,3.231995563398678,"Gerrit Cole",13125,543037
2015,"Matt Harvey","NYM",189.1,97,0.27218934911242604,1.273224043,0.179487179,0.459566074,0.360946745,0.098360655,0.098360655,4.610923792124307,0.3817,0.334,0.2844,0.1737,0.5592,0.2672,,,,,8.936635803292472,1.75880598256288,0.8556353428684281,95.83609576427256,5.0811,3.049092754525681,3.2394844408874577,3.2256925193844883,"Matt Harvey",11713,518774
2018,"Trevor Bauer","CLE",175.1,97,0.29691211401425177,1.296551724,0.210900473,0.44549763,0.343601895,0.110344827,0.062068965,4.979097129894524,0.4312,0.3543,0.2145,0.1585,0.4825,0.359,,,,,11.3441285124401,2.925861200041112,0.46197808421701764,94.51809674944197,3.8772,2.436094136676496,3.13467115621397,3.2133832711083263,"Trevor Bauer",12703,545333
