Season,Name,Team,IP,RS,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS/9,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Stf+ FA,Stuff+,Location+,Pitching+,K/9,BB/9,HR/9,vFA (sc),K/BB,FIP,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2017,"Andrew Cashner","TEX",166.2,100,0.2660377358490566,1.511494252,0.192236598,0.486136783,0.321626617,0.097701149,0.086206896,5.39998895876281,0.4073,0.3376,0.255,0.1853,0.5303,0.2844,,,,,4.643990504536017,3.4559929336081985,0.8099983438144215,93.84940712832841,1.3438,4.609637202185026,5.2967061354208695,5.517078863210923,"Andrew Cashner",8782,488768
2016,"Jered Weaver","LAA",178,115,0.3006993006993007,0.597938144,0.23013245,0.28807947,0.481788079,0.147766323,0.127147766,5.814606741573034,0.4556,0.3207,0.2237,0.1859,0.4671,0.347,,,,,5.207865168539326,2.5786516853932584,1.8707865168539326,83.21744627054362,2.0196,5.618480031945732,5.6392064926162195,5.440029119432774,"Jered Weaver",4235,450308
2020,"Martín Pérez","BOS",62,31,0.2655367231638418,1.09375,0.263736263,0.384615384,0.351648351,0.09375,0.125,4.5,0.4,0.3676,0.2324,0.1892,0.5081,0.3027,71.42692307692309,86.35329457364342,97.20116279069771,95.28081395348838,6.67741935483871,4.064516129032258,1.1612903225806452,92.18077048277243,1.6429,4.884968179272067,5.198028370641893,5.4317282884587375,"Martin Perez",6902,527048
2018,"Lucas Giolito","CHW",173.1,97,0.26833976833976836,1.188118811,0.182994454,0.44362292,0.373382624,0.0990099,0.133663366,5.036548363575285,0.3982,0.3505,0.2514,0.1688,0.5046,0.3266,,,,,6.490397375741347,4.67308611053377,1.401925833160131,92.36860068259385,1.3889,5.560434863760028,5.460196751768409,5.372835915827222,"Lucas Giolito",15474,608337
2017,"Jeremy Hellickson","- - -",164,89,0.2455795677799607,0.797413793,0.213207547,0.349056603,0.437735849,0.11637931,0.150862068,4.884155316428905,0.454,0.2868,0.2592,0.1985,0.4816,0.3199,,,,,5.268302363788482,2.5792730322714443,1.9207352367978843,90.14637830010776,2.0426,5.767401064224024,5.509365817804479,5.365465805529071,"Jeremy Hellickson",4371,476451
2017,"Ty Blach","SFG",163.2,81,0.2903225806451613,1.466292134,0.214669051,0.466905187,0.31842576,0.073033707,0.095505617,4.454165878478822,0.3826,0.3339,0.2835,0.1843,0.5043,0.3113,,,,,4.014248260851284,2.3645571947480164,0.9348249374585181,90.63333037405303,1.6977,4.422403321730197,5.006680730641534,5.357883197876804,"Ty Blach",14361,621389
2019,"Sandy Alcantara","MIA",197.1,67,0.271304347826087,1.240566037,0.194915254,0.445762711,0.359322033,0.108490566,0.108490566,3.055748520287974,0.4064,0.3512,0.2425,0.1973,0.4565,0.3462,,,,,6.886836217365434,3.694263136467551,1.0489882980093046,95.62165058949626,1.8642,4.551850100730946,5.1737030262334525,5.279816604511224,"Sandy Alcantara",18684,645261
2019,"Brad Keller","KCR",165.1,70,0.281947261663286,1.721088435,0.209486166,0.5,0.290513833,0.074829931,0.102040816,3.8104917250278096,0.4114,0.3268,0.2618,0.1516,0.4823,0.3661,,,,,6.641142720762754,3.8104917250278096,0.8165339410773877,93.66548984995588,1.7429,4.351109070489973,4.940305312448694,5.230411058235635,"Brad Keller",15734,641745
2017,"José Ureña","MIA",169.2,109,0.2485207100591716,1.12562814,0.186538461,0.43076923,0.382692307,0.090452261,0.130653266,5.78193810529107,0.4323,0.3289,0.2387,0.1842,0.4981,0.3177,,,,,5.994119320164137,3.394899437969069,1.3791778966749342,95.78746054730854,1.7656,5.196937402886613,5.291132884798522,5.19417660737364,"Jose Urena",11589,570632
2019,"Mike Fiers","OAK",184.2,114,0.2537313432835821,1.027649769,0.212880143,0.398926654,0.388193202,0.138248847,0.138248847,5.555946425884521,0.4382,0.3039,0.258,0.1696,0.4399,0.3905,,,,,6.140782891767103,2.5830277243147335,1.462091164706453,90.39580530139935,2.3774,4.968519350192909,5.194104522974259,5.189999407524801,"Mike Fiers",7754,571666
2019,"Brett Anderson","OAK",176,119,0.2775862068965517,2.146666666,0.201353637,0.544839255,0.253807106,0.066666666,0.133333333,6.0852272727272725,0.415,0.3783,0.2067,0.145,0.4533,0.4017,,,,,4.6022727272727275,2.5056818181818183,1.0227272727272727,89.38357314908723,1.8367,4.571964497999712,4.790039508925243,5.173385382477315,"Brett Anderson",8223,474463
2019,"Iván Nova","CHW",187,97,0.3217821782178218,1.521052631,0.236044657,0.460925039,0.303030303,0.1,0.157894736,4.668449197860962,0.4535,0.3386,0.2079,0.1732,0.4961,0.3307,,,,,5.4866310160427805,2.2620320855614975,1.4438502673796791,92.45814098011364,2.4255,4.978715834898107,4.914274778404337,5.1632500727684,"Ivan Nova",1994,467100
2023,"Jordan Lyles","KCR",177.2,109,0.25464684014869887,0.689530685,0.178947368,0.335087719,0.485964912,0.129963898,0.140794223,5.521565394163396,0.4626,0.32,0.2174,0.1391,0.5287,0.3322,75.2407450523865,85.16859799713876,101.0792203147353,96.83136623748207,6.078787589904656,2.279545346214246,1.9756059667190131,91.21338402211875,2.6667,5.619012834289501,5.343096428053256,5.147211446816468,"Jordan Lyles",7593,543475
2016,"James Shields","- - -",181.2,65,0.3016157989228007,1.057777777,0.213921901,0.404074702,0.382003395,0.066666666,0.177777777,3.220190022705544,0.4286,0.3277,0.2437,0.1529,0.5092,0.3378,,,,,6.6880869702345915,4.062393567105456,1.9816553985880272,90.46482369223364,1.6463,6.008961050879998,5.209471955235046,5.123178365815461,"James Shields",7059,448306
2016,"Martín Pérez","TEX",198.2,98,0.28593272171253825,2.01734104,0.204268292,0.532012195,0.263719512,0.052023121,0.104046242,4.439589700058549,0.4092,0.372,0.2188,0.1592,0.5342,0.3065,,,,,4.666099378632965,3.44294711433112,0.8154348428678968,92.95564714566929,1.3553,4.495560894207147,4.768120632686888,5.112073542772492,"Martin Perez",6902,527048
2019,"Julio Teheran","ATL",174.2,82,0.266384778012685,0.964285714,0.206185567,0.389690721,0.404123711,0.091836734,0.112244897,4.225182596243532,0.3947,0.3421,0.2632,0.1741,0.4393,0.3866,,,,,8.347311958432345,4.276709213270893,1.1335855746019232,89.73280632411067,1.9518,4.662480408980956,5.257239385111729,5.109263223439752,"Julio Teheran",6797,527054
2019,"Dakota Hudson","STL",174.2,118,0.27380952380952384,2.666666666,0.217307692,0.569230769,0.213461538,0.09009009,0.198198198,6.080152695962189,0.4202,0.3479,0.2319,0.1749,0.4202,0.4049,,,,,7.007633615685235,4.431297727565663,1.1335877907726115,93.8921832884097,1.5814,4.92584202042906,4.5525715385399765,5.08183117047373,"Dakota Hudson",19206,641712
2019,"Marco Gonzales","SEA",203,137,0.2949526813880126,1.072580645,0.212863705,0.407350689,0.379785604,0.116935483,0.092741935,6.073891625615763,0.4064,0.3562,0.2374,0.1811,0.4764,0.3425,,,,,6.517241379310345,2.4827586206896552,1.019704433497537,88.12142508370536,2.625,4.154896652052555,5.112155702196318,5.076993492508855,"Marco Gonzales",15467,594835
2019,"Aníbal Sánchez","WSN",166,115,0.2651821862348178,0.969849246,0.228346456,0.379921259,0.391732283,0.085427135,0.110552763,6.234939759036145,0.3992,0.3411,0.2597,0.1899,0.4942,0.3159,,,,,7.265060240963855,3.144578313253012,1.1927710843373494,90.18034417490729,2.3103,4.442925615195769,5.104687028153833,5.074718493390373,"Anibal Sanchez",3284,434671
2016,"Héctor Santiago","- - -",182,131,0.2595419847328244,0.682481751,0.158759124,0.341240875,0.5,0.135036496,0.120437956,6.4780112515357535,0.4129,0.3321,0.2549,0.1813,0.4452,0.3734,,,,,7.120867329932431,3.9065869379490423,1.6318654297761823,,1.8228,5.305907003431432,5.456314045267348,5.066049030504546,"Hector Santiago",4026,502327
2017,"Martín Pérez","TEX",185,115,0.32781456953642385,1.693641618,0.248387096,0.472580645,0.279032258,0.075144508,0.132947976,5.594594594594595,0.3939,0.3493,0.2568,0.1515,0.5152,0.3333,,,,,5.594594594594595,3.0648648648648646,1.1189189189189188,93.16402994791666,1.8254,4.649532062942917,4.696737035947877,5.0403111038383495,"Martin Perez",6902,527048
2020,"Antonio Senzatela","COL",73.1,38,0.2683982683982684,1.742857142,0.2,0.508333333,0.291666666,0.085714285,0.128571428,4.663638627865212,0.4417,0.3333,0.225,0.1583,0.4875,0.3542,77.24,83.74651368049426,100.97872903795235,97.34068843777581,5.031820624801939,2.2090919816203636,1.1045459908101818,94.34047121062991,2.2778,4.568693188123792,4.81386686480185,5.024320649232132,"Antonio Senzatela",15488,622608
2020,"Jon Lester","CHC",61,41,0.2760416666666667,1.301369863,0.168316831,0.470297029,0.361386138,0.02739726,0.150684931,6.049180327868853,0.4236,0.335,0.2414,0.1872,0.4532,0.3596,77.13607142857144,83.40288270377734,96.91600397614317,93.22544731610341,6.19672131147541,2.5081967213114753,1.6229508196721312,89.40107421875,2.4706,5.14223946430644,5.105587421821767,5.015943280442702,"Jon Lester",4930,452657
2019,"Martín Pérez","MIN",165.1,141,0.3163064833005894,1.640522875,0.22753346,0.479923518,0.292543021,0.104575163,0.150326797,7.6754029306518285,0.4211,0.3289,0.25,0.1729,0.4756,0.3515,,,,,7.3487900399857935,3.6471772791040604,1.2520160808864687,94.18305603531766,2.0149,4.659574413085582,4.691926181769036,5.014228206818689,"Martin Perez",6902,527048
2023,"Patrick Corbin","WSN",180,101,0.3094405594405594,1.295566502,0.216806722,0.442016806,0.34117647,0.068965517,0.162561576,5.05,0.3917,0.3686,0.2397,0.1273,0.5289,0.3438,64.93987975951904,80.64468524251805,100.94379084967323,94.7106639146887,6.2,2.85,1.65,91.80440568637275,2.1754,5.277262104882134,4.758543449309137,5.009677365729675,"Patrick Corbin",9323,571578
2021,"Dallas Keuchel","CHW",162,117,0.30711610486891383,2.178571428,0.199640287,0.548561151,0.251798561,0.071428571,0.178571428,6.500013545735649,0.4767,0.3423,0.181,0.1756,0.4982,0.3262,74.46949152542372,78.46430639426602,98.84932039054122,93.65284928607711,5.277788776452023,3.2777846085333615,1.388891783276848,89.02372883942168,1.6102,5.225590147019511,4.744171856118474,5.005972936439099,"Dallas Keuchel",9434,572971
2022,"Marco Gonzales","SEA",183,102,0.2765598650927487,1.06557377,0.185783521,0.42003231,0.394184168,0.118852459,0.122950819,5.016393442622951,0.4655,0.3098,0.2247,0.1814,0.5538,0.2648,74.62589371980677,79.89522245446402,101.13386085398628,91.97393251716929,5.065573770491803,2.459016393442623,1.4754098360655739,88.44966032608696,2.06,5.0523205199528265,4.895006341230674,4.99308108512517,"Marco Gonzales",15467,594835
2016,"Doug Fister","HOU",180.1,104,0.29947460595446584,1.320197044,0.203045685,0.453468697,0.343485617,0.068965517,0.1182266,5.190397978457652,0.3687,0.362,0.2694,0.197,0.4882,0.3148,,,,,5.739382380025288,3.094275717926677,1.1977841488748426,86.91426191816817,1.8548,4.749160748404837,4.893985038887124,4.97159142705504,"Doug Fister",9425,450729
2023,"Taijuan Walker","PHI",172.2,105,0.2721774193548387,1.212765957,0.18590998,0.446183953,0.367906066,0.117021276,0.106382978,5.472962171386204,0.4302,0.3527,0.2171,0.1667,0.5078,0.3256,78.87099391480731,93.31078500707214,98.85615275813296,96.66509900990101,7.1930359966790105,3.7007648968420996,1.0424689850259437,92.85496957403652,1.9437,4.534960136497321,4.829343811786659,4.966565331523074,"Taijuan Walker",11836,592836
2018,"James Shields","CHW",204.2,101,0.26174496644295303,0.817164179,0.2170418,0.352090032,0.430868167,0.108208955,0.126865671,4.441368093266149,0.4683,0.3286,0.2032,0.1571,0.5048,0.3381,,,,,6.771986993692941,3.429967438363957,1.4951140115945454,89.50970415645803,1.9744,5.090397578531141,5.093484334570665,4.95154555556892,"James Shields",7059,448306
2020,"Kyle Freeland","COL",70.2,28,0.30493273542600896,2.052631578,0.233480176,0.515418502,0.251101321,0.070175438,0.157894736,3.5660359391805128,0.4655,0.3491,0.1853,0.181,0.4871,0.3319,80.9928870292887,90.70569902048086,101.23294746215494,97.73900267141583,5.858487614367985,2.9292438071839926,1.1462258375937362,92.1313823875523,2,4.648966227633995,4.548661454239246,4.948804310218565,"Kyle Freeland",16256,607536
2016,"Jimmy Nelson","MIL",179.1,83,0.2987012987012987,1.575581395,0.193078324,0.493624772,0.313296903,0.122093023,0.145348837,4.165435424696159,0.3635,0.3404,0.2961,0.2128,0.461,0.3262,,,,,7.0260356561140025,4.315993331612887,1.2546492243060718,92.92923076923077,1.6279,5.120551365827735,4.905772306710741,4.924811959931322,"Jimmy Nelson",10547,519076
2016,"Brandon Finnegan","CIN",172,99,0.2563559322033898,0.969072164,0.225152129,0.381338742,0.393509127,0.06185567,0.149484536,5.180232558139535,0.3832,0.3533,0.2635,0.1637,0.477,0.3593,,,,,7.587209302325581,4.395348837209302,1.5174418604651163,91.65246115095628,1.7262,5.187267594004786,4.874047865320083,4.922296030232962,"Brandon Finnegan",16208,605232
2018,"Reynaldo López","CHW",188.2,71,0.26022304832713755,0.700757575,0.198214285,0.330357142,0.471428571,0.143939393,0.094696969,3.386919677421155,0.3677,0.3393,0.2931,0.2078,0.4547,0.3375,,,,,7.203167201275978,3.577732053613896,1.192577351204632,95.49278460716195,2.0133,4.633925716974284,5.222398038922128,4.919343882010988,"Reynaldo Lopez",16400,625643
2019,"Jeff Samardzija","SFG",181.1,105,0.23984526112185686,0.882882882,0.223048327,0.364312267,0.412639405,0.085585585,0.126126126,5.211406852617239,0.4202,0.367,0.2128,0.1505,0.4477,0.4018,,,,,6.948542470156319,2.4319898645547116,1.3897084940312638,91.62434111445783,2.8571,4.587174297837962,5.015139323688931,4.918479454438359,"Jeff Samardzija",3254,502188
2023,"Johan Oviedo","PIT",177.2,98,0.2795275590551181,1.236842105,0.187380497,0.449330783,0.363288718,0.094736842,0.1,4.964343198422135,0.4076,0.3581,0.2343,0.1638,0.52,0.3162,82.56484174508127,91.40406312961721,95.2684687709872,95.28458697112161,8.003736993374464,4.204494749684054,0.9624747017349038,95.803250641574,1.9036,4.487682921723912,4.865564302463822,4.917691313579406,"Johan Oviedo",22487,670912
2017,"R.A. Dickey","ATL",190,95,0.2899305555555556,1.40609137,0.196610169,0.469491525,0.333898305,0.121827411,0.131979695,4.5,0.3837,0.3439,0.2724,0.2425,0.485,0.2724,,,,,6.442105263157894,3.1736842105263157,1.231578947368421,83.61844422387296,2.0299,4.720798065787868,4.786188550764009,4.904044127765219,"R.A. Dickey",1245,285079
2020,"Johnny Cueto","SFG",63.1,28,0.28415300546448086,1.2,0.2513089,0.408376963,0.340314136,0.076923076,0.138461538,3.9789493655904296,0.5,0.3021,0.1979,0.1771,0.526,0.2969,74.43650793650794,81.89154185022028,101.91436123348015,97.01057268722465,7.957898731180859,3.6947386966196847,1.2789480103683524,91.39762111441799,2.1538,4.64405210024799,4.775704938834038,4.903846394336527,"Johnny Cueto",6893,456501
2017,"Julio Teheran","ATL",188.1,108,0.2813067150635209,1.004405286,0.201754385,0.4,0.398245614,0.092511013,0.136563876,5.161071285599596,0.4158,0.3436,0.2405,0.2113,0.4845,0.3041,,,,,7.215942260421657,3.4407141903997305,1.4814186097554396,91.38430089942764,2.0972,4.952333683944712,4.956519261358498,4.892252203075514,"Julio Teheran",6797,527054
2019,"Reynaldo López","CHW",184,99,0.3157894736842105,0.792,0.207079646,0.350442477,0.442477876,0.144,0.14,4.842391304347826,0.3686,0.3422,0.2892,0.1958,0.4533,0.351,,,,,8.266304347826088,3.1793478260869565,1.7119565217391304,95.42486486486486,2.6,5.040096909066905,5.269999100397463,4.875564110997338,"Reynaldo Lopez",16400,625643
2015,"Alfredo Simon","DET",187,97,0.2935323383084577,1.259433962,0.217320261,0.436274509,0.346405228,0.117924528,0.113207547,4.668449197860962,0.4657,0.3142,0.2201,0.1786,0.504,0.3174,,,,,5.6310160427807485,3.272727272727273,1.1550802139037433,92.88787586978131,1.7206,4.769963585246693,4.774465343818307,4.875470393091384,"Alfredo Simon",2155,430580
2015,"Aaron Harang","PHI",172.1,70,0.2926391382405745,0.825910931,0.201769911,0.361061946,0.437168141,0.121457489,0.105263157,3.6557132251019677,0.3173,0.3928,0.2899,0.1595,0.5506,0.2899,,,,,5.640243261585893,2.663448206860005,1.3578363407521594,88.99698492462312,2.1176,4.833796734525718,4.9875121873891235,4.866635346310615,"Aaron Harang",1451,421685
2019,"Zach Eflin","PHI",163.1,90,0.291497975708502,1.285714285,0.211045364,0.443786982,0.345167652,0.085714285,0.16,4.9591732301022375,0.408,0.3448,0.2471,0.1609,0.4598,0.3793,,,,,7.1081482964798735,2.6448923893878598,1.542853893809585,93.76728318054552,2.6875,4.854822823739486,4.757545899469717,4.862339807326329,"Zach Eflin",13774,621107
2017,"Jason Vargas","KCR",179.2,106,0.2894736842105263,0.995535714,0.193140794,0.402527075,0.404332129,0.102678571,0.120535714,5.309822952804485,0.4884,0.322,0.1896,0.1789,0.4937,0.3274,,,,,6.712417695054726,2.9053748232326426,1.3525020728841612,85.69733072916667,2.3103,4.671551956337,4.935662067463804,4.858913050067921,"Jason Vargas",8044,450306
2019,"Rick Porcello","BOS",174.1,145,0.30755064456721914,0.919491525,0.203866432,0.381370826,0.414762741,0.097457627,0.131355932,7.4856742885196415,0.4258,0.3508,0.2234,0.2007,0.4572,0.3421,,,,,7.382423608677991,2.32314029643713,1.6003855375455784,91.01184612771739,3.1778,4.762770150169919,5.143954973833625,4.858730141128992,"Rick Porcello",2717,519144
2017,"Matt Moore","SFG",174.1,71,0.3197781885397412,0.900862068,0.203971119,0.377256317,0.418772563,0.094827586,0.11637931,3.665399134378583,0.3732,0.3891,0.2377,0.1585,0.4947,0.3468,,,,,7.6405503082821165,3.4588977746952825,1.393884177862278,91.88853675806273,2.209,4.7465534108364205,5.100372251696232,4.856303265444975,"Matt Moore",1890,519043
2016,"Tom Koehler","MIA",176.2,93,0.2978723404255319,1.225274725,0.232954545,0.422348484,0.344696969,0.098901098,0.12087912,4.7377267102600795,0.4249,0.3377,0.2375,0.2096,0.5046,0.2857,,,,,7.488664800088513,4.228293730662221,1.1207525551152875,91.81096563011457,1.7711,4.5956237282200885,4.692636854059285,4.8546009830847705,"Tom Koehler",6570,543408
2021,"Cole Irvin","OAK",178.1,107,0.3022847100175747,0.99099099,0.244444444,0.376068376,0.379487179,0.09009009,0.103603603,5.400010318954079,0.3452,0.3858,0.269,0.154,0.5144,0.3316,72.79561243144423,78.20916573138796,104.70325476992143,97.1216610549944,6.308423269806167,2.1196302186548723,1.1607498816443347,90.76032621115174,2.9762,4.302742752659416,4.822489086319684,4.848548736843077,"Cole Irvin",19244,608344
2017,"Lance Lynn","STL",186.1,97,0.2440944881889764,1.215789473,0.198095238,0.44,0.361904761,0.115789473,0.142105263,4.685160625799297,0.3607,0.3421,0.2972,0.2112,0.4972,0.2916,,,,,7.389995626260746,3.767448750642733,1.3041168752224845,92.36536796536797,1.9615,4.815961629667271,4.746046856568354,4.847132118304026,"Lance Lynn",2520,458681
2020,"Alec Mills","CHC",62.1,38,0.23255813953488372,1.426229508,0.195652173,0.472826086,0.331521739,0.114754098,0.213114754,5.48663381415067,0.427,0.3297,0.2432,0.173,0.5081,0.3189,71.5,81.41916932907347,101.40138445154422,94.60021299254525,6.641714617129758,2.743316907075335,1.8770063048410186,89.80534657921811,2.4211,5.43741024241241,4.613210367810574,4.8144182692038235,"Alec Mills",13834,621219
2023,"Bryce Elder","ATL",174.2,113,0.27431906614785995,1.681528662,0.20415879,0.49905482,0.296786389,0.076433121,0.121019108,5.822507724091697,0.4624,0.3195,0.218,0.1128,0.5301,0.3571,63.33573487031701,80.10052854122625,99.1616631430585,95.22811839323468,6.5954069795020995,3.2461768727236895,0.9790057235198428,90.72301793981481,2.0317,4.422976535280075,4.494978729819625,4.810624715469682,"Bryce Elder",27779,693821
2023,"Miles Mikolas","STL",201.1,85,0.3076923076923077,0.988636363,0.21875,0.388392857,0.392857142,0.098484848,0.098484848,3.7996753055558736,0.3754,0.3739,0.2507,0.1276,0.5237,0.3487,74.04810744810744,88.40987029421066,107.60189813350193,101.54558683960768,6.124182551307702,1.7433804343138712,1.1622536228759142,93.31893659529554,3.5128,4.273253526632401,4.762419105697984,4.805911565225018,"Miles Mikolas",9803,571945
2016,"R.A. Dickey","TOR",169.2,83,0.27920792079207923,1.167539267,0.218867924,0.420754716,0.360377358,0.141361256,0.146596858,4.402759343230718,0.4034,0.3171,0.2795,0.227,0.4728,0.3002,,,,,6.683706954783981,3.3418534773919903,1.485268212174218,82.29769338998052,2,5.026730870711482,4.756373213125311,4.80508168320612,"R.A. Dickey",1245,285079
2019,"Wade Miley","HOU",167.1,111,0.28716904276985744,1.668874172,0.205128205,0.49704142,0.297830374,0.066225165,0.15231788,5.970131680274221,0.423,0.3723,0.2047,0.1735,0.4678,0.3587,,,,,7.529895812958477,3.2808831756461934,1.2370543121288926,90.77461023730685,2.2951,4.510825342554682,4.5190150600443335,4.8035236055204615,"Wade Miley",8779,489119
2019,"Mike Leake","- - -",197,122,0.29523809523809524,1.386666666,0.193693693,0.468468468,0.337837837,0.084444444,0.182222222,5.573604060913706,0.4247,0.3607,0.2146,0.1431,0.4456,0.4113,,,,,5.802030456852792,1.233502538071066,1.8730964467005076,88.63044770930914,4.7037,5.193705384017248,4.760059713379381,4.794301574828182,"Mike Leake",10130,502190
2020,"Kyle Gibson","TEX",67.1,23,0.3128205128205128,2.355555555,0.266990291,0.514563106,0.218446601,0.044444444,0.266666666,3.074259051318281,0.4541,0.372,0.1739,0.1304,0.4928,0.3768,83.31329113924052,92.50853122251542,102.38997361477574,99.72981530343009,7.752479346802621,4.009903110415149,1.6039612441660596,92.39240506329114,1.9333,5.389440756402856,4.361308545196011,4.769512928741162,"Kyle Gibson",10123,502043
2023,"Cristian Javier","HOU",162,105,0.271889400921659,0.460629921,0.188183807,0.256017505,0.555798687,0.106299212,0.098425196,5.833333333333333,0.3682,0.366,0.2658,0.1503,0.5185,0.3312,101.34524375743163,101.70807409996509,97.5446696959105,99.74701153442851,8.833333333333334,3.4444444444444446,1.3888888888888888,92.74494649227111,2.5645,4.5760275369809,5.162148776024948,4.761381138994194,"Cristian Javier",17606,664299
2015,"R.A. Dickey","TOR",214.1,109,0.25718608169440244,1.125984251,0.208211143,0.419354838,0.372434017,0.137795275,0.098425196,4.576990169883274,0.4198,0.3469,0.2332,0.1983,0.5627,0.2391,,,,,5.2908326734430515,2.561434865714493,1.049768387587907,81.70388997395834,2.0656,4.481969122273746,4.714410830982574,4.761166388067499,"R.A. Dickey",1245,285079
2017,"Ricky Nolasco","LAA",181,68,0.3102189781021898,1.026785714,0.207678883,0.40139616,0.390924956,0.080357142,0.15625,3.3812154696132595,0.4759,0.3076,0.2165,0.1512,0.4725,0.3763,,,,,7.110497237569061,2.883977900552486,1.7403314917127073,91.003367003367,2.4655,5.102391552266495,4.789970962777322,4.759098873391132,"Ricky Nolasco",3830,445060
2019,"Merrill Kelly","ARI",183.1,99,0.2919020715630885,1.178571428,0.223636363,0.42,0.356363636,0.06632653,0.147959183,4.860009033774782,0.457,0.31,0.233,0.1272,0.4462,0.4265,,,,,7.7563780539031875,2.7981870194460865,1.423639009893623,91.95750452079567,2.7719,4.512194183789159,4.582474880859034,4.733715189132427,"Merrill Kelly",11156,518876
2018,"Gio González","- - -",171,95,0.30060120240480964,1.404907975,0.225296442,0.452569169,0.322134387,0.08588957,0.104294478,4.999991020977239,0.4388,0.3184,0.2427,0.1709,0.5126,0.3165,,,,,7.789459695838225,4.210518754507149,0.8947352353327691,90.12081646811369,1.85,4.16042834945912,4.442372860138574,4.730444466494244,"Gio Gonzalez",7448,461829
2016,"Edinson Volquez","KCR",189.1,86,0.3190789473684211,1.766666666,0.198067632,0.512077294,0.289855072,0.088888888,0.127777777,4.088035527038046,0.4643,0.3566,0.1791,0.1949,0.4881,0.317,,,,,6.6074062588173055,3.6126825587778075,1.093311826998547,93.34085213032581,1.8289,4.572628824366895,4.5768954902409025,4.7220548691084465,"Edinson Volquez",3990,450172
2017,"Zach Davies","MIL",191.1,126,0.3021346469622332,1.844311377,0.226384364,0.501628664,0.27198697,0.083832335,0.119760479,5.926839824457686,0.3831,0.3609,0.256,0.1987,0.5135,0.2878,,,,,5.832763001847248,2.5871126217870852,0.9407682261043947,,2.2545,4.223844160636006,4.417538418361196,4.71953297151377,"Zach Davies",13183,605200
2016,"Yordano Ventura","KCR",186,78,0.2966252220248668,1.625698324,0.189655172,0.501724137,0.308620689,0.094972067,0.12849162,3.774193548387097,0.3993,0.3447,0.256,0.1706,0.5222,0.3072,,,,,6.967741935483871,3.774193548387097,1.1129032258064515,96.1588357496464,1.8462,4.592806478725967,4.588194766977141,4.707190447417112,"Yordano Ventura",11855,570649
2015,"Mark Buehrle","TOR",198.2,152,0.28486646884273,1.407239819,0.214180206,0.459379615,0.326440177,0.08597285,0.099547511,6.88589422866224,0.4296,0.3448,0.2256,0.1695,0.5474,0.283,,,,,4.122476150054367,1.494963878591144,0.9966425857274294,83.85295908938173,2.7576,4.2611147933423705,4.463075100717248,4.704940138320934,"Mark Buehrle",225,279824
2021,"Kyle Hendricks","CHC",181,108,0.29858657243816256,1.276381909,0.23089983,0.431239388,0.33786078,0.095477386,0.155778894,5.370165745856354,0.3987,0.3501,0.2513,0.2027,0.5025,0.2948,64.47254509018036,77.41621524015888,106.93734200072224,97.45265438786565,6.513812154696133,2.1878453038674035,1.5414364640883977,87.29078469438878,2.9773,4.893787213847124,4.607089087597573,4.7010950860175615,"Kyle Hendricks",12049,543294
2021,"Chris Flexen","SEA",179.2,112,0.30018083182640143,1.158653846,0.209507042,0.424295774,0.366197183,0.086538461,0.091346153,5.6103789690009656,0.4091,0.3252,0.2657,0.1573,0.5175,0.3252,89.82206405693952,93.33113879003558,103.81185053380787,98.44046263345194,6.261583670760006,2.003706774643202,0.9517607179555209,92.7508896797153,3.125,3.8880252353502556,4.555854464632688,4.699517930971156,"Chris Flexen",13896,623167
2021,"Jordan Lyles","TEX",180,106,0.2988505747126437,0.944954128,0.226277372,0.375912408,0.397810218,0.082568807,0.174311926,5.3,0.4607,0.3214,0.2179,0.1375,0.4804,0.3821,84.74598290598291,93.4993823399674,100.49180347557967,99.57166614257828,7.3,2.8,1.9,93.03598298944979,2.6071,5.342252529991997,4.734644080367353,4.698245629469021,"Jordan Lyles",7593,543475
2019,"Adam Wainwright","STL",171.2,104,0.3192771084337349,1.700680272,0.224609375,0.48828125,0.287109375,0.061224489,0.149659863,5.452416360743368,0.4481,0.3346,0.2173,0.1442,0.4346,0.4212,,,,,8.021343299939762,3.3553331450728416,1.1533957686187892,89.6013248181217,2.3906,4.355755258854675,4.393115832559801,4.697224546755837,"Adam Wainwright",2233,425794
2017,"Marco Estrada","TOR",186,115,0.2946768060836502,0.602888086,0.194192377,0.303085299,0.502722323,0.166064981,0.111913357,5.564516129032258,0.4245,0.286,0.2896,0.214,0.5144,0.2716,,,,,8.516129032258064,3.435483870967742,1.5,89.8478386167147,2.4789,4.6092530742768325,5.091664002290977,4.689161460520134,"Marco Estrada",1118,462136
2015,"Chris Tillman","BAL",173,94,0.2932330827067669,1.229166666,0.211786372,0.434622467,0.35359116,0.135416666,0.104166666,4.890173410404624,0.3503,0.3376,0.3122,0.1887,0.5426,0.2686,,,,,6.242774566473988,3.3294797687861273,1.0404624277456647,91.47742290748899,1.875,4.445738677206756,4.580585201902886,4.686790444770079,"Chris Tillman",5279,501957
